Title,Star Rating,Main Content,Review Date
Slow boat cash but easy,Rated 4 out of 5 stars,Getting the money to people from the internet takes too long but it saves time doing it at a WU location in a store.,2024-04-20T21:20:50.000Z
Great experience with,Rated 5 out of 5 stars,Great experience with,2024-04-20T21:13:03.000Z
Excellent job …,Rated 5 out of 5 stars,Easy process in both side sending and receiving.,2024-04-20T20:59:49.000Z
The transfer was completed,Rated 1 out of 5 stars,"The transfer was completed, but recipient could not pick up the funds and it was really hard for me to update the receiver's name  so had to cancel transaction completely and start over again. inconvenient for me. used my reward points and lost them for nothing.",2024-04-20T20:44:10.000Z
Nice,Rated 5 out of 5 stars,Easy to transfer money in india,2024-04-20T20:44:06.000Z
I had an unauthorized transaction and…,Rated 1 out of 5 stars,"I had an unauthorized transaction and immediately got in contact with the support of Western Union. They said, the had blocked the transaction. One Week later I asked them the second time, where my money is. And they told me that the theft already withdraw the money. What should I say. If someone have your card info, WU don't protect you. Also If the police now who withdraws the money, he will say the passport was stolen. And you will never see you money again. Its a shame!",2024-04-20T20:39:16.000Z
Love it,Rated 5 out of 5 stars,Love it. I recommend the app,2024-04-20T20:26:14.000Z
Reliable apps.,Rated 5 out of 5 stars,,2024-04-20T20:12:21.000Z
Very good easy to use apps,Rated 5 out of 5 stars,,2024-04-20T20:00:32.000Z
The service you provide is exceptional,Rated 5 out of 5 stars,"The service you provide is exceptional. Great customer service if I ever need to speak to anyone. The transfer rate is good, and most importantly the money gets there quickly.",2024-04-20T19:33:38.000Z
Got what was promised by Western Union.,Rated 5 out of 5 stars,,2024-04-20T19:07:59.000Z
I like western union because it quick,Rated 5 out of 5 stars,"I like western union because it quick , Ever nine, then I have an issue because of the name, but for the most part, everything goes smooth",2024-04-20T19:05:48.000Z
I like the app because it’s not easy…,Rated 5 out of 5 stars,"I like the app because it’s not easy for me to get to the store, I wish they were charging less",2024-04-20T19:00:41.000Z
Exceptional and convenient transactional money transfer,Rated 5 out of 5 stars,"This is an excellent way to provide finance or payment and I recommend it. Out of the comfort of my own home without having to go to an agency and stand in line. Truly exceptional. Love, love this company.",2024-04-20T18:56:45.000Z
Good Exchange Rate and Transaction Fast,Rated 5 out of 5 stars,"Some times the exchange rate is Good comparted to others. And Transaction also very fast, Thanks for that.",2024-04-20T18:38:31.000Z
Gut gut gut,Rated 5 out of 5 stars,Gut gut gut gut,2024-04-20T18:35:43.000Z
Redeemed points not rewarded,Rated 1 out of 5 stars,Redeemed points not rewarded.  Reward site says I have redeemed them.  What's the scam?,2024-04-20T18:33:57.000Z
It’s very good but sometimes it would…,Rated 5 out of 5 stars,It’s very good but sometimes it would be better if you give us a half price of transfers Thank you very much.,2024-04-20T18:32:52.000Z
Easy to navigate and use.,Rated 5 out of 5 stars,Easy to navigate and use.Started using to send pesos to my wife in the Philippines and have found it to be the fairest conversation rate and the added bonus of accumulating points to use in future transactions was the cherry on top 😊,2024-04-20T18:32:25.000Z
why is your exchange rate so low…,Rated 2 out of 5 stars,why is your exchange rate so low compared to ria or money gram ?,2024-04-20T18:28:36.000Z
Easy fast reliable several offices good service,Rated 5 out of 5 stars,Easy fast reliable several offices around the world great service,2024-04-20T18:27:46.000Z
"Do not use if sending over $1,000 USD to Jamaica",Rated 1 out of 5 stars,"I am very disappointed with Western Union service. My family in Jamaica had an urgent need for money. So, I used Western Union’s ‘send money in minutes’ service to send the money, which was immediately deducted from my bank account, along with the associated fees. I was notified that the funds were ready for pickup but when the recipient went to collect the money, the Western Union agent in Jamaica refused to release the funds. They told the recipient, that this was a lot of money and that the recipient needed to justify why they are receiving the money! A verbal justification was apparently not good enough because the recipient was asked to provide DOCUMENTATION that what they are saying was true!!As this is an urgent matter, the next day I decided to get a refund and send the money another way.Well, Western Union agreed to refund my money, but stated that I would receive in 5-7 business days! Wait, what??? They took the money within minutes, but will not give it back for days? What am I expected to do in this situation? I asked the agent to escalate and get me a supervisor because I need my money back ASAP. He informed me that the supervisor will tell me the same thing, then proceeded to put me on HOLD indefinitely. I have been using Western Union for years, but after this experience, I will not use their service again and would not recommend them.",2024-04-20T18:25:56.000Z
That WU is number one in town and I think people need to try it,Rated 5 out of 5 stars,WU is the number one in town,2024-04-20T18:21:55.000Z
Fast,Rated 5 out of 5 stars,"Fast, easy and always reliable.  Thank you",2024-04-20T18:20:38.000Z
Never had a problem with you guys,Rated 5 out of 5 stars,Never had a problem with you guys. Keep up the good work and you’re always happy as a customer.🥰,2024-04-20T18:19:50.000Z
Excellent service for transferring money,Rated 5 out of 5 stars,,2024-04-20T18:17:15.000Z
Great service,Rated 5 out of 5 stars,,2024-04-20T18:15:49.000Z
That the money that I send always reach the desired person in timely manner and the fees are very rea,Rated 5 out of 5 stars,The ease in which too send money from the App how ever iI wish the rates of exchange were a little better but my money always reach it destination in a timely manner.,2024-04-20T18:01:50.000Z
Couldn't send money because the system…,Rated 3 out of 5 stars,Couldn't send money because the system wouldn't accept my phone number,2024-04-20T17:53:34.000Z
It works,Rated 5 out of 5 stars,I am using the service for several years for sending money to my relatives in Ukraine. Many thanks. It works,2024-04-20T17:13:22.000Z
No issues using this service,Rated 5 out of 5 stars,"Been using this company on a few occasions recently, quick and efficient way to send to family abroad",2024-04-20T17:11:15.000Z
Everything is good no complain,Rated 5 out of 5 stars,,2024-04-20T17:04:32.000Z
Always a great experience with Western…,Rated 5 out of 5 stars,"Always a great experience with Western Union, for its user friendly interface and efficient and speedy money transfer services.",2024-04-20T16:56:07.000Z
good thanks,Rated 5 out of 5 stars,,2024-04-20T16:55:14.000Z
Very low mony rate other oparetor give…,Rated 4 out of 5 stars,Very low mony rate other oparetor give as 1pln/29+ and wu- 27/26+,2024-04-20T16:55:00.000Z
Good service,Rated 4 out of 5 stars,Good service. Thank you,2024-04-20T16:43:28.000Z
Everything works perfectly,Rated 5 out of 5 stars,"Everything works perfectly. Sometimes when the name of the receiver is not correctly spelled, western team resolve issues very easily. Also when calling the team to ask questions or to request a change, they are always kind, professional.",2024-04-20T16:40:51.000Z
Fast money transfer,Rated 5 out of 5 stars,Very fast money transfer and competitive rate. I am enjoying Western Union.,2024-04-20T16:38:59.000Z
Yes it great,Rated 5 out of 5 stars,Yes it great. I save time with that,2024-04-20T16:21:23.000Z
I have been sending Money for years…,Rated 3 out of 5 stars,I have been sending Money for years with same family and have trouble id i send more than $2000,2024-04-20T16:17:23.000Z
Western union  is a great company  to…,Rated 5 out of 5 stars,"Western union  is a great company  to use, it helps  me to take care of my families",2024-04-20T16:03:38.000Z
Satisfied customer,Rated 5 out of 5 stars,"What made my experience great is how quick and easy the website was to use,  and how fast it was received by my loved one. This is by far the best way to send money and know it gets to them in a timely manner.",2024-04-20T15:59:19.000Z
Card charged twice.,Rated 1 out of 5 stars,"I sent an online transfer at the end of March. Transfer was received. At 3am on the 6th of April 2024, my card was charged again for the same transfer amount I sent at the end of March (215.99 USD). I did not send this money. My online account has no history of this and it is not possible to send money at 3am because the western union branches are all closed at 3am in Antigua where I reside. I filed a complaint with online customer representatives three times and was promised that someone would reach out to me via email. I haven't received an email yet. I stressed the urgency of the funds and was reassured that the matter will be resolved in a timely manner. I'm very low on funds and did not cater for this mistake from Western Union. It's been two weeks and still no resolution from Western Union. One of the transactions is still pending on my account and the bank told me that I'd have to wait 45 days for it to return to my account if the merchant doesn't claim it. I'm never using Western Union again. Such a disappointing rip off!",2024-04-20T15:42:24.000Z
It's cheaper to send this way,Rated 5 out of 5 stars,The fact that I don't have to go in the store to send money and it's half the price to send like this.,2024-04-20T15:39:28.000Z
Good service,Rated 5 out of 5 stars,Good service,2024-04-20T15:35:41.000Z
Money transfers,Rated 4 out of 5 stars,I can send mono from my phone and not have to leave my house.,2024-04-20T15:34:52.000Z
Western union is so gut.,Rated 5 out of 5 stars,"Western union, funktionirt so gut, über mobile APP( WU APP)   , Sie sind so gut.",2024-04-20T15:21:56.000Z
I have not been receiving my credits…,Rated 3 out of 5 stars,I have not been receiving my credits for a long time. Unsatisfactory!!!!,2024-04-20T15:07:13.000Z
2 of my transactions for which large…,Rated 1 out of 5 stars,2 of my transactions for which large sum  of money was taken from account were cancelled and to be refunded. No reasons given to explain the situation. Now I have to wait at least 7 days for the money to be deposited back in my account. I am very disappointed.,2024-04-20T14:58:37.000Z
"I love wu,very covinient and used since…",Rated 1 out of 5 stars,"I love wu,very covinient and used since forever,but app and wu digital banking and app are so bad,with many bugs,problems and technical errors..Please fix it asap,or you're starting looseing customers",2024-04-20T14:47:36.000Z
Good,Rated 4 out of 5 stars,needs some work,2024-04-20T14:36:35.000Z
Western union no longer gives rewards…,Rated 2 out of 5 stars,Western union no longer gives rewards points..,2024-04-20T14:36:34.000Z
Western Union has a better exchange…,Rated 4 out of 5 stars,Western Union has a better exchange rate compared to other companies. My only concern is that the points rewards has been unusable. So I hope that Western Union will fix that problem.,2024-04-20T14:23:32.000Z
Transfer,Rated 4 out of 5 stars,Transfer ok,2024-04-20T14:07:50.000Z
One of the best money transfer platform…,Rated 5 out of 5 stars,One of the best money transfer platform . Specially for the sailors it's a great tool and exchange rates are the best. Thank you WU.,2024-04-20T14:07:25.000Z
Yes it is doing great love sending…,Rated 5 out of 5 stars,Yes it is doing great love sending money with western union,2024-04-20T14:05:33.000Z
Be kind,Rated 5 out of 5 stars,Fast and easy way of sending,2024-04-20T14:05:28.000Z
Slow,Rated 4 out of 5 stars,"It is always fast in the past, but today it is slow",2024-04-20T13:55:42.000Z
Could not use my reward points,Rated 1 out of 5 stars,Could not use my reward points,2024-04-20T13:43:42.000Z
Money goes in like it's suppose to,Rated 5 out of 5 stars,,2024-04-20T13:20:00.000Z
TRUSTThe years  stayed with WU in sending…,Rated 4 out of 5 stars,The years  stayed with WU in sending money is a proof hat I can trust their business.,2024-04-20T13:19:02.000Z
What I like with company is soon you…,Rated 5 out of 5 stars,"What I like with company is soon you send money, it take a minute for receiver to get the money, and then good customer service, what I don’t like is sending $2000 to foreigner country, I received a lot of hard time from western union",2024-04-20T13:13:59.000Z
Brenda,Rated 5 out of 5 stars,"Fast, safe, great service. Western Union helps me keep my family close",2024-04-20T13:06:40.000Z
efficiency,Rated 5 out of 5 stars,,2024-04-20T13:02:12.000Z
Good,Rated 5 out of 5 stars,Very good app and service  fast and reliable,2024-04-20T12:02:15.000Z
So fast service,Rated 5 out of 5 stars,So fast service,2024-04-20T11:07:13.000Z
Super service and rate,Rated 5 out of 5 stars,,2024-04-20T11:06:14.000Z
Remittance is quick.,Rated 5 out of 5 stars,,2024-04-20T10:53:34.000Z
Refund,Rated 1 out of 5 stars,They are holding a refund money for two weeks,2024-04-20T10:53:21.000Z
I am sending money again because for…,Rated 1 out of 5 stars,I am sending money again because for some reason the money was never sent to the persons account. It is in pending mode with no explanation,2024-04-20T10:49:42.000Z
The Best.,Rated 5 out of 5 stars,The Best.. Ohne komentar,2024-04-20T10:44:45.000Z
Fast transactions,Rated 5 out of 5 stars,,2024-04-20T10:30:02.000Z
Convenient,Rated 5 out of 5 stars,Convenient,2024-04-20T10:04:26.000Z
Fast,Rated 5 out of 5 stars,"Fast, high quality, no delays",2024-04-20T09:57:25.000Z
Das war top alles,Rated 5 out of 5 stars,Das war top alles,2024-04-20T09:55:43.000Z
Alles super läuft,Rated 5 out of 5 stars,Alles super läuft,2024-04-20T09:31:10.000Z
Excellent money remittance service fast…,Rated 5 out of 5 stars,Excellent money remittance service fast and easy,2024-04-20T09:22:01.000Z
They took money 303.90 twice of my…,Rated 1 out of 5 stars,They took money 303.90 twice of my account there was a problem I phoned twice to cancel the transaction they said it is cancelled so I did  a new transfer. They said the money will be paid back within 7 days I called already 4 times and everytime a different excuse and still doesn't have my money back!!!,2024-04-20T09:16:11.000Z
I have an excellent experience,Rated 5 out of 5 stars,I have an excellence experience. Thanks western Union 🥰,2024-04-20T08:56:33.000Z
it is always reliable and the exchange…,Rated 5 out of 5 stars,it is always reliable and the exchange rate is definitely reasonable! and is fast as before. keep it up western!,2024-04-20T08:56:22.000Z
Very good service,Rated 5 out of 5 stars,Very good service,2024-04-20T08:55:27.000Z
Money transfer.,Rated 4 out of 5 stars,Faster money transfer. Relatively large commission on money transfer.,2024-04-20T08:41:03.000Z
Best service,Rated 5 out of 5 stars,Best service,2024-04-20T08:30:53.000Z
Super service,Rated 5 out of 5 stars,Super service,2024-04-20T08:14:20.000Z
Western Union allows you to get your…,Rated 5 out of 5 stars,Western Union allows you to get your money in minutes. Thats great.,2024-04-20T07:50:28.000Z
The receiver got the money very…,Rated 5 out of 5 stars,"The receiver got the money very fast,,just 1 second, very-very great, thanks WU,,",2024-04-20T07:48:46.000Z
I like your service that reason I…,Rated 3 out of 5 stars,"I like your service that reason I didn't change it, but my humble request you to don't charge fees above 1000 dollar amount send. please start like past service.",2024-04-20T07:24:13.000Z
good western is reliable,Rated 5 out of 5 stars,,2024-04-20T07:21:37.000Z
My relative can get the money right…,Rated 5 out of 5 stars,My relative can get the money right away.,2024-04-20T07:20:19.000Z
The money transfer is easy and quick.,Rated 4 out of 5 stars,,2024-04-20T07:19:17.000Z
trusted fast and easy to send money.,Rated 5 out of 5 stars,,2024-04-20T07:17:24.000Z
Good service,Rated 5 out of 5 stars,Good service,2024-04-20T06:58:13.000Z
Keeping me update and right away when…,Rated 4 out of 5 stars,Keeping me update and right away when my receiver get the money thank you,2024-04-20T06:55:39.000Z
Very delayed,Rated 3 out of 5 stars,,2024-04-20T06:36:30.000Z
your service are fast and reliable,Rated 5 out of 5 stars,your service are fast and reliable,2024-04-20T06:17:27.000Z
Can’t send says something about over…,Rated 2 out of 5 stars,Can’t send says something about over limit I don’t understand,2024-04-20T06:16:06.000Z
Great service secure and helpful,Rated 5 out of 5 stars,Great experience wonderful service.,2024-04-20T06:05:01.000Z
Using the app it's not a good idea,Rated 3 out of 5 stars,"Using the app it's not a good idea,  they delay your money and they charge more than the store for the fees. I will not use the app anymore.",2024-04-20T06:01:30.000Z
Excelente,Rated 5 out of 5 stars,Excelente Very easy,2024-04-20T05:28:34.000Z
That this is the best service available to me that ensures safe delivery of money to American Samoa for my daughter.,Rated 5 out of 5 stars,"That within minutes, I can safely send money to my Daughter in American Samoa. There is no other option for me, just WU so I thank you for this service.",2024-04-20T04:47:20.000Z
Seems easy,Rated 4 out of 5 stars,I was surprised by the upgraded look of the app and it's use. It seems very easy to use.,2024-04-20T04:39:54.000Z
everything is fine so far,Rated 5 out of 5 stars,,2024-04-20T04:30:54.000Z
You're store's are disappearing,Rated 1 out of 5 stars,"You're store's are disappearing, I havnt recievd any new points in months & I'm in Japan & monogram is replacing you",2024-04-20T04:23:13.000Z
