Title,Star Rating,Main Content,Review Date
Carshield informed provided me all the…,Rated 1 out of 5 stars,"Carshield informed provided me all the items that would be covered. When I filed the claim they gave me a bogus excuse why they were not going to cover the issue. The reason was based off a speculation even though the repair shop told them what the cause was. 1. the told me that I would be able to file a claim on may 10th when I first set up an account with them back in april. (25 days from the pay date). I told me case in on may 13th. rep told the repair shop claim would not start till 15th(lied). When I called back another rep said that was a mistake and my claim started on the 11th.2. Inspector came out confirmed that the issue was internal on 5/21. Then today (5/23), they called and told the repair shop that per their ""assumption"" it looked like it was an outside cause and they denied the claim. so one day is deemed approved and other day it isn't! 3.when I called today, they gave me bogus info that I continued to drive the car while damaged plus all the other crap info that said. That isn't correct because when I first notice the sound, smell and leaking of oil I went to the shop and dropped the car off. How are you going to tell me what I did and didn't do.  4. Carshield finds a way not to cover anything. Why am i paying for a warranty service that don't cover what was told. So that is fraudulent info provide to get my business. I have paid two month and received no assistance. And now they are tell me they wont refund me my money They lied to get my business, repair shop provided them all the info they needed and proof of damage. every person has a different response. One min Im covered, the next im not. **when the repair shop asked them why the feel that this isnt covered, they couldnt give them a direct answer. Its want it felt, how it looks to him. that is not a accurate answer. **",2024-05-23T22:52:19.000Z
I have had CarShield for 2+ years now…,Rated 5 out of 5 stars,I have had CarShield for 2+ years now and I just love it. CarShield really comes in handy and I would recommend them to any and everybody! They are so worth it and definitely needed in every which way. I love the customer service as well. The employees are so nice and very helpful as well!,2024-05-23T21:29:18.000Z
Great service when my vehicle needed…,Rated 5 out of 5 stars,Great service when my vehicle needed repairs,2024-05-23T21:09:50.000Z
Very pleasant,Rated 5 out of 5 stars,Very pleasant,2024-05-23T21:08:40.000Z
All I've done is start coverage and…,Rated 4 out of 5 stars,All I've done is start coverage and make payments,2024-05-23T21:06:47.000Z
Major Disappointment,Rated 1 out of 5 stars,Too my car in for repairs all went well all got approved including my rental then my my mechanic found out that the motor needs major repairs that’s when yesterday a got a email saying that I was denied cause I bought the car in 1 day too soon for the waiting period so why do u approved it in the first place I’ve been with you guys since last August with a different car that I donated cause was too old then I switched for this one can someone please look into this,2024-05-23T19:46:11.000Z
The people there are very helpful and…,Rated 5 out of 5 stars,The people there are very helpful and very courtesy when they help their customers.,2024-05-23T19:23:08.000Z
My Credit Card was compromised and…,Rated 5 out of 5 stars,My Credit Card was compromised and Crystal changed the payment for my 2 policies with Car Shield without hesitation and was very nice!,2024-05-23T19:22:32.000Z
Absolutely Amazing ❣️,Rated 5 out of 5 stars,,2024-05-23T19:18:54.000Z
I called to make a payment,Rated 3 out of 5 stars,"I called to make a payment. I asked if the same rate was available for 6 months. The young woman told me the rate was available and took my information.That is the job, right?",2024-05-23T19:14:16.000Z
Professionalism and clear information…,Rated 5 out of 5 stars,Professionalism and clear information from customer service associate.,2024-05-23T18:48:18.000Z
I have not ordered anything from…,Rated 1 out of 5 stars,I have not ordered anything from carshield,2024-05-23T18:42:16.000Z
Unable to update my card on the app…,Rated 5 out of 5 stars,"I was unable to update my card on the app, therefore I called customer service for assistance.",2024-05-23T18:38:48.000Z
Just called to make my diamond status…,Rated 5 out of 5 stars,Just called to make my diamond status was in affect.,2024-05-23T18:22:13.000Z
Was getting the run around without an…,Rated 1 out of 5 stars,"Was getting the run around without an answer nobody can help me, your tv advertising is all lies,I will not recommend your services to anyone",2024-05-23T18:14:47.000Z
You say your here to help why do I keep…,Rated 1 out of 5 stars,You say your here to help why do I keep hearing the sane thing every time I call ???? Wait 24 hrs and all will be magical !!!!° come on now,2024-05-23T18:09:26.000Z
Fast in the process.,Rated 5 out of 5 stars,,2024-05-23T17:27:51.000Z
Answered the claim very quickly with…,Rated 5 out of 5 stars,Answered the claim very quickly with the repair shop thanks,2024-05-23T17:17:04.000Z
I was taken care promptly,Rated 5 out of 5 stars,"I was taken care promptly, part was sent immediately., and car was fixed next day.  Awesome.!!!!!",2024-05-23T17:14:10.000Z
First Time Buyer,Rated 4 out of 5 stars,I felt that the person who  I dealt with was a bit to high pressure  for my liking.  He was very knowledgeable and did the very best he could to make sure I got great coverage.,2024-05-23T17:02:46.000Z
She explained every to me,Rated 5 out of 5 stars,,2024-05-23T16:54:29.000Z
My experience with car shield has been great.,Rated 5 out of 5 stars,My experience with car shield has been wonderful. All of the business was handled between the dealership &   car shield seamlessly.,2024-05-23T16:53:37.000Z
Broke down  while heading to Ohio on a…,Rated 5 out of 5 stars,Broke down  while heading to Ohio on a trip.  Carsheild was helpful with getting me to a repair facility. An vehicle being repaired.  Little bit of a wait on getting a rental. But was able to get a rental and back on my way. Thanks again Carsheild!!,2024-05-23T16:48:01.000Z
Peace Of Mind,Rated 5 out of 5 stars,"I'm blown away with the courteous, knowledgeable and professional staff I received undivided attention before making my decision to purchase an extended warranty.  I was completely happy with the service I was given and the cost was affordable for my budget....Happy customer and I will refer my friends and family to go with carshield.",2024-05-23T16:41:20.000Z
Good response,Rated 5 out of 5 stars,Good response from you,2024-05-23T16:32:18.000Z
Your Representatives listened to our…,Rated 5 out of 5 stars,"Your Representatives listened to our concerns & helped us with a great coverage tofit our budget. I had lost my bank debit card, called you to give the new one so our payment could be deducted properly on June 4, 2024 & each month after that on the 4th of every month. You took care of it. Thank You@@",2024-05-23T16:19:35.000Z
I was under the impression that you all…,Rated 1 out of 5 stars,"I was under the impression that you all covered more than what you do. I was told that you all determine what kind of coverage that the owner of the policy gets. That’s not how it should be. The policy owner should be able to determine what they want and can pay for. The owner should be be able to purchase what they need,want, and or can afford. Now I am without my car and can’t afford at this time to pay for what my car needs. I had to choose between food and fixing my car. So now I can’t afford to get my car fixed or pay your company because I have to feed my family.",2024-05-23T16:14:10.000Z
The customer service representative was…top notch...,Rated 5 out of 5 stars,"The customer service representative was very polite, knowledgeable, courteous and helpful, my issue was resolved on my first call... thanks",2024-05-23T16:10:07.000Z
Being a member of Car Shield has been…,Rated 5 out of 5 stars,Being a member of Car Shield has been such a BLESSING to have. I had to use Car Shield twice and was very pleased with the prompt payment to the Mechanics.,2024-05-23T15:36:58.000Z
On time,Rated 5 out of 5 stars,On time ! Very professional,2024-05-23T14:50:51.000Z
Fast response time and friendly and…,Rated 5 out of 5 stars,Fast response time and friendly and knowledgeable staff,2024-05-23T14:16:04.000Z
All questions were answered,Rated 5 out of 5 stars,All questions were answered,2024-05-23T14:09:42.000Z
Did not cover all the repair.,Rated 4 out of 5 stars,"They responded,but when it comes to coverage all the way,they do not cover 100% of the claim. The labor costs are not covered and I’m still coming out of pocket $750.00 for my transmission.",2024-05-23T13:28:42.000Z
I was happy to find a great mechanic,Rated 5 out of 5 stars,I was happy to find a great mechanic. I called car shield.  Found a place to get my car fixed & it was done. You saved me so much money. Couldn't of been easier.,2024-05-23T13:14:24.000Z
Fraud my transmission you guys would…,Rated 1 out of 5 stars,Fraud my transmission you guys would not repair.  I do not agree with you response.  The transmission is covered. This particular part is PART OF THE TRANSMISSION+,2024-05-23T13:08:59.000Z
Was easy to call and got someone who I…,Rated 5 out of 5 stars,Was easy to call and got someone who I could understand and solve my problem,2024-05-23T12:55:25.000Z
I am giving Carshield 1 star only…,Rated 1 out of 5 stars,"I am giving Carshield 1 star only because they answered the phone. We were misinformed when speaking to them about their plans. We have had carshield for almost 18 months now and tried to file a claim. Our car has been serviced and repaired at the dealership since day one. Unfortunately the manufacturers extended warranty ran out so we had to buy another warranty. The repair that is needed cost less than what we have paid into carshield. Carshield refuses to honor the claim because they want to send our dealership/ service center the cheapest part they can find. Our service center will not do the work with anything less than an OEM part. So we have an issue. We canceled Carshield. They will not refund our money. And we are stuck paying for the repair out of pocket. Had the Carshield sales person been 100% upfront  on the phone about what parts they will pay for, we would have never used Carshield and tried another company.",2024-05-23T12:21:32.000Z
Excellence in answering all my Q.,Rated 5 out of 5 stars,,2024-05-23T12:07:09.000Z
Everyone with whom I interacted in all…,Rated 5 out of 5 stars,"Everyone with whom I interacted in all departments was courteous, knowledgeable, and thorough.",2024-05-23T08:21:13.000Z
Started out strong with customer…,Rated 4 out of 5 stars,"Started out strong with customer service, getting my car towed, and getting it to a Chevrolet dealership. However, all of a sudden I didn’t have the support I needed nor did the customer service, technician, at the dealership. Phone calls weren’t returned. It’s like we disappeared. Hoping things get better right away.",2024-05-23T04:41:14.000Z
your pleasant personality,Rated 4 out of 5 stars,your pleasant personality,2024-05-23T04:30:57.000Z
Car Shield has been professional.,Rated 5 out of 5 stars,,2024-05-23T04:27:05.000Z
Your representative answered my…,Rated 5 out of 5 stars,Your representative answered my question and sent me a copy of my policy.,2024-05-23T04:11:44.000Z
Worthless!!,Rated 1 out of 5 stars,Did not cover anything needing repair.So much for peace of mind.,2024-05-23T03:58:58.000Z
They listened to what I needed my…,Rated 5 out of 5 stars,They listened to what I needed my second membership,2024-05-23T03:44:21.000Z
Excellent so far,Rated 5 out of 5 stars,"Info was quick. My deductible  was $200 but the bill was $230, so I didn't use car shield. Other than that all is good.",2024-05-23T03:27:59.000Z
Outstanding.,Rated 5 out of 5 stars,Outstanding.,2024-05-23T03:20:50.000Z
Done a real good job for me,Rated 5 out of 5 stars,,2024-05-23T03:18:41.000Z
Took way too long to get an adjuster…,Rated 3 out of 5 stars,"Took way too long to get an adjuster out to see my truck. It took 2 weeks ti send  an adjuster then another week to getvthe report. Once authorization was granted, my shop took 2 or 3 days to get me my truck back.",2024-05-23T02:32:05.000Z
WOW CARSHIELD IS FAKE and HORRIBLE,Rated 1 out of 5 stars,"WOW did I miss this. I have paid in over $4,000 since 2020 for Car Shield only to find out when my car broke down last week they were not covering the part. What made it worse was when I went to rent a rental car. I was told my case was closed yet it was open 3 hours before my request. The company is a total Joke, don't believe the commericals it's BS!!!!!!!!!!!!!!",2024-05-23T02:22:46.000Z
Car ok so far but like the reminders.,Rated 5 out of 5 stars,Car ok so far but like the reminders.,2024-05-23T02:18:52.000Z
Thank you I've been with you all since…,Rated 5 out of 5 stars,Thank you I've been with you all since 2021 first time ever using car Shield.  I was a little surprise on how everything  was handel and all I had to pay. But I'm so grateful  for what you all did pay and thank you for taking good care of me.,2024-05-23T01:45:58.000Z
Customer service was able to help me!,Rated 5 out of 5 stars,Customer service was able to help me update my credit card information.,2024-05-23T01:12:28.000Z
Carg,Rated 1 out of 5 stars,When it time to pay for sometimes major they have a problem and don’t like Answering phones call and the Deductible is 250 False Advertiser,2024-05-23T00:40:27.000Z
The woman l spoke with guided me…,Rated 5 out of 5 stars,The woman l spoke with guided me through and resolved my situation very nicely. She was pleasant to talk with and p.s. she spoke perfect English,2024-05-23T00:39:29.000Z
Lack of follow through,Rated 3 out of 5 stars,"I brought my car into pep boys on saturday. My air conditioning went out. Pep boys contacted you to get authorization, I was called by you to ask if it was okay to use your parts instead of what pep boys had. I said that was fine. You were supposed to send the parts that day, It took three days for you to get them out there. That was not good.",2024-05-23T00:32:39.000Z
The Adjuster called me and explained to…,Rated 5 out of 5 stars,The Adjuster called me and explained to me what to do when i get to the repair shop. Give the dealership the adjuster mumber. And boom best customer service i have ever had with carshield and the dealership.  The turn around was great.,2024-05-23T00:21:56.000Z
Dependable courteous staff…,Rated 5 out of 5 stars,Dependable courteous staff knowledgeable.,2024-05-22T23:59:30.000Z
More than what I expected.,Rated 5 out of 5 stars,More than what I expected.,2024-05-22T22:59:41.000Z
Car Shield has never let me down when I…,Rated 5 out of 5 stars,"Car Shield has never let me down when I am needing to have my car serviced from my mechanic. My car is 13 years old and I am retired on a fix budget.  However, I decided to invest in Car Shield knowing that I would never be able to afford a new car. Plus this car was my retirement dream car that I always wanted.  Thanks to Car Shield has given me a sense of security when my car needs to be serviced. Thanks Car Shield!",2024-05-22T21:37:34.000Z
Great very easy to take care of my…,Rated 5 out of 5 stars,Great very easy to take care of my problem,2024-05-22T21:27:41.000Z
MOst of the people are extremely nice…,Rated 4 out of 5 stars,MOst of the people are extremely nice and helpful.  Unfortunately I had one person call me that didn't tell me her name and when I asked for her phone number to call her back I was told it was on my phone and then she hung up.  Very rude!,2024-05-22T20:54:50.000Z
I really don’t have much to say at this…,Rated 5 out of 5 stars,I really don’t have much to say at this time. I just signed up for CarShield. The representative was polite answered all my questions and I understood him. Thank you!,2024-05-22T20:53:17.000Z
My  helper was Joe he really did his…,Rated 5 out of 5 stars,My  helper was Joe he really did his best to help me.Your Web site was down. I need my Car Shield  mobile back on my  phone ASAP. Please email me back when your site working.Thanks Ms. Woodson,2024-05-22T20:37:06.000Z
Excellent service!,Rated 5 out of 5 stars,I spoke with Mikeira who was very helpful and explained everything thoroughly.,2024-05-22T20:25:34.000Z
My experience with Car Shield,Rated 5 out of 5 stars,"All of my experiences have been great 👍.  They are on time, courteous and helpful.",2024-05-22T19:55:59.000Z
professional experience with agent work…,Rated 5 out of 5 stars,professional experience with agent work was done in a timely manner without hesitation,2024-05-22T19:33:09.000Z
I was given a friendly reminder that my…,Rated 5 out of 5 stars,"I was given a friendly reminder that my payment didn’t process on time,  I realized I hadn’t completed my $$ transfer.  I’m impressed that Car Shield showed compassion and realize we all make mistakes.  In today’s world I didn’t expect that.  The lady I spoke to was very friendly and understanding.  I will recommend Car Shield to others",2024-05-22T19:32:16.000Z
The agent was very polite and…,Rated 5 out of 5 stars,The agent was very polite and knowledgeable,2024-05-22T19:16:24.000Z
Excellent customer service,Rated 5 out of 5 stars,Excellent customer service. Representative took the time to review my coverage!,2024-05-22T18:58:54.000Z
You guys didnt cover all my repairs.,Rated 1 out of 5 stars,,2024-05-22T18:03:53.000Z
Excellent service,Rated 5 out of 5 stars,"Hi, it’s everything I expected and more couldn’t be more grateful. Thank you Steve PRIMO.",2024-05-22T18:00:00.000Z
I called because I needed to update update payment information my…,Rated 5 out of 5 stars,"I called because I needed to update my payment infant the representative was very helpful! He was fast, considerate, and helpful!",2024-05-22T17:53:59.000Z
They won’t replace with original parts.,Rated 3 out of 5 stars,They handle claim well. But I disagree with the adjuster refusing to pay for original replacement part. Manufactured parts have no warranty and typically don’t last as long.,2024-05-22T17:53:14.000Z
Cancellation,Rated 4 out of 5 stars,You cancelled my coverage when I asked.,2024-05-22T17:34:57.000Z
Superior Customer Service,Rated 5 out of 5 stars,"I was treated with utmost courtesy and respect by thoroughly knowledgeable customer service representatives. My ""issue"" was resolved quickly and effectively.",2024-05-22T17:11:18.000Z
Could you please send me the…,Rated 5 out of 5 stars,Could you please send me the instructions for what I need to do when I need you?,2024-05-22T17:06:41.000Z
Don't buy from dealerships BUY from CarShield,Rated 5 out of 5 stars,I can't explain how much having CarShield has reduced my stress about my car going forward.  I have always purchased dealership warranties and when I had to used them always seemed to have got you clauses that made the warranty useless.  CarShield did what I was promised from a minor issue and I know my car is protected as long as I keep up with maintenance.,2024-05-22T17:00:00.000Z
Everything went as smooth as it has in…,Rated 5 out of 5 stars,Everything went as smooth as it has in the past,2024-05-22T16:54:01.000Z
Do and donuts Available and knowledgeable hires,Rated 5 out of 5 stars,"Available and knowledgeable hires.  Well done.  Have recommend to family across America. Price negotiable according to need as related concerning what the plan originally set up, but wouldn't apply as a NEED. Price adjustment was a surprise.  Ask for discount.",2024-05-22T16:18:20.000Z
They finished my suv in a timely…,Rated 5 out of 5 stars,They finished my suv in a timely manner. I will definitely go back.,2024-05-22T14:56:57.000Z
The person I talked was very helpful…,Rated 4 out of 5 stars,The person I talked was very helpful and knowledgeable with my problem.,2024-05-22T14:24:30.000Z
To get fast service from Warranty when needed.,Rated 5 out of 5 stars,"Carshield takes care of your car quickly when you need covered repairs done on your automobile. Carshield has helped me last week and a few times over the last few years as needed, I will keep them around.",2024-05-22T14:12:38.000Z
very pleasent person,Rated 5 out of 5 stars,"very pleasent person, very knowledgeable",2024-05-22T13:55:20.000Z
You were quick to pay for my repairs…,Rated 5 out of 5 stars,You were quick to pay for my repairs and I was a little nervous that you wouldn’t but you did. Thank You,2024-05-22T13:49:43.000Z
I spoke to 3 different gentlemen,Rated 1 out of 5 stars,"I spoke to 3 different gentlemen.  The first was a Mr. Ronald Brown, who was excellent.  I explained I was considering cancelling coverage for my 2021 Chrysler Pacifica. I completely changed my mind after speaking with him.  He offered me a new deal for both cars but the call disconnected.  I called back but couldn’t get Mr. Brown, instead I was connected to a complete jerk, whose name I did not get.  when I explained the same situation to him, he became short fused and curt in his responses to me and said Mr. Brown shouldn’t have quoted me the prices he quoted me.  I asked for a manager.  In the meantime, our call dropped and the next thing i received was an email from him saying my coverage for the 2021 had been cancelled.  He had a nasty attitude and I didn’t like it one bit,",2024-05-22T13:10:47.000Z
I did not have to wait to hear back…,Rated 5 out of 5 stars,"I did not have to wait to hear back from Car Shield, they called me , let me know they are working to approve my claim!!",2024-05-22T11:00:03.000Z
Took my vehicle to dealership where I…,Rated 3 out of 5 stars,Took my vehicle to dealership where I always have been with a problem after they diagnosed my problem then I was informed that they no longer except carshield and neither carshield or the dealership could explain to me why.,2024-05-22T09:04:10.000Z
Good courstey,Rated 5 out of 5 stars,,2024-05-22T08:01:04.000Z
I had my car in the shop and they fixed…,Rated 5 out of 5 stars,"I had my car in the shop and they fixed everything to my satisfaction,everything they're promised",2024-05-22T07:39:52.000Z
Only thing is you don't pro rate,Rated 5 out of 5 stars,Only thing is you don't pro rate.  I paid a full month but did not have coverage for the month.,2024-05-22T06:53:28.000Z
Great job just too pay my bill fast and…,Rated 5 out of 5 stars,Great job just too pay my bill fast and easy thank you,2024-05-22T06:31:33.000Z
Takes good care of all auto concerns!!,Rated 5 out of 5 stars,Answered all my questions thoroughly. Thank you!,2024-05-22T06:02:46.000Z
I haven’t had to use it yet,Rated 5 out of 5 stars,I haven’t had to use it yet. But when I have a question they are there to answer me back.,2024-05-22T04:59:10.000Z
The lady that helped me was very…,Rated 5 out of 5 stars,"The lady that helped me was very helpful, she gave me my options and my experience was wonderful. I just lost my husband and trying to get all legal matters taken care of.",2024-05-22T04:22:16.000Z
We were a customer for only 30 days…,Rated 5 out of 5 stars,We were a customer for only 30 days and life changing circumstances forced us to have to cancel and Car Shield reps were very knowledgable about the process and made the transition painless. We’ll be back soon.,2024-05-22T04:17:56.000Z
Satisfied Customer,Rated 5 out of 5 stars,"What was great about my experience with CarShield, was the dealer interacted with CarShield.  They sent the quote in and the adjuster dealt with the service department. I am a very satisfied customer of CarShield.Thank You!!",2024-05-22T03:50:25.000Z
My agent was friendly,Rated 5 out of 5 stars,"My agent was friendly, courteous, & professional, meeting my auto-warranty needs",2024-05-22T02:47:51.000Z
Kindness,Rated 5 out of 5 stars,"Kindness, Quick Response, Respect, polite Caring Considerate Conversation.",2024-05-22T01:56:37.000Z
They were helpful so far.,Rated 5 out of 5 stars,,2024-05-22T01:05:02.000Z
The customer and tow service were great,Rated 5 out of 5 stars,,2024-05-22T00:59:14.000Z
As you know we have had Car Sheild on…,Rated 5 out of 5 stars,"As you know we have had Car Sheild on the Range Rover As well as the S550 Mercedes:After talking to Mercenaries and they Not Recognizing Car Shield after A Few Months we Dropped Car Shield on The Mercedes but after Praying over it; We decided to reinstate ur Protection Anyway! And here we are: We Use Car Shield on the Range Rover and We Didn’t feel Satisfied about the Same , DRAGING Noise when Slowing Down: The Mechanic said that the Transmission was Partly the Cause but The Inspector  made his  Decision not to recognize “ A TranssmitionProblem! So the MECHANIC SAID; Sooner or Later The True Nature of the “DRAGING NOISE WILL REVEAL ITSELF! I Wonder ifThe Investigator Could see me and Explain his Finding so I could Relax? We want to Travel for The First Time Since “ COVED “!!!We are still Somewhat Relieved from a good portion of That Cost! “ THANKS CAR SHIELD “!!!The TODDS",2024-05-22T00:45:01.000Z
Retention rep Dani was great and very…,Rated 5 out of 5 stars,"Retention rep Dani was great and very professional although her efforts to retain my business failed.  She could not refute my reasoning for leaving.  She was great to work with, however!",2024-05-22T00:16:53.000Z
My car has been in the shop since 5/15,Rated 1 out of 5 stars,"My car has been in the shop since 5/15. I was told it would be up to 48 hours for an inspector/adjuster would be out to look at it. So far I have called 3 times regarding this, Friday Monday and today (Tuesday 5/21 6pm) and I still haven't heard anything. I was told this morning that the inspection company was not answering their phones so an email was sent. This is not my problem, it's yours and Carsheild needs to follow up with them better and/or get a new inspection company.",2024-05-22T00:10:19.000Z
Carshield is always there when i need…,Rated 5 out of 5 stars,"Carshield is always there when i need them the most, I feel like I can always count on them.",2024-05-22T00:02:03.000Z
I appreciate the callbacks in a quick Response even the effort to ship my part out quickly thank you,Rated 5 out of 5 stars,I appreciate the callbacks in a quick response even the effort to ship my part out,2024-05-22T00:01:54.000Z
I didn’t have to do anything my…,Rated 5 out of 5 stars,I didn’t have to do anything my mechanic and car shield handled everything and resolved my problem quickly,2024-05-22T00:01:49.000Z
Juan was amazing!,Rated 5 out of 5 stars,Juan was very helpful in regards to my car concerns with talking with the car repair shop to get the most cost effective price available for me.,2024-05-21T23:55:27.000Z
Easy…,Rated 5 out of 5 stars,I called they gave me the info for the place of business who was fixing my car to call it was quick and easy no hassle,2024-05-21T23:34:29.000Z
Thanks CarSield yall came though in…,Rated 5 out of 5 stars,Thanks CarSield yall came though in time of need! Once again THANKS!!,2024-05-21T23:33:54.000Z
So for so good.,Rated 5 out of 5 stars,"Yes, all so far in customer service, but waiting to see in repairing my vehicle is your comment the same.",2024-05-21T23:29:38.000Z
Excellent customer service,Rated 5 out of 5 stars,Excellent customer service,2024-05-21T23:16:27.000Z
Overall good,Rated 5 out of 5 stars,,2024-05-21T22:28:32.000Z
Not everything is covered.,Rated 3 out of 5 stars,"The repair was paid for but it took almost 3 weeks for the repairs to be completed.  CarShield does not pay for some of the basic parts. They sent the repair shop the part (water pump) but did not pay for hoses, belts and pipes that I had to pay for.  Also did not pay for the full repair labor cost and I was responsible for that.  If they pay the amount I was told for the rental car I needed to use while the repair was dragging out, then that will help make my experience a bit better.",2024-05-21T21:38:05.000Z
Very helpful,Rated 5 out of 5 stars,Very helpful,2024-05-21T21:25:13.000Z
I picked up my vehicle at the…Eastpointe Michigan location May 4th(?) it’s a guesstimate,Rated 1 out of 5 stars,"I picked up my vehicle at the enterprise eastpointe mi location may 4th because car shield paid for it but after that I couldn’t have it no more. So I started paying for the rental fee myself out of pocket almost $1,000.00 then I took the rental back and the lady went around it and because I pointed out the lady in enterprise who was the lady who had walked me around the car and I only say that because the lady who initially did the walk around was there and she didn’t even want to look at me. Another employee there with enterprise immediately came to me and then after the initial walk around she did she had another employee there tell me that she was ready for me out at the vehicle I rented and to be honest I didn’t even ask for that size vehicle the people inside had given me that vehicle and I didn’t even get a say so if they say that I did they’re liars.So she said that I was on the hook for the damage done to the vehicle. I tried to walk away several times after she read to me what she put in I seen it and how it ever even got this far is beyond me.So I’m getting an attorney and I’m suing the branch and both employees.Ms Shari L Williams",2024-05-21T20:40:22.000Z
Great professional,Rated 5 out of 5 stars,Great professional,2024-05-21T20:22:31.000Z
I had to replace my debit card and it…,Rated 5 out of 5 stars,I had to replace my debit card and it was made easy over the phone and change all the numbers to keep my payment going I was very satisfied,2024-05-21T20:14:44.000Z
Agents were professional,Rated 5 out of 5 stars,"Agents were professional, helpful and efficient",2024-05-21T20:03:31.000Z
They helped me right away and that…,Rated 5 out of 5 stars,They helped me right away and that relieved my stress. Thank you so much,2024-05-21T19:49:03.000Z
Nothing was done for my car,Rated 5 out of 5 stars,Nothing was done for my car. I just needed to update my account. Otherwise I treated very well.,2024-05-21T19:19:54.000Z
I'm tired of getting emails to give you…,Rated 2 out of 5 stars,"I'm tired of getting emails to give you a rating. I haven't used your service yet. I called to get my policy details downloaded. I also got a notice to pay my bill, but I'm on auto-pay. Please stop asking me.",2024-05-21T19:10:41.000Z
She was vert helpful and told us about…,Rated 5 out of 5 stars,She was vert helpful and told us about next steps without me asking!,2024-05-21T18:08:46.000Z
great customer service,Rated 5 out of 5 stars,the customer rep was very helpful and professional and knowledge about my matters,2024-05-21T17:38:04.000Z
They worked to get the monthly price down for…,Rated 1 out of 5 stars,They worked to get the price down for me which was nice but from what I'm hearing that's where they are usually.. They start out real high and bring it down. Not happy with a larger deductible but not much I could do if I want to go with these guys most other places are $100 or no deductible versus $250.. I am a little worried though because I keep hearing that people have a hard time getting the bills paid because they don't pay directs they have a broker. I haven't experienced that yet because I haven't used it yet so I'm just going on hear say.. we'll see once I use it..,2024-05-21T16:32:06.000Z
"Cardshield, does exactly what they say they will do.",Rated 5 out of 5 stars,"The person I talk to, got all the information that she needed from me, transferred my call and that person got the ball rolling, and even call a mechanic for me, that was close to home. Thank you carshield, you did great.",2024-05-21T16:00:40.000Z
