Title,Star Rating,Main Content,Review Date
Lovers and Friends Concert canceled 12…,Rated 1 out of 5 stars,Lovers and Friends Concert canceled 12 hours before festival gates opened in Las Vegas and you greedy a-holes still denied my claim even though I purchased ticket insurance. F YALL.,2024-05-24T03:14:26.000Z
Helpful,Rated 5 out of 5 stars,Very helpful.,2024-05-24T03:04:38.000Z
It took me a while to to get my money…,Rated 3 out of 5 stars,"It took me a while to to get my money back. They kept asking me for more information. I had the flu, I’m 61 years old, I didn’t go to the doctor doctor and they wanted proof.",2024-05-24T02:59:10.000Z
I had heart attacks and had to cancel…,Rated 5 out of 5 stars,I had heart attacks and had to cancel attending our granddaughter’s college graduation. We provided the necessary docs and the refund was in our bank the next day. Excellent service.,2024-05-24T02:58:32.000Z
Ease of getting a quote and purchasing.,Rated 5 out of 5 stars,Ease of getting a quote and purchasing.,2024-05-24T02:48:37.000Z
I have been waiting two weeks for a…,Rated 1 out of 5 stars,I have been waiting two weeks for a decision on my claim,2024-05-24T02:38:59.000Z
Quick claim review and turnaround time…,Rated 5 out of 5 stars,Quick claim review and turnaround time to get reimbursed for expenses,2024-05-24T02:31:20.000Z
Why are you continuing to send me…,Rated 1 out of 5 stars,"Why are you continuing to send me emails that I am expiring & to renew, when I renewed before my policy even expired?",2024-05-24T02:24:55.000Z
It was difficult to start the claim via…,Rated 4 out of 5 stars,It was difficult to start the claim via phone and I did not have computer access at the time. I received settlement which was less than the medical bill with no explanation.,2024-05-24T02:17:29.000Z
Claim taking forever,Rated 1 out of 5 stars,Claim taking forever. Emailed customer support over a week ago before the event and haven’t heard back.,2024-05-24T02:12:53.000Z
Periodic updates,Rated 5 out of 5 stars,,2024-05-24T02:12:51.000Z
Easy Step by Step Process,Rated 5 out of 5 stars,The process was very easy and I was able to follow all the instructions and upload with no problem.,2024-05-24T02:07:43.000Z
A Seamless Process,Rated 5 out of 5 stars,I have been partnering with Allianz Travel Insurance for the past four years and found them to be cost efficient.  I used Allianz twice in May 2024 for automobile rentals. My purchases as usual were seamless transition.,2024-05-24T01:58:01.000Z
Requires too much information to cancel…,Rated 1 out of 5 stars,Requires too much information to cancel tickets. You might as well not even pay to get the insurance for the tickets because the process is too long to get your money back.,2024-05-24T01:51:52.000Z
Easy for beginners…,Rated 5 out of 5 stars,Easy directions and prompts when filling out a claim. Our claim was approved after about two weeks from filing. I got all the information I needed from the PDF that was emailed to me before the trip. We felt at ease knowing we were protected on this trip.,2024-05-24T01:48:10.000Z
Everything was good,Rated 5 out of 5 stars,,2024-05-24T01:44:03.000Z
I did not get my claim,Rated 1 out of 5 stars,,2024-05-24T01:36:26.000Z
Quick and Easy process,Rated 5 out of 5 stars,We submitted everything easily and thought we would be waiting weeks or months. We were reimbursed the same day! Wow! The last trip insurance company I had to file a claim with took almost 6 months to reimburse us. This was phenomenal!,2024-05-24T01:32:45.000Z
Great customer service,Rated 5 out of 5 stars,Great customer service,2024-05-24T01:26:16.000Z
The claim’s process was easy to fill…,Rated 5 out of 5 stars,The claim’s process was easy to fill and was approved in 2 days… great!!,2024-05-24T01:21:57.000Z
I was pleasently surpriswd gow quickly…,Rated 5 out of 5 stars,I was pleasently surpriswd gow quickly my claim was taken care. Prompt review and reimbursement.,2024-05-24T01:21:31.000Z
DO NOT USE THIS INSURANCE,Rated 1 out of 5 stars,What's the point of purchasing the insurance for event tickets if you don't offer the possibility of getting your money back when a show is rescheduled. I submitted a claim with everything you all asked for and the claim was closed because you all said I didn't submit enough. This whole thing is total BS.,2024-05-24T01:15:36.000Z
It is pointless to get insurance if…,Rated 1 out of 5 stars,It is pointless to get insurance if they wont help you. I think you have to be dying or dead for them to maybe cover it and help.Great way of making money by really not helping.,2024-05-24T01:09:45.000Z
I'm getting emails that say my policy…,Rated 2 out of 5 stars,I'm getting emails that say my policy has expired after renewal three weeks prior to the expiration date.,2024-05-24T01:08:01.000Z
Great customer service and follow…,Rated 5 out of 5 stars,Great customer service and follow through in my time of need.,2024-05-24T01:04:00.000Z
I’m highly upset,Rated 1 out of 5 stars,I’m highly upset. I will never purchase insurance again. What’s the point of purchasing insurance to get no money back when obstacles happen? Never again,2024-05-24T00:59:37.000Z
i filed and gave all the information i…,Rated 5 out of 5 stars,i filed and gave all the information i needed to give to Allianz.  You all came through.Thank you so much,2024-05-24T00:50:50.000Z
Good options,Rated 5 out of 5 stars,It was easy to compare policies and we liked having several options.,2024-05-24T00:50:38.000Z
Useless insurance,Rated 1 out of 5 stars,"Useless insurance, waste of money they won't refund you never buying it again",2024-05-24T00:50:27.000Z
Give people their money back,Rated 1 out of 5 stars,Give people their money back,2024-05-24T00:46:11.000Z
Easy to use website,Rated 5 out of 5 stars,Easy to navigate website with great explanations of levels of insurance.,2024-05-24T00:45:14.000Z
Poor,Rated 1 out of 5 stars,What a Waste of money.,2024-05-24T00:40:26.000Z
Follow up with me,Rated 5 out of 5 stars,Follow up with me. Asked how I am doing.,2024-05-24T00:33:16.000Z
I have been waiting for my claim for…,Rated 1 out of 5 stars,I have been waiting for my claim for trip cancellation since May 9th and am still waiting for a reason why the claim is still open. I need more than an email message. True customer service is contacting the client that paid for insurance.,2024-05-24T00:25:59.000Z
Trip cancellation Penalty Claim,Rated 4 out of 5 stars,"They were helpful in advising us we needed to submit for our claim regarding a flight cancellation penalty fee.Allianz website kept the claim request easily accessible, so we were able to add all the documents needed and provided contacts to enable us to track status of our Claim.",2024-05-24T00:22:43.000Z
I thought by purchasing travel…,Rated 1 out of 5 stars,I thought by purchasing travel insurance I would be covered for anything. I am a widow on a fixed income and now I have lost the money I spent on this hotel room.,2024-05-24T00:19:56.000Z
I haven’t heard anything about my claim…,Rated 1 out of 5 stars,I haven’t heard anything about my claim that I filed 2 weeks ago,2024-05-24T00:17:32.000Z
Worst insurance reimbursement ever,Rated 1 out of 5 stars,Worst insurance reimbursement ever! Thousands of dollars were spent and get a few hundred back - basically the cost of the policy.Documents and email clearly were not reviewed!,2024-05-24T00:13:36.000Z
Honored commitment,Rated 5 out of 5 stars,Getting our claim taken care of was appreciated.  Process was not overwhelming.,2024-05-24T00:09:59.000Z
This is a scam program,Rated 1 out of 5 stars,This is a scam program!  I purchased the insurance for a vacation that I had to cancel due to work commitments and they denied my claim!  Total crap.  My plan was called 'trip cancellation protection'.  Yea whatever.  I will never use this company again.,2024-05-24T00:02:11.000Z
did not get me my money back,Rated 1 out of 5 stars,,2024-05-24T00:00:16.000Z
No stars,Rated 1 out of 5 stars,No stars. This is just a scam compant,2024-05-23T23:56:04.000Z
Not impressed,Rated 1 out of 5 stars,"I chose to get insurance on my NASCAR race tickets just in case something were to happen, and I had to cancel out my tickets. You chose not to refund me because something that was in your policy about it not being 24 hours before the event it would take my daughter, and I more than 24 hours to get to that event we live in Minnesota. The race is in Tennessee. My car had parts to replace that I could not afford one in particular over $2000. I don’t have money falling out of my backside I live from paycheck to paycheck getting insurance for these tickets was worthless for me. if I would’ve known you would not refund I would’ve never got insurance for it and wasted that money as well.",2024-05-23T23:55:35.000Z
Always an easy claim to file,Rated 5 out of 5 stars,"Always an easy claim to file, helpful people and quick deposit of your claim. Would not have any other travel insurance!",2024-05-23T23:55:17.000Z
Scam,Rated 1 out of 5 stars,ScamNever will buy again,2024-05-23T23:49:59.000Z
Lazy company,Rated 1 out of 5 stars,"They won’t accept my claim unless I send in proof that my flight was cancelled! Are you kidding? Just cash the airlines yourselves, that’s why I bought this insurance",2024-05-23T23:48:29.000Z
Had to Cancel for Medical Reasons,Rated 5 out of 5 stars,I had a medical issue come up and it was such an easy streamlined process of getting my money refunded.,2024-05-23T23:43:11.000Z
This was the first time an insurance…,Rated 5 out of 5 stars,"This was the first time an insurance company (for an event)  actually accepted my medical letter. I am very thankful, because I have been left to hang by others. I am sad I missed my event, but now I know I'll be covered for my next try to attend next year. Thank you!",2024-05-23T23:41:06.000Z
No one has even contacted me about my…,Rated 1 out of 5 stars,No one has even contacted me about my claim.,2024-05-23T23:40:18.000Z
"I purchased travel insurance through…AUTO CLUB, and BIG mistake!",Rated 1 out of 5 stars,"The Auto Club assured me that Allianz provides full cancellation coverage without penalty. However, I made several attempts when I had to cancel seventy-two hours before my departure due to a medical condition. Still, I received no reimbursement from either the Auto Club or Allianz. As a result, I will never use the services of the Auto Club or Allianz for travel, and I do not recommend them to others.",2024-05-23T23:36:24.000Z
I car was impounded the day I was…,Rated 1 out of 5 stars,I car was impounded the day I was supposed to go to the concert  please I want it to be reviewed again,2024-05-23T23:31:31.000Z
My claim was handled quickly and…,Rated 5 out of 5 stars,My claim was handled quickly and without problems,2024-05-23T23:31:30.000Z
My claim was addressed immediately and…,Rated 4 out of 5 stars,My claim was addressed immediately and I received my reimbursement in a timely manner,2024-05-23T23:28:28.000Z
Good awesome,Rated 5 out of 5 stars,Good awesome,2024-05-23T23:27:14.000Z
Got my refund back within 11/2 wk of my…,Rated 5 out of 5 stars,Got my refund back within 11/2 wk of my concert . No hassle . Great service,2024-05-23T23:23:45.000Z
There was no point in purchasing the insurance,Rated 1 out of 5 stars,There was no point in purchasing the insurance if the insurance doesn't do what it's supposed to do. I should at least get the refund of my insurance cost.,2024-05-23T23:22:30.000Z
representative was very helpful on…,Rated 5 out of 5 stars,representative was very helpful on explaining things,2024-05-23T23:20:00.000Z
Excelente & quickly results,Rated 5 out of 5 stars,Excelente & quickly results,2024-05-23T23:19:28.000Z
Great customer service.,Rated 5 out of 5 stars,Great customer service.,2024-05-23T23:17:09.000Z
I will never use this insurance ever…,Rated 1 out of 5 stars,"I will never use this insurance ever again. My brother passed away. I wasn’t able to make a concert and my claim was denied. I didn’t understand the purpose of the insurance policy when an immediate member passes away it covered traffic and all that other stuff but I didn’t understand why I didn’t cover the loss of a sibling, I will never use this and I’ll make sure that I spread the word",2024-05-23T23:13:38.000Z
Horrible experience,Rated 1 out of 5 stars,I don’t understand why I bought insurance for my tickets and it’s such a hassle to try to get my money back due to another event. I haven’t heard anything so I would give 0 Stars if it was an option. I will never use Ticketmaster again this should be theft. 🤬🤬,2024-05-23T23:10:23.000Z
I still not have heard about about my…,Rated 1 out of 5 stars,I still not have heard about about my claims.,2024-05-23T23:09:10.000Z
Timely and efficient,Rated 5 out of 5 stars,Timely and efficient,2024-05-23T23:08:06.000Z
The company did not actually provide a…,Rated 1 out of 5 stars,The company did not actually provide a refund when i was unable to attend the event. They absolutely stole my money.,2024-05-23T23:07:47.000Z
It was easy to sign up,Rated 3 out of 5 stars,"It was easy to sign up, and easy to find the plan we wanted.  We did get a different price for the exact same plan as the person traveling with us.  We had to pay more which was troubling. I can only speak to this since I have not had to file a claim.",2024-05-23T23:06:32.000Z
Have dealt with claim issue for over a…,Rated 1 out of 5 stars,Have dealt with claim issue for over a month related to a flight cancelled by the airline.  I submitted a claim with detail 2 weeks ago and can't get any updates from chats or emails other than 'it's in process'.,2024-05-23T22:56:37.000Z
Very pleased,Rated 5 out of 5 stars,Very pleased that purchasing the insurance paid off for us since we had to cancel our trip due to medical issues.,2024-05-23T22:55:59.000Z
Never use.,Rated 1 out of 5 stars,"As a government employee, I'm subject to mandatory deployments at times that are a condition of my employment. When we go places it's not because I want to, as a law enforcement professional I'm told I have to go places for cases. I provided proof that my department sent me to another state for a law enforcement reason and your company told me that I was not entitled to be given my money back. As this is not something within my control and if I refused I would be fired, I believe that this should be considered a payable incident. The company did not pay and used a policy exclusion.",2024-05-23T22:55:43.000Z
I unfortunately was unable to go on my…,Rated 5 out of 5 stars,I unfortunately was unable to go on my trip. With the proper documentation I was able to get full refund. Very traumatic if I could not.,2024-05-23T22:55:02.000Z
Easy to apply using Apps,Rated 5 out of 5 stars,Easy to apply using Apps. Customer services also help clear any confusion.,2024-05-23T22:48:09.000Z
Ticket refund due to medical condition,Rated 5 out of 5 stars,The application process was easy. The claim was settled quickly.,2024-05-23T22:41:30.000Z
Once I spoke to the right person,Rated 5 out of 5 stars,"Once I spoke to the right person, he was able to direct me to the right way to respond to my claim for me.  After that, I was kept informed and eventually got a check for my refund from our flights that had to be cancelled due to health issues.",2024-05-23T21:28:09.000Z
Sales people are great in customer…,Rated 5 out of 5 stars,Sales people are great in customer service,2024-05-23T21:14:04.000Z
It took too long,Rated 1 out of 5 stars,"It took too long, and the response I got back it wasn’t what I expected. I gave a very reasonable fact to get my money back.",2024-05-23T21:05:29.000Z
Terrible company,Rated 1 out of 5 stars,Terrible company. Just going to steal your money and not honor any claims should be criminal,2024-05-23T20:55:16.000Z
My daughter found out she was receiving…,Rated 1 out of 5 stars,My daughter found out she was receiving a school honors award for her senior year and the date was the same as the concert I had purchased tickets for. They said a school function wasn't covered. This was her senior year and the concert was her  gift from me. I'm out 1200 dollars and nothing now to give my daughter for graduation because the insurance I purchased would not pay even a portion of the money back.i am very disappointed and disheartened.,2024-05-23T20:47:45.000Z
Disappointed,Rated 1 out of 5 stars,Won't give me the refund I should be getting as well as everytime I've called ive been hung up on.,2024-05-23T20:43:49.000Z
Bad experience overall,Rated 1 out of 5 stars,"Bad experience overall, I have waited more than two weeks for a resolution on my claim and it’s more of a hassle to deal with this.",2024-05-23T20:39:16.000Z
I requested to upgrade a policy and…,Rated 1 out of 5 stars,"I requested to upgrade a policy and couldn't do it online.  Sent 2 email requests, but never got a call or email instructions",2024-05-23T20:36:06.000Z
You made it easy to submit my claim and…,Rated 5 out of 5 stars,You made it easy to submit my claim and paid it promptly. I will use your company again!,2024-05-23T20:33:33.000Z
We’ve used you for two big trips we had…,Rated 5 out of 5 stars,We’ve used you for two big trips we had to cancel due to health issues and it was amazing how easy you made the experience!  I’ll always use Allianz!,2024-05-23T20:24:59.000Z
I appreciate that a refund can be…,Rated 5 out of 5 stars,I appreciate that a refund can be received when required to work.,2024-05-23T19:37:15.000Z
This insurance is Absolutely Useless,Rated 1 out of 5 stars,"This insurance is Absolutely Useless. SAVE YOUR MONEY & spend it on something worthwhile, like toilet paper.",2024-05-23T19:32:16.000Z
Terrible communication on behalf of the…,Rated 1 out of 5 stars,Terrible communication on behalf of the venueLost $200 of my hard earned money.I wasn't the only person who has filed complaints regarding events at this venue.I will further this claim and spread this uneventful experience online where it counts.,2024-05-23T19:30:44.000Z
Too soon!,Rated 3 out of 5 stars,"I have not heard from you, other than to say you had received my claim .  Too early to rate",2024-05-23T19:29:55.000Z
I bought insurance for my concert…,Rated 1 out of 5 stars,I bought insurance for my concert tickets so that if anything would happen and I couldn't go. Instead of taking a call they make you do everything online and provide documents on why you couldn't go. I don't think I need to provide 3 or more documents when I paid extra just to be sure I could get some money back if I couldn't make it.,2024-05-23T19:27:30.000Z
The website was user friendly and the…,Rated 5 out of 5 stars,The website was user friendly and the processing process efficient. I received one email for further documentation and it was submitted. Then my claim was processed.,2024-05-23T19:11:15.000Z
Processing Claim,Rated 5 out of 5 stars,"I thought I was eligible for a larger reimbursement but any receipts I submitted produced a reimbursement. It was a little difficult to understand what I was eligible for and what would not be included. I was reimbursed for the receipts I submitted, glad I kept a few. Other than that it was relatively easy to submit.",2024-05-23T19:04:03.000Z
Quick and Efficient,Rated 5 out of 5 stars,The process was painless and very easy to accomplish. They are thorough with their instructions on what to submit and quick response to our request.,2024-05-23T19:00:27.000Z
I still haven’t heard back about my…,Rated 1 out of 5 stars,I still haven’t heard back about my claim filed two weeks ago,2024-05-23T18:59:59.000Z
easy and quick,Rated 5 out of 5 stars,,2024-05-23T18:38:03.000Z
It all went smoothly,Rated 5 out of 5 stars,It all went smoothly. I swear I have already done one of these reviews for you.,2024-05-23T18:36:20.000Z
Quality,Rated 5 out of 5 stars,Responding in timely manner can affect on the quality service.,2024-05-23T18:34:53.000Z
Lovely service,Rated 5 out of 5 stars,Lovely service. I enjoyed the whole experience and customer service,2024-05-23T18:24:07.000Z
Fast resolution of my claim,Rated 5 out of 5 stars,Fast resolution of my claim.  Thank you,2024-05-23T17:57:08.000Z
I followed what I was told yet you…,Rated 1 out of 5 stars,I followed what I was told yet you still wouldn't pay my claim! I will NEVER use Allianz again and will tell everyone I know not to as you won't pay simple claims so it isn't worth the money!,2024-05-23T17:53:17.000Z
The  process for filing a claim was…very easy,Rated 5 out of 5 stars,The  process for filing a claim was very easy and straight forward. The review process was quick and I was very pleased to have the entire review and payment completed within 24 hours.,2024-05-23T17:53:10.000Z
Expensive Insurance That’s Worthless,Rated 1 out of 5 stars,The event promoter cancelled the music festival at the very last minute. Tickets and travel was expensive — as was the insurance. The insurance proved absolutely worthless! Horrible experience! Never again will I choose Allianz Travel Insurance.,2024-05-23T17:49:13.000Z
person was a little difficult to…,Rated 4 out of 5 stars,person was a little difficult to understand due to accent,2024-05-23T17:48:48.000Z
I highly recommend Allianz partners,Rated 5 out of 5 stars,I highly recommend Allianz partners. My trip was interrupted due to illness. I had to travel back home to get medical treatment. You need to show proof in order to be covered. Allianz partners makes it easy for you to get in contact and are constantly updating you on your claim.  I never thought I would get sick on a trip and boom it happened. Thank you Allianz for your help. I highly recommend them.,2024-05-23T17:45:41.000Z
It is just the program I was looking…,Rated 5 out of 5 stars,It is just the program I was looking for.,2024-05-23T17:41:35.000Z
Very detailed explanation of what…,Rated 5 out of 5 stars,Very detailed explanation of what benefits are covered,2024-05-23T17:30:54.000Z
Absolutely terrible !!!!…,Rated 1 out of 5 stars,"Absolutely terrible I got insurance so if anything happened I'd be covered, that didn't happen then they want me to appeal their decision!!! My girl injured her knee and may need a operation so I had to cancel our trip. Bad enough she's injured and I had to cancel but to pay you guys for nothing is sickening!!!!!!!!!",2024-05-23T17:29:01.000Z
My Experience,Rated 5 out of 5 stars,"On a recent cruise while in Antarctic Ocean,I had a mild stroke.  Allianz worked with the medical team to get me the best possible care, including air transport. I was relieved to know they were there to take care of my needs.After returning home they quickly and easily replied to my questions and promptly completed my claim for reimbursement. I will always go back to Allianz for my travel insurance.",2024-05-23T17:21:48.000Z
My claim was approved,Rated 5 out of 5 stars,"My claim was approved, processed and paid very quickly.  It is nice to work with a company that makes the process easy.",2024-05-23T17:18:46.000Z
Don't waste your money,Rated 1 out of 5 stars,"During the ticket buying experience, it leads you to believe the insurance is to be able to cancel tickets, but you still cannot cancel unless you get in a serious accident, die, have covid, or if your hotel cancels your reservation.",2024-05-23T17:14:04.000Z
I promptly found answers to my inquiry…,Rated 5 out of 5 stars,I promptly found answers to my inquiry and I was satisfied. There was no further delay from my request and the deposit in my account. It was amazing!,2024-05-23T17:03:57.000Z
It was so easy to file a claim.,Rated 5 out of 5 stars,It was so easy to file a claim.,2024-05-23T17:03:24.000Z
Great company to work with.,Rated 5 out of 5 stars,I planned a trip to Virginia in May and had to cancel a couple of weeks b/f.  Thank goodness I purchased Allianz Partners insurance!  I submitted all the documentation they requested and without question they sent me the amount I had insured.  It was so easy and a pleasure to work with them.  I would not hesitate to get insurance from them again.,2024-05-23T16:57:54.000Z
Waste of money. They don't provide coverage for most needs.,Rated 1 out of 5 stars,Claim was denied. Unacceptable service. The whole purpose of purchasing insurance was to protect my ticket purchase in case of not being able to attend. I could not attend the rescheduled date. My daughter plays travel volleyball and had her last tournament scheduled for the weekend the concert was rescheduled for.  I purchased the concert tickets in December 2023 for a May 2024 concert. It was rescheduled just 2 days prior to the original date.,2024-05-23T16:57:31.000Z
Not great coverage,Rated 1 out of 5 stars,"Our flight was delayed for 21 hours, in a foreign country, for a flight attendant having a sinus infection and ear ache.  A ridiculous reason for a 21 hour delay.  I purchase trip insurance for a reason, yet I was only refunded 1/3 of the amount I was insured for.  Did not even cover the cost of the trip insurance.  Why purchase insurance????",2024-05-23T16:50:21.000Z
Made the process transparent and speedy.,Rated 5 out of 5 stars,,2024-05-23T16:46:14.000Z
Great customer service,Rated 5 out of 5 stars,Great customer service! Very helpful.,2024-05-23T16:45:08.000Z
I did everything online,Rated 5 out of 5 stars,I did everything online,2024-05-23T16:43:30.000Z
I think your company was such an awful…,Rated 1 out of 5 stars,I think your company was such an awful company to deal with.   We will never use you again.   Everything has been a challenge from day 1.,2024-05-23T16:39:57.000Z
Another satisfied customer.,Rated 5 out of 5 stars,"The way that my calls were handled. The simplicity of uploading the documents needed for my claim. And lastly, the rapid response of response to my claim.",2024-05-23T16:39:11.000Z
Worth the few dollars,Rated 5 out of 5 stars,Very easy to use and gave me peace of mind.,2024-05-23T16:34:15.000Z
What is the point of purchasing…,Rated 1 out of 5 stars,What is the point of purchasing insurance for event tickets if it doesn't cover rescheduling of the event when I can not attend? I will not use this company again and save my money.,2024-05-23T16:33:27.000Z
Very easy to do and quick,Rated 5 out of 5 stars,Very easy to do and quick. Just unfortunate that the trip had to be cancelled due to medical issues. But good to have when traveling at a certain age.,2024-05-23T16:31:12.000Z
I feel i provided more then enough…,Rated 3 out of 5 stars,I feel i provided more then enough information to prove my incident and yet it still wasn't enough so im not sure what the point of purchasing the insurance was.,2024-05-23T16:25:23.000Z
When I was trying to get my refund they…,Rated 1 out of 5 stars,When I was trying to get my refund they said no when I had a good reason.,2024-05-23T16:23:12.000Z
Impressed,Rated 5 out of 5 stars,"Can’t complain, they did what they said they would do with no hassle or arguing (which is definitely not the norm this day of age). I’d used them again.",2024-05-23T16:21:14.000Z
Quick response to my claim,Rated 5 out of 5 stars,Quick response to my claimExcellent info for the claimstatud,2024-05-23T16:17:01.000Z
Don’t pass up the insurance,Rated 5 out of 5 stars,"Re injured myself before the concert I would’ve lost all that money if not for the insurance on the tickets , don’t pass up it’s not worth the couple of dollars for peace of mind.",2024-05-23T16:15:52.000Z
Allianz never give me any problems…,Rated 5 out of 5 stars,Allianz never give me any problems choosing and purchasing auto insurance whenever I rent a car with Enterprise. Fair and great coverage.,2024-05-23T16:13:25.000Z
Easy Process,Rated 5 out of 5 stars,"Everything was very easy and user-friendly. I thought it would be a long drawn out process, but it wasn't. I will definitely always use this service if offered for travel insurance.",2024-05-23T16:11:40.000Z
Worthless insurance,Rated 1 out of 5 stars,"After waiting two weeks for your review my claim is denied based on what you label a pre-existing injury. My wife's knee was injured in January 2024, however the cruise was booked in 2023 which was too early to buy airline tickets. Nevertheless, she had been cleared to return to daily activities. However, her knee was injured again the week of our cruise preventing us from taking the trip.",2024-05-23T16:11:29.000Z
Terrible insurance. AVOID,Rated 1 out of 5 stars,"I had to cancel my trip the day before I was to fly out because Charlotte North Carolina got hit by an enormous storm (4.8.2024) and a tree fell on my accommodations after taking out a transformer pole so there was no electricity for 3 days at this location and around the city . Many trees down all over the area also. All I asked for was a refund for my $99 fee because that's what I lost to rebook for another day and they wouldn't pay it and said they don't pay insurance on lost accommodations. There were over 100,000 people without electricity in charlotte. It doesn't make sense to offer insurance and then when there is an emergency they won't pay for the fee that you lost. I highly do not recommend this insurance.It took clean up Crews 4 days to remove the huge tree that fell in the road and on the accommodations.",2024-05-23T16:06:14.000Z
