Title,Star Rating,Main Content,Review Date
Customer service helped me with my…,Rated 5 out of 5 stars,"Customer service helped me with my first Order, i had selected the wrong size and they made an exception to cancel my current order and allow me to order again with a refund included. The product arrived in perfect condition, authenticated, and arrived as shown on the ETA.",2024-05-22T23:23:42.000Z
Excellent,Rated 5 out of 5 stars,Fast and efficient delivery,2024-05-22T23:18:35.000Z
Was looking for a specific new in the…,Rated 5 out of 5 stars,"Was looking for a specific new in the box LEGO set. StockX had it. Ordered, delivered within a reasonable timeframe, arrived complete and undamaged.",2024-05-22T23:03:22.000Z
Fast shipping,Rated 5 out of 5 stars,Fast shipping,2024-05-22T23:02:17.000Z
Order arrived fast and shoes are great…,Rated 5 out of 5 stars,Order arrived fast and shoes are great look good feel good :),2024-05-22T22:47:22.000Z
Great website to buy off,Rated 5 out of 5 stars,Shoes are very comfy,2024-05-22T22:37:26.000Z
Availability of product was a plus,Rated 3 out of 5 stars,"Availability of product was a plus, however, shipping took 25 days.",2024-05-22T22:35:07.000Z
StockX order verification and product…,Rated 5 out of 5 stars,"StockX order verification and product validation was an excellent service, and it ensured the product I ordered was new, undamaged and contained the advertised extras in the PS5 bundle.  StockX updated me with correspondence at every step of the order, and delivered the product quickly without any issues.",2024-05-22T22:19:01.000Z
Legit. 🔥🔥🔥,Rated 5 out of 5 stars,"2nd time i ordered shoes (2022 and 2024) and both shoes were legit. 🔥🔥🔥Delivery is outstanding, it was fast and earlier than i expected. 2 thumbs up stockx! Will definitely buy again.. 😎👍🏻",2024-05-22T22:15:36.000Z
They came all glued up and one spot is…,Rated 1 out of 5 stars,They came all glued up and one spot is looking like it’s going to come off you can see the shoe open.,2024-05-22T22:04:16.000Z
great organization,Rated 5 out of 5 stars,"Overall great experience, shipping time was on point, no complications or anything, trustworthy and organized!!",2024-05-22T21:54:03.000Z
The experience was good with Stocks,Rated 5 out of 5 stars,"The experience was good with Stocks, although the customs papers that i need to fill out were too many and a bit difficult. Otherwise, all super good. The product was very nice!",2024-05-22T21:39:25.000Z
I do like style a shoe is brilliant…,Rated 5 out of 5 stars,I do like style a shoe is brilliant leather,2024-05-22T21:30:09.000Z
very fast,Rated 5 out of 5 stars,the best page in the world,2024-05-22T21:11:49.000Z
it was great experience,Rated 5 out of 5 stars,it was great experience purchasing via StockX.i didn’t know how it works so i was bit doubting but at the end i’m literally satisfied.since i had checked for my order they notified on each process. then my parcel has been shipped quickly and i received it faster than i expected. i appreciate for their effort.,2024-05-22T20:57:06.000Z
Great shoes ok price and good arrival…,Rated 5 out of 5 stars,Great shoes ok price and good arrival time.,2024-05-22T20:39:53.000Z
Everything arrived in a timely manner,Rated 5 out of 5 stars,Everything arrived in a timely manner. Everything was as expected in good condition.,2024-05-22T20:25:08.000Z
DHL and Stock X say my parcel was delivered but not left where instructed so been stolen off front door,Rated 1 out of 5 stars,"DHL and Stock X say my parcel was delivered, but I have not received it. I left specific instructions where to leave it in a safe place if no one in, but it was left outside my door and probably been taken. I cant see a support to contact number to complain",2024-05-22T20:14:41.000Z
Never again,Rated 1 out of 5 stars,"Never again! The product doesn't even match as a pair. This is the last time I'll use stockx, and I will be telling people in my network not to ever buy from this site.",2024-05-22T20:13:24.000Z
"I listed a ""Off White"" belt for sale…",Rated 1 out of 5 stars,"I listed a ""Off White"" belt for sale which is 100% authentic.  Stock X claimed it was not authentic.",2024-05-22T20:07:45.000Z
Fakes,Rated 1 out of 5 stars,"Would have been nice if the shoes didn't arrive smelling like toxic nail polish, not sure how that passed the so called authenticity test, because shoes I've ordered directly from Nike have never smelled like that before. This company is clearly just part of a worldwide counterfeit selling operation that pretends a tag of so called verification means the fake shoes we ordered from stockx appear legitimate. The glue work is sloppy, the leather is poorly pieced together, I will never order from stockx again, and no one else should either unless you're ok paying top dollar for fakes that smell toxic.",2024-05-22T19:54:41.000Z
Very trust worth and nice and fast…,Rated 5 out of 5 stars,Very trust worth and nice and fast delivery’s,2024-05-22T19:51:28.000Z
Good wish the items can come quicker,Rated 5 out of 5 stars,Good wish the items can come quicker,2024-05-22T19:48:53.000Z
I WILL NEVER BUY FROM THEM AGAIN,Rated 1 out of 5 stars,I WILL NEVER BUY FROM THEM AGAIN.  I bought a brand new pair of Jordans that arrived creased and damaged and was offered a $20 coupon on my future order.  The person that reviewed my images noticed the damage and wear but did nothing.  I’m out over $150.  HORRIBLE CUSTOMER SERVICE!,2024-05-22T19:38:56.000Z
Great Overall Experience,Rated 5 out of 5 stars,"Quick search, easy reach, honest information and quick process from payment to delivery.",2024-05-22T19:30:23.000Z
Five stars,Rated 5 out of 5 stars,"Five stars, easy to order, fast shipping and good prices.",2024-05-22T19:28:38.000Z
Quick shipping.,Rated 5 out of 5 stars,,2024-05-22T19:26:30.000Z
Trainers are fake,Rated 1 out of 5 stars,The trainers are fake. I emailed customer services and they agreed to take the trainers back with a full refund.,2024-05-22T18:50:39.000Z
Jordan 4retro thunder,Rated 5 out of 5 stars,Shoes were in amazing condition,2024-05-22T18:12:25.000Z
Good stuff and fast delivery,Rated 5 out of 5 stars,Good stuff and fast delivery,2024-05-22T17:52:16.000Z
product turned up earlier than expected…,Rated 5 out of 5 stars,product turned up earlier than expected and is exactly as described,2024-05-22T17:51:03.000Z
5 star Service …,Rated 5 out of 5 stars,StockX has always handled all of my orders properly. When I was a delay on my order. I was notified of the delay and ensuring me that they were handling the situation and will keep me informed. Also I have always been happy with my orders and the process. 5 Stars.,2024-05-22T17:29:12.000Z
It's was great thank,Rated 5 out of 5 stars,,2024-05-22T17:04:25.000Z
Great looking shoe. I love it,Rated 5 out of 5 stars,Great looking shoe. Amazing dunk,2024-05-22T16:19:06.000Z
Was wrong size must have gotten it…,Rated 1 out of 5 stars,Was wrong size must have gotten it mixed up,2024-05-22T16:15:05.000Z
Shoes are marked wrong size,Rated 1 out of 5 stars,Shoes are marked wrong size,2024-05-22T16:07:45.000Z
Great product & service,Rated 5 out of 5 stars,"Great product - transparent ordering process. You know where your item is, at all times. Item arrived on time and as described. We love StockX!",2024-05-22T15:44:43.000Z
This company does not authenticate its…,Rated 1 out of 5 stars,This company does not authenticate its products. I was sent a pair of fake and Nike sneakers with their authentication label attached. If I wasn’t more aware of the actual Nike brand and how their shoes are supposed to look I would’ve completely fell for the disingenuous and fake product and service provided.,2024-05-22T15:34:31.000Z
Nice buying experience.,Rated 5 out of 5 stars,Product shipping updates were frequent.  Shoes arrived in new condition,2024-05-22T15:16:29.000Z
Great Process,Rated 5 out of 5 stars,The whole process from purchase to receiving the product was quick. The shoes were just as expected! Glad I chose StockX,2024-05-22T14:09:58.000Z
Excellent from ordering to delivery,Rated 5 out of 5 stars,"Excellent from ordering to delivery. I was kept informed the whole time and could track my parcels process very easily! Many thanks, I shall look forward to ordering with you again soon.",2024-05-22T14:04:43.000Z
Couple kicks weren't as flawless as I…,Rated 3 out of 5 stars,Couple kicks weren't as flawless as I thought they'd be.  Sucks when kicks you wait for are chipped up with glue stains and scuffs but delivery is great and selection is insane.,2024-05-22T13:39:09.000Z
Took too long!!!,Rated 1 out of 5 stars,Took a whole month to receive my package that was said to come in a week.,2024-05-22T13:31:00.000Z
Shoes from stock x,Rated 5 out of 5 stars,"Flexible, reliable",2024-05-22T13:18:20.000Z
Stockx had the style and size I needed…,Rated 5 out of 5 stars,Stockx had the style and size I needed when all other websites were sold out.,2024-05-22T12:42:23.000Z
Bit confusing at first,Rated 5 out of 5 stars,"Bit confusing at first, fantastic service after I worked it out.",2024-05-22T11:54:14.000Z
quick,Rated 5 out of 5 stars,quick process,2024-05-22T10:46:51.000Z
First time buyer at stockx,Rated 5 out of 5 stars,"As a first time buyer at stockx, I had a very pleasant experience. All costs involved were clearly defined and I knew exactly how much I was paying for my item. My item arrived in excellent condition, well packed and marked as a genuine item.",2024-05-22T10:22:35.000Z
First order got lost; second arrived ahead of time.,Rated 3 out of 5 stars,"First time buyer and my experience was a mixed bag. My first order got lost by StockX (never verified), however second one arrived a while four days earlier. Only wish I had more frequent check-ins from the team on the first one.Still, can’t deny the value as I saved a good 40% off retail price.",2024-05-22T08:51:50.000Z
"Good quality, good prices",Rated 5 out of 5 stars,"Really easy to use, products are top quality! I was sceptical about this site but I'm really glad I used it now.",2024-05-22T08:26:40.000Z
Amazing!,Rated 5 out of 5 stars,Everything was super easy and they informed me everything,2024-05-22T07:27:53.000Z
All went well and in a timely manner,Rated 5 out of 5 stars,,2024-05-22T07:26:25.000Z
One purchase down. Many to go.,Rated 5 out of 5 stars,"Bought from StockX and was a little concerned about the fees.  They kept me informed every step and the shoes were delivered, verified, in a very timely manner.",2024-05-22T07:25:11.000Z
Positive experience.,Rated 5 out of 5 stars,Item received in great condition. Prompt delivery. 17 calendar days process time inclusive of bidding. Not bad considering the fact that item went through verification process. Customer service chat box response time was swift.,2024-05-22T06:48:55.000Z
Excellent service and delivery time and…,Rated 5 out of 5 stars,Excellent service and delivery time and product was spot on!,2024-05-22T06:34:14.000Z
At first I was a little annoyed but.,Rated 4 out of 5 stars,At first I was a little annoyed because my package wasn't sold by the initial seller but that wasn't Stockx's fault and they fixed it quickly and got me setup with another seller. Delivery was accurate from what they said too!,2024-05-22T06:06:44.000Z
Vinyl record poor packaging,Rated 3 out of 5 stars,"Vinyl record was shipped in a bubble wrap thing, was damaged when arrived and overall not worth the money",2024-05-22T05:50:55.000Z
Great customer service,Rated 5 out of 5 stars,"Great Experience, Keep up the good work.",2024-05-22T05:35:46.000Z
"Had the shoes verified,  I'm happy",Rated 5 out of 5 stars,Had the shoes checked with check check and all mine are legit so far from stock x.,2024-05-22T05:13:43.000Z
Shoes got here fast,Rated 5 out of 5 stars,Shoes got here fast. Thank you,2024-05-22T05:00:57.000Z
This website is a scam I never received…,Rated 1 out of 5 stars,This website is a scam I never received my order nor did I receive my refund either .,2024-05-22T04:50:56.000Z
The purchase process was communicated…,Rated 5 out of 5 stars,The purchase process was communicated until delivery exactly. The experience went smoothly and promptly.,2024-05-22T04:24:04.000Z
The customer service is nonexistent,Rated 1 out of 5 stars,The customer service is nonexistent!  My account was hacked and the person changed my address (I took a screenshot of it) and ordered Jordan’s.  Somehow the shoes were still sent to me.  I have been attempting to speak with someone about this fraudulent purchase for over a month and I have not been successful!  This is ridiculous!  I have sneakers that I can do absolutely nothing with!  If I could give zero stars I would.,2024-05-22T04:22:57.000Z
The ordering process is easy,Rated 5 out of 5 stars,"The ordering process is easy. To add, my order was delivered on time and packaged very well. I had an awesome experience ordering online; I’m pleased and satisfied!",2024-05-22T04:15:06.000Z
Great shoes for great price,Rated 5 out of 5 stars,,2024-05-22T03:40:02.000Z
Trustworthy process,Rated 5 out of 5 stars,"Great communication along the process. Item arrived much closer to the earliest date of the date range I was given for delivery. Very happy with the product also, can definitely recommend",2024-05-22T03:23:57.000Z
There shoes are really awesome and I…,Rated 5 out of 5 stars,There shoes are really awesome and I really stockx because sometimes your shoes come early and the best shoes ever,2024-05-22T03:03:10.000Z
Great and support too,Rated 5 out of 5 stars,,2024-05-22T02:57:14.000Z
The shoes they sent me are fake,Rated 1 out of 5 stars,"The shoes they sent me are fake, I bought an Adidas Samba and nowhere do they say Samba",2024-05-22T02:15:19.000Z
Easy smooth return policy,Rated 5 out of 5 stars,Easy smooth return policy. Thanks for the help customer service team,2024-05-22T02:01:42.000Z
First time ordering from StockX,Rated 5 out of 5 stars,"First time ordering from StockX, delivery was fast and they do a great job in updating the status.",2024-05-22T01:41:55.000Z
👍🏼👍🏼👍🏼👍🏼,Rated 5 out of 5 stars,Great experience.,2024-05-22T01:40:29.000Z
Quick shipping time fair pricing great…,Rated 5 out of 5 stars,Quick shipping time fair pricing great shoes,2024-05-22T01:40:27.000Z
Everything I ordered was perfect and timely,Rated 5 out of 5 stars,Just what I ordered,2024-05-22T01:38:53.000Z
Another Bad buying experience,Rated 1 out of 5 stars,Second time I received a fake or unacceptable product.  They offered me a $25 credit towards a future purchase rather than offering me a return label.  They need improve quality control inspections otherwise they will continue to lose customer trust.,2024-05-22T01:38:04.000Z
No returns allowed,Rated 1 out of 5 stars,I ordered my original size In a pair of sandals and when I received them they ended up being wayyy too big. The size guide was completely wrong and now I’m stuck with a pair of sandals that I can’t wear or even return for a refund,2024-05-22T01:27:24.000Z
Item wasn’t check,Rated 1 out of 5 stars,"Item wasn’t check, sent to me without inspection. I now doubt of everything i purchased on the site… the lost a client",2024-05-22T01:26:14.000Z
nice job,Rated 5 out of 5 stars,on time & let me know updates,2024-05-22T01:23:39.000Z
In disbelief that it took a week in a…,Rated 2 out of 5 stars,In disbelief that it took a week in a half to receive my shoes! They were correct and exactly as I ordered but the timeline was most inconvenient for me!,2024-05-22T01:21:30.000Z
Just what I needed!,Rated 5 out of 5 stars,,2024-05-22T01:13:51.000Z
Process was easy and transparent.,Rated 5 out of 5 stars,Process was easy and transparent.,2024-05-22T01:12:27.000Z
Extremely satisfied,Rated 5 out of 5 stars,"It was a safe, easy and fast experience. The product arrived incredibly fast after being verified by the team, and it is indeed a genuine product. Very happy with my purchase, bought at a competitive price and it was amazing that I could find what I was looking for since in my home country that same product was impossible to find.",2024-05-22T01:11:49.000Z
Excelente,Rated 5 out of 5 stars,"Original, Quick",2024-05-22T01:08:16.000Z
The quality of the product was good,Rated 5 out of 5 stars,The quality of the product was good,2024-05-22T01:07:20.000Z
My order was quick to arrive,Rated 5 out of 5 stars,My order was quick to arrive! And it was in perfect condition!,2024-05-22T00:39:30.000Z
I was sent the wrong pair of shoes,Rated 1 out of 5 stars,"I was sent the wrong pair of shoes. My kid was so eager to open the box and end up trying on the sneakers. Not realizing it wasn't the actual pair we ordered until after the fact. He end up popping the verification tag off by accident. After reaching out to customer service, I was told that it's nothing they can do about it. What an inconvenience on there behalf, being that they sent me the wrong sneakers. I would NEVER order another pair of shoes from this site again and I paid for them to be rushed. Unbelievable Stock X. Be careful when making a purchase with them before they send you the wrong pair of shoes.",2024-05-22T00:39:01.000Z
This company is the WORST!,Rated 1 out of 5 stars,"This company is the WORST!! No customer service number, and the initial time frame I was given was NOT when I received the shoes. I needed these shoes for a trip and by the time I received the shoes I was already on the trip. Needless to say I won’t order from this company again.",2024-05-22T00:34:25.000Z
Kicks look good and got them in pretty…,Rated 5 out of 5 stars,Kicks look good and got them in pretty good time.,2024-05-22T00:30:35.000Z
Not buying again from here,Rated 1 out of 5 stars,"I am writing to express my profound disappointment and frustration upon receiving a counterfeit product for the SECOND time through your service. Recently, I purchased a pair of New Balance sneakers, expecting the high-quality craftsmanship associated with the brand and the authenticity guaranteed by your verification process.However, what I received has been nothing short of unacceptable. The entire shoe is covered in excess glue, the cuts are irregular, there are misplaced rivets, and the lettering on the sides is blurred. Overall, the sneakers feel cheap and do not match the quality one would expect from genuine New Balance shoes.I am struggling to understand the purpose of paying for an authentication service that has failed to ensure the authenticity and quality of the products it certifies. This experience has significantly eroded my trust in StockX, and I am concerned about the effectiveness of your authentication process.",2024-05-22T00:21:36.000Z
Everything was great,Rated 5 out of 5 stars,,2024-05-21T23:47:12.000Z
Completely secure transaction,Rated 5 out of 5 stars,"Completely secure transaction, I had some problem and contacted the support team and they immediately contacted me... everything resolved.  I recommend it",2024-05-21T23:45:13.000Z
The whole experience was easy and…,Rated 5 out of 5 stars,"The whole experience was easy and convienent. Full details of the order, tracking and delivery notification. I got the right shoes, and they fit. No return needed. I'm excited to find another great deal on a great shoe.",2024-05-21T23:38:54.000Z
Fast turnaround time and real certified…,Rated 5 out of 5 stars,Fast turnaround time and real certified J's !,2024-05-21T23:33:32.000Z
The system automatically ordered two of…,Rated 1 out of 5 stars,The system automatically ordered two of the same shoe. I tried getting a refund for one of the shoes and they did not want to provide refund,2024-05-21T23:30:04.000Z
Omg!,Rated 5 out of 5 stars,"Marvellous, love it",2024-05-21T23:17:38.000Z
Bought the same shoe from brick and…,Rated 1 out of 5 stars,"Bought the same shoe from brick and mortar store in size 6, I then ordered the shoes (different color) from StockX and they are way too big and crooked, same size (6). I don't know if they are fakes or not. Won't buy from StockX again, now I am stuck with a pair of shoes I can't wear and don't feel comfortable selling.",2024-05-21T23:13:38.000Z
First time ordering through you,Rated 5 out of 5 stars,First time ordering through you. Appreciate the tracking updates. Everything went smooth. Will order from you again!,2024-05-21T22:52:59.000Z
The communication makes this a great…,Rated 5 out of 5 stars,The communication makes this a great experience.  It’s nice to be informed and to know when an item will be delivered.Thanks for great service!,2024-05-21T22:50:43.000Z
First StockX Expierence,Rated 5 out of 5 stars,"First experience with StockX and everything was great, Fast shipping to Colombia, Every time notifications about the status, my pair 100% Legit. congratulations!!!!",2024-05-21T22:50:07.000Z
The best way to buy sneakers,Rated 5 out of 5 stars,"I am very happy with my purchases, it is very easy to buy at good prices and very fast deliveries",2024-05-21T22:43:55.000Z
quick delivery for the the US to UK,Rated 5 out of 5 stars,quick delivery for the the US to UKgreat kicks!!!,2024-05-21T22:35:37.000Z
Delivery was fast,Rated 5 out of 5 stars,"Delivery was fast, shoes verified and everything else ok. Will recommend and order again.",2024-05-21T22:33:34.000Z
Shipped Fast!! Wowwww,Rated 5 out of 5 stars,I’m impressed with how quick I received the shoes! On point & will definitely order again.,2024-05-21T22:33:08.000Z
Came on time,Rated 5 out of 5 stars,Came on time. Size was correct. Shoe was correct and boxed perfectly,2024-05-21T22:22:15.000Z
Came early,Rated 5 out of 5 stars,Shoes were what i ordered and they actually arrived early,2024-05-21T22:15:07.000Z
Worth it,Rated 5 out of 5 stars,"It took time, but the product ordered was in great condition when it arrived.",2024-05-21T21:51:38.000Z
Super easy to buy and receive desired…,Rated 5 out of 5 stars,Super easy to buy and receive desired product!,2024-05-21T21:30:22.000Z
....,Rated 5 out of 5 stars,..........,2024-05-21T21:29:19.000Z
Excelent service,Rated 5 out of 5 stars,All fine and without troubles,2024-05-21T21:15:39.000Z
I only wish that the process could be…,Rated 4 out of 5 stars,I only wish that the process could be faster and the processing fee was cheaper so that it could be more affordable.,2024-05-21T21:14:04.000Z
Honest company with great shoes,Rated 5 out of 5 stars,Honest company with great shoes at great prices. Everything is easy to follow and the updates are amazing! Will buy again!,2024-05-21T21:05:00.000Z
It was really nice,Rated 5 out of 5 stars,"It was really nice , quick and efficient !! They came before time ! Great quality 👌🏻",2024-05-21T20:56:55.000Z
Stock X carries shoes that are…Rare,Rated 5 out of 5 stars,"Stock X carries shoes that are difficult to get, although the prices are high.  It is easy to purchase on line, but I wish there was a phone number that you could call to discuss items.",2024-05-21T20:41:54.000Z
No returns,Rated 2 out of 5 stars,"No returns, even if the sizing is off  and inconsistent from the maker. Not all 7.5 were created equal.",2024-05-21T20:39:48.000Z
The customer service was great and very…,Rated 4 out of 5 stars,The customer service was great and very smooth.,2024-05-21T20:27:49.000Z
Great shipping times and love the…,Rated 5 out of 5 stars,Great shipping times and love the amount of options for shoes the website is easy to keep track of my order would recommend great service,2024-05-21T20:21:19.000Z
Accidentally got on website,Rated 1 out of 5 stars,Accidentally got on website.  Sent me wrong size.  Would not make amends.  Will never use again.,2024-05-21T20:19:39.000Z
Fast and easy shopping for what I was…,Rated 5 out of 5 stars,Fast and easy shopping for what I was looking for. Had it in the size and color. Fast shipping.,2024-05-21T20:18:00.000Z
I usually buy from StockX and always…,Rated 1 out of 5 stars,I usually buy from StockX and always delivery by DHL and I dont have any problems . But this time sent by UPS and they extra charges USD40 for local charges and said StockX don’t pay the services door to door.,2024-05-21T20:12:04.000Z
fire,Rated 5 out of 5 stars,"easy to use, the shoes came perfect and for a good price as well.",2024-05-21T20:11:29.000Z
Delivery was fast and great product,Rated 5 out of 5 stars,Delivery was fast and great product,2024-05-21T20:09:13.000Z
If the first seller doesn't come…,Rated 4 out of 5 stars,"If the first seller doesn't come through in the first 3 or 4 days, I suggest you move on to another instead of waiting six, but that's the only negative thing I need to say. Everything else was perfect. I love my shoes. The experience was great",2024-05-21T20:00:36.000Z
Product was great what I was looking…,Rated 5 out of 5 stars,Product was great what I was looking forward to receiving,2024-05-21T19:48:16.000Z
StockX tried send me some shoes that…,Rated 1 out of 5 stars,StockX tried send me some shoes that wasn’t in great condition after I declined the offer. I requested a refund and was told my refund was out in only to get a email saying they found another seller for me. So I called my bank to file a claim. My bank returned my money. Sticks got mad and suspended my account. lol never doing business with them again. Clusters,2024-05-21T19:33:51.000Z
Fast and easy.,Rated 5 out of 5 stars,Fast and easy.,2024-05-21T19:33:06.000Z
quick shipping,Rated 5 out of 5 stars,quick shipping. everything came in perfect!!,2024-05-21T19:28:17.000Z
The last 3 items I received through…,Rated 1 out of 5 stars,"The last 3 items I received through StockX have been fake, used, or damaged.",2024-05-21T19:00:03.000Z
GOOD,Rated 5 out of 5 stars,IT WAS ALL GOOD,2024-05-21T18:58:08.000Z
Kept me up to date on my transaction…,Rated 5 out of 5 stars,Kept me up to date on my transaction and was quick with it.,2024-05-21T18:53:54.000Z
Offer USPS shipping,Rated 4 out of 5 stars,Finding what I was looking for was easy. It was nice getting fast tracking info. My only concern or issue with my experience was that you don’t ship via USPS and that made it difficult for me to ensure I got my package. I live in studio apartments and UPS/FedEx does not have access to parcel lockers leaving them no choice but to sit orders in front of the doorstep. I created a UPS account and paid an additional $6 to have my item shipped and held at a UPS location instead of them leaving it at my door.,2024-05-21T18:51:24.000Z
Very fast delivery,Rated 5 out of 5 stars,"Very fast delivery, great",2024-05-21T18:27:23.000Z
