Title,Star Rating,Main Content,Review Date
Extremely upset and disgusted customer,Rated 1 out of 5 stars,My kids bought me a lovely bracelet just over two years ago with my six grandchildren’s names on the charm tags. I looked on line regarding buying two extra names as one has got lost and a new baby has been born 8 weeks ago and one name has fallen off but I still have it and it says you can add more charms at any time. For the last few days emails have gone backwards and forwards and I am being told that as it is over two years since I was bought the bracelet I am out of warranty to do anything. All I want to do is buy two name charm tags but have been told that I could only do this if I had placed it on my order in 2021. I have sent them a picture of what is on their website showing One can buy at any time but keep being told I cannot have more than six names and they cannot add a lost name and a new one as I am out of warranty. Please tell me what happens if you have more than six grandchildren and after two years have gone by and u have another grandchild. This means I cannot wear the bracelet as two grandchildren are missing from it. I am not asking for anything for free I just want to buy two new tags. I can then put all three on the bracelet myself. My kids are very upset and I am absolutely shocked that a company can rescind on what it shows on the website and tell me that I have to buy another bracelet which I do not need as the bracelet is fine. And this will still not be possible as it will end up with seven names on.  Customer service is disgraceful and I warn others not to buy if they know they will need to add after two years. Maybe the company would like to wave a magic wand over my girls to tell them in the next few years they will have more children and what they will call them so that I can buy in advance!!!!!never been so disappointed in a company before especially when the bracelet was not a cheap purchase. BE AWARE OF WHAT THIS COMPANY DOES,2024-05-23T21:42:55.000Z
Quality of the product plus got it fast.,Rated 5 out of 5 stars,,2024-05-23T20:47:41.000Z
Excellent quality and beautiful looking…,Rated 5 out of 5 stars,Excellent quality and beautiful looking bracelet,2024-05-23T19:52:07.000Z
My wife loved it!,Rated 5 out of 5 stars,Ease of ordering and accuracy of the product description.,2024-05-23T19:31:29.000Z
The final product is attractive,Rated 4 out of 5 stars,The final product is attractive.  We would have appreciated the option of having the name in smaller print.,2024-05-23T19:17:33.000Z
Everything thing was good except the…,Rated 3 out of 5 stars,Everything thing was good except the necklace chain was in a knot which I was unable to remove.,2024-05-23T18:01:00.000Z
I ordered this necklace for myself with…,Rated 5 out of 5 stars,I ordered this necklace for myself with my children’s names on it. It’s beautiful wore it today and got compliments.,2024-05-23T16:34:57.000Z
The product was great,Rated 5 out of 5 stars,"The product was great.  It arrived when promised, and my wife absolutely adores the necklace.  I will definitely shop here again.",2024-05-23T15:47:47.000Z
Still bad,Rated 1 out of 5 stars,"Still bad, I wish someone would help, after review.  still horable",2024-05-23T10:37:10.000Z
Ring Love,Rated 5 out of 5 stars,I ordered Charlize Russian Ring in Sterling Silver for myself with my engraving. It was very easy to customise and order. Prompt emails related to order and shipping. I just received my order today. I am in love with my new ring,2024-05-23T08:58:58.000Z
Order a gift and paid the express…,Rated 1 out of 5 stars,"Order a gift and paid the express shipping, item supposed to arrived 5/21 and still showing running late in the Fedex tracking. Item still in Hungary. Contacted customer service and they said nothing they can do or refund cause the item is on route. So no refund at least for express shipping that I paid and no item on time either. Very dissappointed of their lack urgency and careless treatment.",2024-05-23T05:51:38.000Z
Heartfelt Mother’s Day gift,Rated 5 out of 5 stars,"The ring I ordered really caught my eye as I was looking for something beautiful, unique, and personal. It is perfect, my wife Loved it!",2024-05-23T04:37:37.000Z
I ordered the Cartier style three band…,Rated 4 out of 5 stars,"I ordered the Cartier style three band ring with my children’s name engraved on it. I love it. I’m very sentimental. It was a Mother’s Day gift to myself. The only thing is the engraving is very light. It looked much deeper online. I ordered a size 8 I wanted to go up a little and it runs a little small, but that’s fine It’s beautiful and I love it",2024-05-23T04:31:39.000Z
The necklaces are good quality,Rated 5 out of 5 stars,It was easy to order. The necklaces are really nice and the girls they were for loved them,2024-05-23T03:50:28.000Z
I loved the quality of the sterling…,Rated 4 out of 5 stars,I loved the quality of the sterling silver dog tag but would have paid more for the engraving to be larger. I did not see that as an option ?,2024-05-23T03:35:15.000Z
Great gift for a loved one,Rated 5 out of 5 stars,It was very easy to order and customize the jewelry. The custom order came quickly and was shipped with care. Would recommend to friends for an easy memorable gift that their wives would love,2024-05-23T03:32:41.000Z
Happy Customer!,Rated 5 out of 5 stars,Happy Customer!Process was extremely smooth. Definitely will return for new orders & recommend to others! Btw…. The Mrs. absolutely LOVES her gift! Thank you!!,2024-05-23T03:17:27.000Z
The pieces are beautiful,Rated 5 out of 5 stars,The pieces are beautiful,2024-05-23T03:10:21.000Z
Great jewelry at great prices,Rated 5 out of 5 stars,Great jewelry at great prices. I will definitely be shopping here again soon,2024-05-23T01:54:43.000Z
The look of the Russian Ring necklace…,Rated 5 out of 5 stars,The look of the Russian Ring necklace item was very attractive,2024-05-23T01:03:36.000Z
High quality speed of shipping,Rated 5 out of 5 stars,High quality speed of shipping,2024-05-23T00:36:15.000Z
Great customer service and beautiful…,Rated 5 out of 5 stars,Great customer service and beautiful jewelry,2024-05-22T22:12:57.000Z
Not happy,Rated 1 out of 5 stars,I returned a necklace to have the rings separated because they were to be gifts for 2 different people. I received no invoice or any other paperwork so when I  search to track my return I have nothing to prove that I sent it back and I haven't hear anything from you that you even received the item.,2024-05-22T19:04:17.000Z
The ease of ordering the name necklace…,Rated 5 out of 5 stars,The ease of ordering the name necklace and the quick turnaround time in creating and shipping the product. It’s perfect!!!,2024-05-22T16:20:15.000Z
It was quick and easy to order the gift…,Rated 5 out of 5 stars,It was quick and easy to order the gift for my daughter. And they kept in contact as to when she would receive the gift and when it was delivered. High quality all around and I will definitely order from Myka again.,2024-05-22T13:34:25.000Z
The personalized bracelet I ordered…,Rated 5 out of 5 stars,The personalized bracelet I ordered came out nice but the chain is very thin.  Otherwise the options online and shopping experience was one of the better ones I've had,2024-05-22T13:22:25.000Z
Great service,Rated 5 out of 5 stars,"I wanted to reorder a necklace I bought some years ago for my daughter as she broke it and it’s her most favourite piece of jewellery but I couldn’t find the order. I contacted MYKA and the service was brilliant, order placed and looking forward to receiving new order. Jewellery is also beautiful, will order again no doubt.",2024-05-22T12:12:29.000Z
Thoughtful design,Rated 5 out of 5 stars,"I thought that the design for the jewelry was very thoughtful, the clasp makes it easy to say add another charm or a cross. The rose gold looks great on my wife. She is very pleased with it. Great Mother's Day gift. I had misspelled the inscription initially and after contact with Myka I was easily able to correct it. Also the gift wrapping was superb.",2024-05-22T04:42:53.000Z
Quick service excellent neckless. Reliable service.inexpensive,Rated 5 out of 5 stars,Quick service excellent neckless. Reliable service.,2024-05-22T02:35:00.000Z
Myka has a wonderful selection of jewelry.,Rated 5 out of 5 stars,"Myka has a wonderful selection of jewelry.  It was easy to select and order.  No problems with shipping.  May wife adored the jewelry, especially the three ring necklace with each of the children's names and birthstones on each ring which I gave her for Mother's Day.  I will be buying more from Myka in the future.",2024-05-22T02:33:49.000Z
AWFUL COMPANY !!!!!!,Rated 1 out of 5 stars,I’m still waiting for someone to communicate with me about an exchange for store credit. $130 WASTED and now I’m completely stuck with an ugly necklace. I have correspondence from probably 3 people saying they’ll help but nothing has happened in days. The only reason I’ll spend more money here is because I have no other option.,2024-05-22T02:28:38.000Z
Name necklaces,Rated 5 out of 5 stars,"I love their name necklaces!! Absolutely stunning, no tarnishing, strong & sturdy. Definitely recommend!!",2024-05-22T02:24:27.000Z
"I had been eyeing this necklace for some time.  Finally, bought it!  Very dainty and I love having my grandchildren's names on it, and mine.",Rated 5 out of 5 stars,It was easy to order online.  Pretty specific details about the piece.  I'm very happy with necklace.,2024-05-22T00:33:36.000Z
Love my necklace,Rated 5 out of 5 stars,,2024-05-21T21:24:32.000Z
Beautiful and well made item.,Rated 5 out of 5 stars,Beautiful and well made item.,2024-05-21T19:09:12.000Z
Loved my neckless,Rated 5 out of 5 stars,Loved my neck less,2024-05-21T19:04:55.000Z
They were great,Rated 5 out of 5 stars,They were great. Wife loved it. The silver is growing on her.,2024-05-21T18:09:08.000Z
It cams fast and easy ordering process,Rated 5 out of 5 stars,It cams fast and easy ordering process! Beautiful product and quality!,2024-05-21T17:37:21.000Z
My Favorite Mother’s Day Gift,Rated 5 out of 5 stars,I have gifted both of my daughter’s beautiful Myka name necklaces as gifts after they had new babies!! Then my husband surprised me with a gorgeous family heart necklace on Mother’s Day!! I love it!!,2024-05-21T17:05:28.000Z
Placed an order for Mother Day after…,Rated 1 out of 5 stars,"Placed an order for Mother Day after realizing it wouldn’t arrive in time I canceled it.  Was told I could return it once I received it for a refund. Never received my item and they have no way of tracking it, but said they had already shipped it. Have continued reaching out with no luck. Will never purchase anything from this company again. Poor customer service with non existent products.",2024-05-21T15:18:59.000Z
Amazing,Rated 5 out of 5 stars,"Amazing! Perfect! It came just as expected, right on time. No complaint, my wife lived it. Keep up with the fantastic job.",2024-05-21T14:59:32.000Z
Great and good,Rated 5 out of 5 stars,,2024-05-21T14:40:12.000Z
The bracelet is unique,Rated 5 out of 5 stars,"The bracelet is unique, and lovely!",2024-05-21T14:31:26.000Z
Mother’s Day Gift,Rated 5 out of 5 stars,The necklace is beautiful and was very easy to order and personalize. I definitely will use MYKA again.,2024-05-21T14:00:05.000Z
It was perfect,Rated 5 out of 5 stars,"It was perfect! Had some issues with confirmation, but customer service took care of it promptly and the product itself is simply beautiful and sparkling! Couldn’t be more pleased!!!",2024-05-21T04:35:12.000Z
Ordered on a whim,Rated 5 out of 5 stars,"Ordered on a whim, turned out to be a pleasant process and wonderful product. Well made and comfortable to wear. A very high quality silver bracelet.",2024-05-21T03:46:21.000Z
Breathtaking Product with Great Customer Support,Rated 5 out of 5 stars,My wife was beyond excited to open it!! She said it was the most precious Mother’s Day gift she could ever receive! The package arrived later than expected but they made up for it by allowing me to choose a free gift for the inconvenience. My wife LOVED the free gift so it was well worth the wait! This was customer service incomparable to any others now and days!,2024-05-21T02:46:13.000Z
"Motherly Love, Personified.",Rated 5 out of 5 stars,Exactly what I ordered. Beautiful testament to three beautiful children and the love of their mother.,2024-05-21T02:37:00.000Z
Exceptional necklace,Rated 5 out of 5 stars,"Shopping was easy, as the website is easy to navigate. The ability to preview the personalization on most products is very helpful. Shipping was as quick as personalizing an item can be...just a couple of weeks. The final product is absolutely beautiful! I'm a happy Grammy today. I will wear all 6 birthstones with pride.",2024-05-21T02:23:43.000Z
"Excellent product and great customer service, 100% recommended",Rated 5 out of 5 stars,I love the jewelry from this website.,2024-05-21T01:57:03.000Z
Very happy with the necklace!,Rated 5 out of 5 stars,,2024-05-21T01:37:05.000Z
Quality product for the price,Rated 5 out of 5 stars,,2024-05-21T01:22:28.000Z
This is my second order and I love the…,Rated 5 out of 5 stars,This is my second order and I love the pieces I received. My first necklace I wear it daily and the quality has been great.,2024-05-21T00:26:50.000Z
Love my new name necklace! 😍,Rated 5 out of 5 stars,Great quality! I love the paper clip chain that I've been looking for. My name is Lisa and it's super cute!,2024-05-21T00:05:58.000Z
Great product for the money.,Rated 5 out of 5 stars,,2024-05-20T22:26:46.000Z
I love a company that gets it right!!,Rated 5 out of 5 stars,,2024-05-20T21:40:18.000Z
My wife's smile!,Rated 5 out of 5 stars,,2024-05-20T21:18:03.000Z
Great item!!,Rated 5 out of 5 stars,The item arrived as advertised in a nice box. My wife was really happy with this necklace.,2024-05-20T21:09:25.000Z
Great First Time Experience,Rated 5 out of 5 stars,"This was my first time shopping with MYKA.  Mothers Day was only a week away. I was looking for something special for my daughter, as this was her first time being a mom. The site was easy to navigate, and there were so many pretty options. Her neclace arrived 3 days early! It was perfect! She has not taken it off since receiving it! I will be shopping here for Fathers Day!!",2024-05-20T20:30:07.000Z
Very Happy!,Rated 5 out of 5 stars,Great customer service response. Lovely products!,2024-05-20T19:53:01.000Z
Great Experience!!,Rated 5 out of 5 stars,The service was great.  The item was exactly as ordered.  I recommend MYKA to everyone!,2024-05-20T18:13:54.000Z
Quality is very good,Rated 5 out of 5 stars,Very beautiful piece of art.  Service was very outstanding,2024-05-20T17:01:54.000Z
A trusting site...,Rated 5 out of 5 stars,"I received a beautiful chain as a gift from your collection, and what better gift to give my nephew on his 17th day but a personalized chain. I know he'll love it as much as I love mine.Thank you for such an awesome collection.",2024-05-20T16:38:32.000Z
A beautiful piece of jewelry,Rated 5 out of 5 stars,"A beautiful piece of jewelry. Well made, great service. I'm very happy with my purchase.",2024-05-20T15:47:01.000Z
Very good quality.,Rated 5 out of 5 stars,Very good quality. My necklace is stunning. It is sterling silver and it actually looks like white gold. I am so happy. It also arrived earlier then expected. I will be ordering again. Great job MYKA team !!!👍,2024-05-20T15:41:47.000Z
Very fast response & great quality,Rated 5 out of 5 stars,,2024-05-20T14:25:22.000Z
I was so happy with my purchase,Rated 5 out of 5 stars,I was so happy with my purchase. I made a mistake. I forgot that I got the 5 year warranty. I figured if any happened to the one I was wearing (like a rhine stone for example). I have the 5 year plan which is the smartest move in my opinion.,2024-05-20T09:00:02.000Z
When I can order and the product comes…,Rated 5 out of 5 stars,"When I can order and the product comes in a timely fashion, and looks exactly like what I wanted to order.....I am winning- and from my wife's reaction, I won!! Thank you!",2024-05-20T02:09:33.000Z
Heart charms with Bangle bracelet,Rated 5 out of 5 stars,I ordered several heart charms with the bangle bracelet about 2 years ago. I haven’t been able to find any jewelry to hold all my grand & great grandchildren’s names or stones. (19)  I was very pleased when I found these charms that you can engrave on. And you can order them separately. They are good quality & the first ones I bought look as new as the last ones I just ordered. I’m very happy with them. I plan to order again soon.,2024-05-20T01:47:39.000Z
It’s a beautiful piece,Rated 5 out of 5 stars,Experience was great,2024-05-19T23:35:31.000Z
I love myka I always buy form here but…,Rated 4 out of 5 stars,I love myka I always buy form here but this time they forgot a name otherwise they are amazing and always on time delivery or even before,2024-05-19T21:27:32.000Z
The product (necklace) is beautiful,Rated 5 out of 5 stars,"The product (necklace) is beautiful.  The service department staff is great, but should be able to follow-up by phone to eliminate unnecessary shipments.They did rectify the problem and now I can't wait to receive the necklace.",2024-05-19T20:59:21.000Z
Love the jewelry,Rated 5 out of 5 stars,"Love the jewelry, affordable pricing, shipping on time",2024-05-19T18:04:27.000Z
Beautiful customizations,Rated 5 out of 5 stars,"Beautiful customizations, My recent purchase, I ordered a heart pendant with customization names & birthstones for my mother-in-law and mother. They came out absolutely beautiful.",2024-05-19T17:10:17.000Z
Excellent product,Rated 5 out of 5 stars,Excellent product,2024-05-19T14:44:35.000Z
Everything from here is amazing 10:10…,Rated 5 out of 5 stars,Everything from here is amazing 10:10 experience,2024-05-19T14:27:50.000Z
The design of this necklace is both…,Rated 5 out of 5 stars,"The design of this necklace is both timeless and modern. The infinity symbol is beautifully crafted, symbolizing everlasting love and endless possibilities. It's a versatile piece that can be worn with anything from casual outfits to more formal attire. The attention to detail in the design is creative and will never go out of style.",2024-05-19T13:54:44.000Z
It was a Mother's Day gift for my wife,Rated 5 out of 5 stars,It was a Mother's Day gift for my wife. She loved it.,2024-05-19T12:21:08.000Z
Fantastic …,Rated 5 out of 5 stars,This was my fourth purchase from Moyà and once again the service was brilliant the product was amazing and the service was great,2024-05-19T07:16:11.000Z
Mens braclet,Rated 5 out of 5 stars,Great quality product. My only complaint is the leather is a bit stiff. Hopefully it will soften over time. I would still recommend it. Very classy and goes with everything.,2024-05-19T03:17:28.000Z
Perfect Gift Idea,Rated 5 out of 5 stars,Saw this beautiful necklace for my daughter-in-law for Mother's Day. It has two circles with her children's names. She loved it!!,2024-05-19T02:16:41.000Z
it shipped out super fast and came out…,Rated 5 out of 5 stars,it shipped out super fast and came out well!,2024-05-19T02:09:09.000Z
The overall process was smooth,Rated 5 out of 5 stars,The overall process was smooth! I received my jewelry and I love it! It's lightweight and it's well made. I look forward to wearing this for many years to come and showing it to family and friends!,2024-05-19T02:06:26.000Z
Nice product,Rated 5 out of 5 stars,,2024-05-19T01:25:23.000Z
Great experience.  Beautiful jewelry,Rated 4 out of 5 stars,Easy to order.  Arrived in time.  Beautiful necklace.,2024-05-19T01:10:07.000Z
Mother’s Day,Rated 5 out of 5 stars,I gave it to my wife for Mother’s Day. She loves it. She wears it all the time because each ring has one of our grandchildren on it.,2024-05-19T01:03:54.000Z
FANTASTIC gift!  Home Run!!,Rated 5 out of 5 stars,"Great shopping experience, great communication, fantastic product.",2024-05-18T23:57:17.000Z
Very pretty necklace,Rated 5 out of 5 stars,Beautiful gift Fair price,2024-05-18T22:21:04.000Z
Beautiful!,Rated 5 out of 5 stars,,2024-05-18T21:48:43.000Z
My wife loved her Mother Day gift.,Rated 5 out of 5 stars,My wife loved her Mother Day gift.,2024-05-18T21:11:19.000Z
The necklace was everything I asked for…,Rated 4 out of 5 stars,The necklace was everything I asked for also biggest part I was worried about was the spelling of the names and they were spot on. Only problem I had that the gift was not wrapped in the gift wrapped that shows I had to prepare it myself.,2024-05-18T21:09:41.000Z
Perfect heart necklace,Rated 5 out of 5 stars,I bought the necklace for my wife’s 50th birthday and she loved it!,2024-05-18T20:13:12.000Z
Easy ordering and nice product,Rated 5 out of 5 stars,"The order process was easy, and the product met my expectations.",2024-05-18T19:12:10.000Z
Great value,Rated 5 out of 5 stars,Name were spelled correctlyVery attractive lookingGreat valueArrived on timeJewelry was as described,2024-05-18T14:46:17.000Z
Good communication.,Rated 5 out of 5 stars,Good communication.,2024-05-18T14:01:01.000Z
Great experience!,Rated 5 out of 5 stars,My experience with MYKA has been great! The items I received are beautiful and of great quality ! The gold vermeil has a great shine and just the right shade ! I would definitely recommend MYKA to everyone! Ty for the great products !,2024-05-18T13:55:19.000Z
You can write whatever you want,Rated 5 out of 5 stars,You can write whatever you want. Arrived way before estimation date. Seems like high quality work and have never had any issues with this brand,2024-05-18T11:34:37.000Z
Personalised name ring,Rated 5 out of 5 stars,My daughter is very happy with her personalised name ring and really good communication when the ring was to big was sent another size that fits perfect,2024-05-18T08:59:00.000Z
Great custom designs,Rated 5 out of 5 stars,Great custom designs ! Highly recommend came in great condition and quick shipping !,2024-05-18T07:15:01.000Z
Loved the jewelry,Rated 3 out of 5 stars,"Loved the jewelry once I received the product. Didn't like the day I received everything, the expected delivery date was the 8th, received everything the 17th. Wanted everything on Mother's Day.",2024-05-18T07:00:37.000Z
Wife's mother's day gift,Rated 5 out of 5 stars,The necklace arrived on time and was packaged with care and as promised. The necklace was beautiful and my wife loved it. The ordering process was quick and easy. I would highly recommend this to anyone looking for a gift for their loved ones.,2024-05-18T04:30:27.000Z
The item looks nothing like the pictures,Rated 1 out of 5 stars,The item looks nothing like the pictures!! A huge heart but you can’t even read the names on it!!,2024-05-18T02:50:26.000Z
Old Faithful,Rated 5 out of 5 stars,Added a couple of personalized charms for our two latest grandchildren. Matched beautifully two years later. Keep up the great work with legacy jewelry!,2024-05-18T02:32:38.000Z
Perfect mother's day gift!,Rated 5 out of 5 stars,"Not only was shipping extremely fast, but the necklace was gorgeous! They were able to do the names in Hebrew, exactly how I wanted them, and their price was half that of other companies for the same design, with faster shipping. My only complaint is that they don't have opals for October birthstones, but honestly, most places don't.",2024-05-18T02:29:06.000Z
Ordering was simple and…,Rated 4 out of 5 stars,"Ordering was simple and straightforward, the pendant I got was stunning, only thing is the chain that came with it seems cheap and is really really thin.. for the price 1 pays a better higher quality chain was expected..",2024-05-18T02:25:07.000Z
Absolutely love my ring!,Rated 5 out of 5 stars,The ordering process was a breeze and very user friendly! I received my ring and i absolutely love it! I wish I would’ve gotten it a size bigger but that’s completely on me not the company. It’s beautiful and looks just like the rings advertised.,2024-05-18T02:15:42.000Z
I would not order this bracelet as a…,Rated 3 out of 5 stars,"I would not order this bracelet as a gift for anyone whose name begins with the letter L. The L is placed up against the edge without a space in between, which makes it not easily visible and thus not making the name easy to read. Otherwise the bracelet is cute with the flowers and birthstones!",2024-05-18T02:10:39.000Z
Elegant and casual as the same time,Rated 5 out of 5 stars,Everything came out excellent got me. It didn’t come out gaudy or cheap looking or tacky. It’s so beautiful and I have my family close to me all day ❤️,2024-05-18T02:01:30.000Z
The necklace was exactly as advertised,Rated 5 out of 5 stars,"The necklace was exactly as advertised. Good quality, fairly priced. And it arrived on time. My wife liked it which was my main objective 😊",2024-05-18T01:39:15.000Z
Surprised and delighted,Rated 5 out of 5 stars,I was looking for a mother's day gift for my daughter and saw this necklace. It displays each of her children's names and is perfect. I was surprised to get it so soon but was delighted. Will definitely order from Myka again...next time for myself.,2024-05-18T01:30:43.000Z
Wonderful jewelry!,Rated 5 out of 5 stars,Wonderful jewelry! Thing and delicate and real gold. I am very pleased with the product and website.,2024-05-17T23:52:43.000Z
Great product as advertised,Rated 5 out of 5 stars,"Product was exactly as advertised and portrayed on internet page. Well crafted, delivered on time. You cannot really get better than this in today's world.",2024-05-17T22:33:44.000Z
False Advertisement,Rated 1 out of 5 stars,Ordered a gift for Mother’s Day that was advertised to come on the day of and listed to arrive on May 12th but it never came and is set to come a week later. Customer service offered me a $20 gift card which pretty much covers the taxes …. What a joke.,2024-05-17T20:23:10.000Z
The quality of product is out of the…,Rated 5 out of 5 stars,The quality of product is out of the world. Very well made. Their customer service is cherry on the top. Very happy with my purchase.,2024-05-17T19:16:27.000Z
The website is easy to use.,Rated 5 out of 5 stars,The website is easy to use and I had a beautiful necklace to order in minutes. My necklace came quickly and I love it.,2024-05-17T19:02:33.000Z
Amazing customer service!!,Rated 5 out of 5 stars,The customer service was excellent and they kept me informed through the entire process. There was no guessing or wanting to know when my product will ship. I was informed through the entire order even through the delivery,2024-05-17T18:07:46.000Z
Stunning,Rated 5 out of 5 stars,Have looked at this website for months and finally ordered - the bracelet is stunning - cannot recommend enough,2024-05-17T16:54:57.000Z
great product,Rated 5 out of 5 stars,Great necklace wife loved it.,2024-05-17T03:01:01.000Z
love the bracelet and delivery was…,Rated 5 out of 5 stars,love the bracelet and delivery was flawless,2024-05-17T02:07:21.000Z
Very happy,Rated 5 out of 5 stars,"I received several updates on the progress of my item. It arrived ahead of schedule, and it looks exactly like the picture. It fits great and I’m very happy with my purchase. Well done!",2024-05-17T01:43:50.000Z
The Ankle Bracelet is well crafted and…,Rated 5 out of 5 stars,The Ankle Bracelet is well crafted and it fit her perfectly,2024-05-17T01:36:01.000Z
Excellent customer service...easy…,Rated 5 out of 5 stars,Excellent customer service...easy shopping,2024-05-17T01:19:41.000Z
MYKA is such a great company,Rated 5 out of 5 stars,MYKA is such a great company. The quality of the jewelry is impeccable. Customer service is always amazing!,2024-05-17T00:33:37.000Z
MYKA Necklaces Purchase,Rated 4 out of 5 stars,The Craftsmanship and Quality of the materials used were of high standard and quality. The design was well thought out and the personalization was well done.,2024-05-16T23:43:01.000Z
Great ring!,Rated 5 out of 5 stars,Great customer service!,2024-05-16T22:40:15.000Z
Family with me in a perilous time,Rated 5 out of 5 stars,"I ordered 3 necklaces... each with different names. To possibly combine the beads onto one chain.1. My parents - both are deceased now2. My siblings - 3 are deceased now, (my name is not included in the beads). There are 9 of us kids. 3. My children and grandchildren, one grandchild is deceased now (Angela).I spent 15 years in the middle east supporting our US Military as a civilian, and now I will be returning to the area for a few more years. I want to have all my immediate family with me. Having their names on a necklace around my neck, will help give me comfort during harsh and austere conditions. Your necklaces will be a blessing to have with me. I chose the silver link chain. To me it is sturdier in the harsh conditions than the cable chain, due to the environment, i.e.; extreme dirt, heat and humidity. Thank you for having the options. I will share your site with persons that ask me about the necklaces. Thank you and God Bless you all. Vada",2024-05-16T22:33:27.000Z
Perfect Birthday Gift,Rated 5 out of 5 stars,Item was lovely and I am pleased with it. Shipping was impressive in that it came early. Thank you.,2024-05-16T20:59:24.000Z
I ordered a custom necklace for my…,Rated 1 out of 5 stars,I ordered a custom necklace for my girlfriend’s birthday. It was supposed to arrive on the 15th after I paid for expedited shipping. It is still not here. I have reached out to customer service multiple times to no response.,2024-05-16T20:38:03.000Z
Great Product,Rated 5 out of 5 stars,The prices were very reasonable and the necklace was simple but it was beautiful and elegant.,2024-05-16T17:13:07.000Z
This company is for real,Rated 5 out of 5 stars,This company is for real. Ordering is fast and you get exactly what you want in a timely manner.  I love MYKA,2024-05-16T16:42:06.000Z
Product came out exExcellent product and serviceactly as advertise. Product came out exactly as advertise,Rated 5 out of 5 stars,"Product came out exactly as advertise and shipping was very fast. Very satisfied, I was worried it wouldn't make it here in time for Mother's Day but it arrive very early ahead of time. Excellent product and service, would recomend to others",2024-05-16T13:38:31.000Z
