Title,Star Rating,Main Content,Review Date
Poor service and communication,Rated 1 out of 5 stars,"Plessers stated they had a dryer in stock that they did not have, which is what caused us to order from them instead of a local retailer or big box chain, which did not have our choice of dryer in stock. When Plessers realized they didn’t have our dryer, we received a call from Mike who stated we could cancel our order or wait until the dryer was in stock, and that we could change our minds at any time. We eventually changed our minds and called the direct line to Mike that we were asked to use to cancel our order. After not hearing for four days, I called the general Plessers line and was told the item had shipped and that the order could not be cancelled without a return shipping fee. Days later I received a notification that my dryer had shipped. the associate was either wring about the ship date, or Plessers order status has lagged by two to three days. I called Plessers a third time and reached customer service, which insisted orders could only be cancelled in writing before an item shipped, which directly contradicted the instructions we received from Mike to call him directly to cancel our order. Today we have not received our dryer still in spite of the final mile service, AM Transit, having received our dryer four days ago. We have not even received a called from AM to schedule our delivery.",2024-04-29T17:08:28.000Z
Merchandise was offered at a great…,Rated 5 out of 5 stars,Merchandise was offered at a great price plus free shipping. Would buy from them again.,2024-04-28T03:04:55.000Z
New Fridge,Rated 5 out of 5 stars,My old fridge was disassembled and removed. The new one was carefully installed. The 3 guys were pleasant and professional.,2024-04-27T18:45:58.000Z
THE MEN DIDN'T USE THERE BRAIN,Rated 1 out of 5 stars,"THE MEN DIDN'T USE THERE BRAIN, TRYING TO GET REFRIGERATOR THRU THE DOOR.",2024-04-25T16:19:09.000Z
Exceptional!,Rated 5 out of 5 stars,"From the moment Eric, Plesser’s salesman approached me in the store, to the moment my GE Profile Washer/Dryer Combo was delivered, my experience was fantastic. Eric was informative without being pushy, and guided me through each step of my purchase and delivery date. How can I say enough about my driver/deliverer, Kyle? He was exceptional; polite, thorough, and careful as he moved through my house, and he brought in a very heavy appliance all on his own, which I didn’t think could be done by one man. I’ve used Plesser’s before, and they are now my “go-to” for any household appliance.",2024-04-24T13:46:07.000Z
Title,Rated 5 out of 5 stars,Arrived on time.  In and out in 15 mins.Very pleased!!,2024-04-24T03:07:50.000Z
Communication,Rated 5 out of 5 stars,Thank you for keeping me informed every step of the way. You made it painless from initial call with Mike to delivery and installation with Kyle who did a great job Thank you,2024-04-21T14:34:43.000Z
Great staff,Rated 5 out of 5 stars,"Great staff, great service and  personal touch.",2024-04-19T21:18:01.000Z
Ordering procedures went Very smooth!,Rated 5 out of 5 stars,"Ordering procedures went Very smooth!However, I am currently waiting for delivery instructions and timing. The order was placed on April 13, 2024.",2024-04-19T21:10:42.000Z
Great experience.,Rated 5 out of 5 stars,Great experience.,2024-04-18T21:26:06.000Z
Great service all around!,Rated 5 out of 5 stars,"Great service all around from store experience, great prices, to delivery. Highly recommended local store that I have been using for years.",2024-04-18T20:42:18.000Z
Excellent customer service!!!,Rated 5 out of 5 stars,Excellent customer service & communication! Eric went above & beyond to help me in choosing my new appliances. I had such a positive experience from beginning to end. I am so excited to start using my new appliances. Outstanding service 10/10 will recommend everyone to order from here,2024-04-18T20:34:17.000Z
Great experience!,Rated 5 out of 5 stars,"Actually receiving the refrigerator that we wanted was a wonderful experience.However the shipping company left the skid and trash from the refrigerator on the side of our street, but that was ok as they brought in the new one undamaged and took away the old one.",2024-04-18T20:16:37.000Z
New Refrigerator,Rated 5 out of 5 stars,This was my first refrigerator purchase in 50 years!  I am so happy that I purchased from Plesser's.  The salesperson (Michael Erhart) was so helpful and reassuring that the delivery and installation would go great (which I was very nervous about because of size restrictions).  The delivery and installation was exceptional and I am enjoying my new refrigerator.  I highly recommend Plesser's and will be a continued customer.,2024-04-18T19:03:38.000Z
PLESSER'S IS DOING EVERYTHING GREAT!,Rated 5 out of 5 stars,"PLESSER'S IS DOING EVERYTHING GREAT!SALES IS SUPERB, PERSONAL TREATING ONE AS AN INDIVIDUAL, EXCELLENT LISTENERS, WITH AN EXCELLENT PRODUCT LINE & PRICE RANGE; IN A WORD EXEMPLARY!KUDOS TO JOE J,SALES MANAGER/RINGMASTER & LYNDSEY C,SALES SUPREMEDELIVERY ALSO EXEMPLARY! PROFESSIONAL, POLITE, FRIENDLY, ACCOMMODATING.",2024-04-18T17:32:22.000Z
They found the the range other stores…,Rated 5 out of 5 stars,They found the the range other stores couldn't get me. Outstanding customer service,2024-04-18T13:37:17.000Z
Friendly store,Rated 5 out of 5 stars,"Friendly store, low key sales, great service, easy delivery and installation.",2024-04-17T19:53:09.000Z
Dishwasher replacement,Rated 5 out of 5 stars,Installation went smoothly.  Wood panels look great on my new dishwasher.,2024-04-17T18:49:40.000Z
Exceptional experience,Rated 5 out of 5 stars,"Easy navigation of web site, large selections of items. Purchasing item made easy, notification of shipment and delivery setup a breeze.",2024-04-17T15:12:49.000Z
On time delivery,Rated 5 out of 5 stars,On time delivery. Very pleased. Better price than other places.,2024-04-17T00:47:18.000Z
Great Experience,Rated 5 out of 5 stars,"My salesperson, Eugene, was great. Very patient and professional He worked with me to find the right brand and price",2024-04-15T15:58:02.000Z
Friendly staff,Rated 5 out of 5 stars,"Friendly staff, very professional installation, Kyle is amazing, kitchen appliances look great!",2024-04-14T01:42:53.000Z
The best delivery,Rated 5 out of 5 stars,"Once again using Plesser for my kitchen and very happy. Professional, friendly & helpful. Peter Romano great salesman. Install was perfect with dishwasher. Techs were the best.",2024-04-13T14:38:40.000Z
5 stars,Rated 5 out of 5 stars,"Piesser’s is a wonderful company to experience-whether you deal with sales,delivery men or service all are helpful,knowledge&put the customer first. Recommend them highly.",2024-04-13T14:27:40.000Z
The way it should be,Rated 5 out of 5 stars,"The team was a polite ,no nonsense, honest group. I will purchase from Plessers again because of it.",2024-04-12T22:44:38.000Z
Nyra Elliott in customer service was…,Rated 5 out of 5 stars,"Nyra Elliott in customer service was exceptional! You can buy an appliance anywhere but when you have an issue you want to deal with a company that has your back. Nyra took complete control of the situation, contacting both the manufacturer and service company resulting in a replacement double oven!",2024-04-11T14:53:12.000Z
Easy and Knowledgeable,Rated 5 out of 5 stars,,2024-04-11T02:26:17.000Z
Great experience.,Rated 5 out of 5 stars,,2024-04-11T00:49:17.000Z
From bad experience to unbelievable service,Rated 5 out of 5 stars,"The delivery driver Kyle was very knowledgeable , courteous and above all he was a model employee. You should praise him for his excellent service, unlike the first driver you sent here on Friday 4/5/24. That individual named Doug needs to take a course on customer service and shouldn’t be dealing with your customers if you want them to return in the future.",2024-04-10T13:55:38.000Z
Prompt delivery and installation,Rated 5 out of 5 stars,Prompt delivery and installation,2024-04-09T19:19:16.000Z
They were early in delivering my fridge. Handled the appliance like a baby to avoid damage.,Rated 5 out of 5 stars,They were early for delivery. Handled equipment with care. Set up was perfect. Well done Plessor's!!!!,2024-04-09T14:58:33.000Z
Quick in and out,Rated 5 out of 5 stars,Quick in and out,2024-04-09T14:25:06.000Z
"Good buying experience, but beware the extended warranty",Rated 4 out of 5 stars,"I recently purchased an induction cooktop. The price was competitive, and the item was shipped promptly. Given the cost of the cooktop and fears of damage during shipment, I paid for the Gold Insured Inside Uncrated & Inspected delivery; this option is a bit expensive IMO for what is covered, particularly when the delivery crew tried to claim that it included bringing the cooktop into the kitchen, but not sliding it into its slot (happily, they did end up doing so after some minor grumbling). In the end, I was happy with the ordering process, speed of shipment and delivery. I dinged my review one star because of the after-sales call I received regarding the purchase of an extended warranty. I ended up purchasing it after the salesman stated that I would get half the cost back if there were no claims at the end of the warranty period; he did NOT mention that this would be handled as a store credit to be used within 60 days of receiving the credit, which I find very deceptive. Fortunately, Plesser's was quick to cancel and refund the extended warranty upon my request.",2024-04-06T23:53:31.000Z
"Best deal, great service",Rated 5 out of 5 stars,Mario was fabulous. He took time to explain the variety of appliances and understand what we were looking for. He stayed in touch throughout the process and his recommendations were spot on.,2024-04-06T14:54:32.000Z
Excellent service…,Rated 5 out of 5 stars,Emily was very helpful previously when I purchased an oven and helpful this time when purchasing the refrigerator and dish washer.,2024-04-06T13:36:44.000Z
Great job!!!,Rated 5 out of 5 stars,,2024-04-06T04:19:50.000Z
Emily was a pleasure to work with,Rated 5 out of 5 stars,"Emily was a pleasure to work with.  Ordering over the phone for a major appliance is stressful but she answered all my questions and called me back in a timely fashion when I left her a voice message.  Still waiting for the delivery of the appliance as I ordered it earlier in the week, crossing my fingers all arrives without damage.",2024-04-06T01:14:48.000Z
Lyndsey was fantastic,Rated 5 out of 5 stars,Lyndsey was fantastic,2024-04-05T22:49:08.000Z
It’s always a pleasure when dealing…,Rated 5 out of 5 stars,"It’s always a pleasure when dealing with Plesser’s. My salesman, Peter, was great. Quick, friendly, knowledgeable, good customer service. The cost of my appliance was $50 less expensive with Plesser’s than everywhere else that I checked. The delivery, installation and removal was less expensive as well. I buy all my appliances from Plesser’s.",2024-04-05T22:17:04.000Z
Clear email confirmation and real…,Rated 5 out of 5 stars,Clear email confirmation and real person calling and confirming delivery.,2024-04-05T21:51:31.000Z
Emily was extremely helpful and pleasant,Rated 5 out of 5 stars,Emily was extremely helpful and pleasant,2024-04-05T21:38:40.000Z
Mario P,Rated 5 out of 5 stars,"I had the pleasure of working with Mario Perez to get some amazing deals (and financing) on a refrigerator, (2) dishwashers and a washer and dryer.  He was prompt, friendly, helpful and overall very nice to talk to.  We can't wait for delivery!",2024-04-05T20:52:42.000Z
Being very helpful,Rated 5 out of 5 stars,,2024-04-05T01:08:41.000Z
Best price on the internet,Rated 5 out of 5 stars,"Best price on the internet, fast service.",2024-04-04T20:53:32.000Z
Plesser's website is comprehensive and…,Rated 3 out of 5 stars,"Plesser's website is comprehensive and they show in-stock items that other companies show as out of stock. In my case this was deceptive. I purchased a wall oven because it showed as in stock and the price was better than all other suppliers. However the ""blue ribbon"" delivery charge where 2 men will unpack and install put the price above and there was no alternate delivery option. The item took 2 months to arrive with several notices of delayed delivery and sat in storage at nearest city for another week. In the interim, it because available at my local Lowes and Home Depot within a month and I could have just picked it up the same day. It is extremely rare that I am critical of businesses in a review but I want to warning buyers that the ""in stock"" status is likely a sales tactic and to place a call to be absolutely sure.",2024-04-04T20:15:49.000Z
No Good So Far,Rated 2 out of 5 stars,1. Still don't have a receipt for the extended warranty that was part of my purchase despite following up multiple times.2. Purchased a week ago still no word it was shipped out.3. First time purchase at Plesser's,2024-04-04T19:50:00.000Z
customer service dealt with my…,Rated 5 out of 5 stars,"customer service dealt with my situation immediately, I was extremely satisfied",2024-04-04T19:44:41.000Z
It is dumb to use anyone else!,Rated 5 out of 5 stars,"I've been using Plesser's for years.  I called up, told them my BBQ needs and style. They directed me to 2 models. I picked one online and 3 days later it was on my deck ready to go...and the old one was gone.",2024-04-04T17:29:35.000Z
Professional people,Rated 5 out of 5 stars,Professional people Way better than big box,2024-04-04T01:44:33.000Z
Plessers show room is beautiful,Rated 5 out of 5 stars,Plessers show room is beautiful. Staff is very attentive. Not trying to sell you big names just giving you your best options. Prices were some of the best ive seen. I always go back to plessers. Delivery was quick easy and clean 5 stars guys thank you   Bill wolfe,2024-04-03T18:23:01.000Z
Great experience with Plesser’s from purchase through delivery!,Rated 5 out of 5 stars,We recently purchased a new LG refrigerator from Plesser’s.  Mike our salesperson was fantastic!  He was very knowledgeable and easy to interact with.  Today our new refrigerator was delivered.  Doug and his assistant were also great.  Highly recommend Plesser’s!,2024-04-03T17:49:29.000Z
Great experience,Rated 5 out of 5 stars,"The interaction with Gene, sales rep, was awesome. He addressed only my concerns, not trying to upsell me to a more expensive item. The 2 guys, sorry I forgot their names, who was sent to deliver, install and remove my old refrigerator were also tremendous. Efficient, came early and was cautious in not damaging the item or my house.",2024-04-03T16:10:06.000Z
Very good company,Rated 5 out of 5 stars,Very good company Very good customer service The delivery was always updating me about the arrival,2024-04-03T04:42:54.000Z
The installer Kyle was great,Rated 5 out of 5 stars,"The installer Kyle was great.  Knowledgable, courteous, neat, and professional.",2024-04-02T16:48:44.000Z
Excellent service,Rated 5 out of 5 stars,Excellent service. Excellent prices. Excellent communication.,2024-04-02T16:23:37.000Z
As one of the previous reviewers stated…,Rated 1 out of 5 stars,As one of the previous reviewers stated this would have been no star review but not able to choose that. It has now been almost 2 months dealing with this matter with Plesser and we still don’t have a functioning cooktop. It arrived not working properly but we were told “it’s now under warranty” so there was nothing they would do. We waited for 2 weeks for parts to be ordered and when they were installed one “new” part didn’t work so now we are waiting for more parts for a brand new cooktop. I find it very interesting that Plesser wil respond to a positive review but not a negative.,2024-04-02T02:22:48.000Z
great service,Rated 5 out of 5 stars,,2024-04-01T16:56:44.000Z
Great installation and thanks agsin,Rated 5 out of 5 stars,,2024-03-31T01:07:56.000Z
Plessers is number one!,Rated 5 out of 5 stars,"First and foremost, we trust Plessers to make the right recommendations, and to offer a fair price. The dryer we purchased is a perfect fit for our household.",2024-03-30T14:14:17.000Z
Great experience,Rated 5 out of 5 stars,Great customer service and extremely smooth installation.,2024-03-30T01:05:39.000Z
Kitchen appliance purchase,Rated 5 out of 5 stars,"We purchased a refrigerator, a microwave, a dishwasher and an oven. Our sales person, Adam was excellent. He was knowledgeable, personable and professional.The installation was perfect. The installers were very professional, competent, and a pleasure to work with.This is the third set of kitchen appliances we purchased from Plesser's and I would not hesitate to go back there again.",2024-03-30T00:29:05.000Z
So far great!!!!!,Rated 5 out of 5 stars,,2024-03-29T22:34:23.000Z
Ian was very helpful.,Rated 5 out of 5 stars,Ian was very helpful.,2024-03-29T18:47:02.000Z
Smooth easy and enjoyable !,Rated 5 out of 5 stars,Smooth easy and enjoyable !,2024-03-29T17:21:33.000Z
"Great purchase experience, great company",Rated 5 out of 5 stars,"Every single thing that you said was done down to the last minute of our delivery of our dishwasher, the installation, removal of old appliance and complete cleanup. This was not the first time I ordered from Plessers and if I need home items I will check their website.",2024-03-28T22:14:06.000Z
I didn’t receive my refrigerator yet…,Rated 3 out of 5 stars,,2024-03-28T14:19:56.000Z
Great service,Rated 5 out of 5 stars,Polite and professional!,2024-03-27T20:41:17.000Z
Great sales and service delivery and…,Rated 5 out of 5 stars,Great sales and service delivery and installation.   Perfect.  That’s why we’re long time customers.,2024-03-27T19:26:03.000Z
Outstanding service,Rated 4 out of 5 stars,Jose provided an exceptional service. He was honest and transparent.,2024-03-27T05:07:01.000Z
Professional and Courteous!,Rated 5 out of 5 stars,,2024-03-27T01:21:12.000Z
Just bought and received a refrigerator…,Rated 5 out of 5 stars,"Just bought and received a refrigerator The whole experience was professional, easy and pleasant.  I certainly plan to buy any new appliances that I need from them",2024-03-26T19:55:02.000Z
Great company,Rated 5 out of 5 stars,Great company. Everything was smooth from order to delivery. One little dent on the dishwasher at delivery but they were quick to redeliver a new one. Happy overall by their service.,2024-03-23T14:12:12.000Z
Beautiful clean and organized store,Rated 5 out of 5 stars,"Beautiful clean and organized store, staff was wonderful and so helpful. Pete was great to work with!",2024-03-22T20:19:17.000Z
Delivery personnel were very…bb,Rated 5 out of 5 stars,Delivery personnel were very informative on how to use the product.,2024-03-22T00:43:03.000Z
Refrigerator installation,Rated 3 out of 5 stars,"The sales person should recommend using an installer for the larger refrigerators upon purchasing so it doesn’t come as a surprise. It’s quite pricey, around $700. And no one called me the night before with a delivery window. The installers themselves were good.",2024-03-21T14:20:53.000Z
Mario called me to introduce himself…,Rated 5 out of 5 stars,Mario called me to introduce himself and offered to be of assistance whenever I had questions or concerns.He kept me informed  of all changes in delivery dates,2024-03-20T20:22:56.000Z
item delivered as expected,Rated 5 out of 5 stars,item delivered as expected. make sure to have cord ready as it is not included,2024-03-20T17:39:01.000Z
If I can provide a 0 I would 1 is too…,Rated 1 out of 5 stars,If I can provide a 0 I would 1 is too generous the overall experience is was awful I specifically called and stated what I wanted as I previously bought these 3 pieces . Told the rep that we were moving into a brand new construction home and needed the pieces installed with all the pieces. Much to our surprise when it was delivered you don’t install out of state which was not advised when we gave our address and the wrong pieces were given to us and no pieces were given for the fridge. Anytime we call we get a voicemail and a run around. There is never a supervisor anytime you ask.,2024-03-19T22:51:10.000Z
Plessers is wonderful!,Rated 5 out of 5 stars,"Plessers was great! Great staff, follow ups, seamless delivery and good prices!",2024-03-19T02:27:28.000Z
The oven I ordered arrived a month late.,Rated 2 out of 5 stars,,2024-03-16T17:48:11.000Z
Appliance delivered damaged,Rated 1 out of 5 stars,"Appliance delivered damaged, company  does not stand by product sold, tells ME to call manufacturer for service on a brand new just received range.  Terrible conduct and also am a longtime local customer, Will never purchase from them again, tried to stay away from big box stores but you’re better off with a more substantial company. So unhappy with this appliance.",2024-03-15T11:40:12.000Z
Pleased With Plesser’s,Rated 5 out of 5 stars,"I wasn’t familiar with Plesser’s and I wasn’t sure how trustworthy they were as a business. This was my first purchase from them (online) and the only reason I bought from them was because the GE stove #PB935YPFS I was looking for was out of stock pretty much everywhere else. Although I was required to pay an extra $79 for “white glove” delivery service and it took 20 days with very little tracking info in between to get across the country, the stove arrived without a scratch or dent and looked brand new as I’d expect. If there were a problem, I’m not sure how Plesser’s would have dealt with it, but the fact that there wasn’t a problem was quite a relief. Two big thumbs up from me.",2024-03-14T04:49:18.000Z
A+ Experience,Rated 5 out of 5 stars,"What an incredible experience working with Mario! This was our first time going to Plessers's appliance and it will not be my last.  The customer service, attention to detail and follow up are amazing.  Very impressed.",2024-03-13T21:52:25.000Z
Buy from plesser’s without worry!,Rated 5 out of 5 stars,"Great prices, reliable company, delivered my appliance in perfect condition. Friendly customer care.",2024-03-13T01:24:26.000Z
The $249.00 dollars of extra charges I…,Rated 4 out of 5 stars,"The $249.00 dollars of extra charges I had to pay hopefully, it's in good shape. Robert",2024-03-12T18:44:54.000Z
Robert,Rated 5 out of 5 stars,Robert at the Southampton store was a pleasure to work with. He was very knowledgeable about each item we purchased and was a big help in advising us on the operation of all the appliances.,2024-03-12T15:29:03.000Z
A Job Well Done,Rated 5 out of 5 stars,"Kyle delivered my range. He made the conversion that was needed, made sure the burners work and started the burn off process for me. He showed me that the burners work and explained the burn off process and explained next steps. He wished me a good day and was off to his next assignment. He was very professional and I appreciate that in a delivery",2024-03-09T20:08:08.000Z
Customer service,Rated 5 out of 5 stars,Customer service,2024-03-08T13:57:42.000Z
Very unhappy with customer service…...,Rated 1 out of 5 stars,"I purchased an LG washer/dryer combo (one machine) and when it arrived here I set it up and used it for a small to medium load at first to see how well it performed. The machine took over 8 hours to do the load! I tried it several more times and it varied from 8 to 4 hours a load. When I requested to return it, I was told not if you installed it already…..Really? What happened to customer satisfaction? It doesnt take 8 hours to HAND wash the load I did!  Your people told me to call LG. Ha they were worse than you.I’ve purchased a significant amount of items from you and I really feel let down. I have told lots and lots of people about your company and will not tell another one. $30 to $40 thousand dollars worth of refrigerators, stoves, washer dryers and not even a consideration for me. Sad…….",2024-03-08T00:43:29.000Z
After three years of dealing with…,Rated 5 out of 5 stars,"After three years of dealing with horrible appliance repair companies, I finally found one that is a true keeper.  Honest, reliable, knowledgeable and priced fairly. Going nowhere else",2024-03-08T00:14:58.000Z
1st Time Plesser’s Customer,Rated 5 out of 5 stars,Really good customer service support as our unit had some minor damage.  Would recommend Plesser’s to others.,2024-03-08T00:00:54.000Z
Great experience end to end including…,Rated 5 out of 5 stars,Great experience end to end including with customer service,2024-03-07T22:28:12.000Z
Mario perez,Rated 5 out of 5 stars,,2024-03-07T20:16:43.000Z
Outstanding Customer Service,Rated 5 out of 5 stars,"The entire team I worked with to buy the product and have it shipped to Mississippi was awesome.  Kind and professional.  Product arrived in perfect condition and once installed, working wonderfully.  Thank you.",2024-03-07T19:03:50.000Z
Timeline given was not timeline that…,Rated 1 out of 5 stars,Timeline given was not timeline that actually happened. The only reason I ordered from plessers was because of the delivery date I was given,2024-03-07T17:42:57.000Z
Guys clean and efficient,Rated 5 out of 5 stars,Guys clean and efficient,2024-03-06T17:25:20.000Z
Stove/Oven died on a Sunday afternoon,Rated 5 out of 5 stars,"Stove/Oven died on a Sunday afternoon, went online found what I wanted and spoke with a salesman on the phone.  They were great and had everything set up for delivery and installation within a few minutes.",2024-03-05T20:20:57.000Z
You dont wanna know…,Rated 1 out of 5 stars,,2024-03-05T19:56:59.000Z
Had a educational experience on buying…,Rated 5 out of 5 stars,Had a educational experience on buying a new refrigerator by well informed Matt great price and clean efficient installation.,2024-03-05T03:26:47.000Z
I have been going to Plessers for 20…,Rated 5 out of 5 stars,I have been going to Plessers for 20 years !! Alan Howard is the best of the best!! And the install guys are perfect!,2024-03-05T00:40:46.000Z
Salesman was very polite and…,Rated 5 out of 5 stars,Salesman was very polite and informative.No sales pressure at all. Would highly recommend.,2024-03-04T16:36:27.000Z
Plessers has a great start to finish…,Rated 5 out of 5 stars,Plessers has a great start to finish system. Probably why they have been around so many years. Thanks guys!,2024-03-02T22:18:31.000Z
Delivery was On time,Rated 5 out of 5 stars,"Delivery was On time, very easy to communicate! Definitely will shop again! Mario is outstanding with communication and goes above and beyond for anything you ask. 👏",2024-03-02T18:51:31.000Z
