Title,Star Rating,Main Content,Review Date
Fantastic  shirts,Rated 5 out of 5 stars,"Fantastic  shirts, fit very well, always getting  wonderful compliments on my shirts, they wash up really well!Love Love Love ❤️ these shirts!!!",2024-05-20T17:53:30.000Z
Fast delivery and quality products,Rated 5 out of 5 stars,,2024-05-20T15:52:40.000Z
Soft tshirts,Rated 5 out of 5 stars,Soft tshirts.   Great prices.  Quick Service,2024-05-20T15:35:49.000Z
Love the shirts fast service will buy…,Rated 5 out of 5 stars,Love the shirts fast service will buy again,2024-05-20T12:03:46.000Z
Great business,Rated 5 out of 5 stars,"Have been doing business with this company for a while now, and I can only say good things about them. The shirts are all great and shipping is super quick.",2024-05-20T02:18:09.000Z
Made well,Rated 5 out of 5 stars,Made well. Very comfortable.,2024-05-20T01:34:15.000Z
I have made 2 recent purchases,Rated 5 out of 5 stars,"I have made 2 recent purchases. Bought my girlfriend and I matching shirts for a day out. People loved them and we did too! ""Embrace the chaos!"" Hubby wore his new father's day gift yesterday. Delivery was so quick. Did not expect them to get here so fast! Haven't gifted Dadzilla yet but grandsons will love it on their dad!",2024-05-19T23:32:06.000Z
Love my shirts,Rated 5 out of 5 stars,"Love my shirts , fit well and wash up nicely. Would love a few new “ Bee “ stuff",2024-05-19T01:47:14.000Z
I received exactly as shown.,Rated 5 out of 5 stars,"I received exactly as shown. The shirt is soft, not too thin and not too thick. The size fits just as it should. This is probably my fifth time ordering. It has always been a good experience.",2024-05-18T23:22:50.000Z
"Not my first, nor my last order.",Rated 5 out of 5 stars,Good fit and soft material.,2024-05-18T17:16:53.000Z
I have bought from you before,Rated 5 out of 5 stars,I have bought from you before. This order was for my granddaughter and she's a nurse. When I saw the nurse shirts I had to get her them. She loves them,2024-05-18T14:59:22.000Z
Great product!,Rated 5 out of 5 stars,I love the difference designs.,2024-05-18T12:34:12.000Z
Luv your products!!,Rated 5 out of 5 stars,Luv your products!!! Everything fits perfectly. I love buying for not only myself but my friends. Thank you for all of your beautiful products.,2024-05-18T12:32:51.000Z
I love my T-shirts that I’ve gotten…,Rated 5 out of 5 stars,I love my T-shirts that I’ve gotten from your company. You’re very good quality and I really appreciate how fast they arrive.,2024-05-18T02:21:06.000Z
Nice shirts,Rated 5 out of 5 stars,"Nice shirts, really fast delivery!",2024-05-17T23:19:53.000Z
The promptness of delivery an the…,Rated 5 out of 5 stars,The promptness of delivery an the quality of the product,2024-05-17T22:57:45.000Z
Best shirts ever!,Rated 5 out of 5 stars,"I now have 35  shirts (maybe more).  I love every single one.   They are comfortable, wash well, and fit my fat body.  I will continue ordering!",2024-05-17T17:56:15.000Z
I love their merchandise,Rated 5 out of 5 stars,"I love their merchandise, top quality and the designs are perfect. T-shirt don't shirt and designs never fade",2024-05-17T14:59:59.000Z
Oder accuracy has been excellent!,Rated 5 out of 5 stars,,2024-05-17T03:05:38.000Z
I ordered a few shirts a couple of…,Rated 5 out of 5 stars,I ordered a few shirts a couple of weeks ago. They came faster than expected and were beautiful.,2024-05-16T23:23:07.000Z
Love the soft t-shirts,Rated 4 out of 5 stars,Love the soft t-shirts.  Wish you could designs in different colors.,2024-05-16T21:03:58.000Z
Prompt delivery on all orders and great…,Rated 5 out of 5 stars,Prompt delivery on all orders and great customer service,2024-05-16T17:46:22.000Z
My sister sent me some shirts and they did not dissapoint. I love them.,Rated 5 out of 5 stars,My sister sent me,2024-05-16T15:57:31.000Z
Repeat Customer 🤗,Rated 5 out of 5 stars,Always find something I don't have that I want to add to my wardrobe.,2024-05-16T00:26:53.000Z
Good quality at great prices,Rated 5 out of 5 stars,Good quality at great prices! Sizes are true to fit,2024-05-16T00:00:56.000Z
Order was great,Rated 5 out of 5 stars,"Order was correct, arrived quickly and shirts for well",2024-05-15T23:44:24.000Z
Love the designs,Rated 4 out of 5 stars,"Love the designs, but one is too small",2024-05-15T23:40:07.000Z
Absolutely love everything I get from…,Rated 5 out of 5 stars,"Absolutely love everything I get from you guys.  Fast delivery, top notch products.",2024-05-15T18:08:39.000Z
Exchange excellent,Rated 5 out of 5 stars,I had to do an exchange and the customer service was great,2024-05-15T18:01:14.000Z
Fabulous,Rated 5 out of 5 stars,I Absolutely Love your clothing.  Especially the printed t shirts! Everything is beautiful and I received my order very quickly!!,2024-05-15T17:43:08.000Z
Always love everything I get!,Rated 5 out of 5 stars,Always love everything I get!,2024-05-14T21:31:14.000Z
I love the shirts I order from B-Wear,Rated 5 out of 5 stars,I love the shirts I order from B-Wear.  I always get comments from people when I am out in public in one. The designs are always cute and the product of good quality. This time I also ordered two hats for my son and he really liked both of them.,2024-05-14T16:55:36.000Z
Great quality t-shirt and I am always…,Rated 5 out of 5 stars,Great quality t-shirt and I am always surprised how quickly them come! Very comfortable and wash and dry fantastic.,2024-05-14T15:30:04.000Z
Prompt delivery,Rated 5 out of 5 stars,"Prompt delivery, quality t-shirt.",2024-05-14T14:46:36.000Z
Fit was not the same as before,Rated 3 out of 5 stars,Fit was not the same as before. Ordered same size but these are fitting smaller & I have lost 20 pounds,2024-05-14T13:34:32.000Z
That the quality is on target .,Rated 5 out of 5 stars,"The experience is great because everything I have ordered has been best quality , good prices and delivery time was right on target , very fast .",2024-05-14T12:59:35.000Z
Things were shipped in the time it was…,Rated 5 out of 5 stars,"Things were shipped in the time it was stated they would, They are high quality shirts and so comfortable.",2024-05-13T20:08:07.000Z
Love all your products,Rated 5 out of 5 stars,,2024-05-13T17:29:05.000Z
Their good texture they have good…,Rated 5 out of 5 stars,Their good texture they have good quality of materials their prices are affordable and they last for a long time,2024-05-13T08:02:34.000Z
Great quality and fast delivery!,Rated 5 out of 5 stars,Great quality and fast delivery!,2024-05-13T03:33:32.000Z
I love the shirt quality,Rated 5 out of 5 stars,I love the shirt quality. Nice variety of prints. The shirts wash well. Fast shipping.,2024-05-13T03:09:48.000Z
Great tees!,Rated 5 out of 5 stars,"Fast shipping, great prices.  Shirts are nice, high quality tees.  Handled a return quickly and easily.  Highly recommend.",2024-05-12T21:26:42.000Z
Great product,Rated 5 out of 5 stars,Great product!  Soft and comfy to wear.  Quick delivery.,2024-05-11T16:11:09.000Z
I love this company,Rated 5 out of 5 stars,I love this company!  The shirts are soft and do not shrink.  Once the order is placed delivery is very fast.,2024-05-11T13:57:27.000Z
Exchanged my shirt in a timely manner,Rated 5 out of 5 stars,Exchanged my shirt in a timely manner. Love all of my shirts that I have ordered!,2024-05-10T23:03:13.000Z
Nice quality shirts & fast shipping,Rated 5 out of 5 stars,"Shipping was fast, as always. The shirts are nice, even the plain one I ordered.  I like that they don't charge extra for the larger shirts.  The only complaint I have is, they don't send me emails anymore notifying me of sales and promotions. Yes, I check my spam.",2024-05-10T22:54:52.000Z
Easy ordering and fast delivery great product,Rated 5 out of 5 stars,"I really like the sweatshirts.  I have ordered 3 recently and each of them fits well and are very comfy.  For the holidays I would like to see just a small emblem instead of something taking up the whole shirt/sweatshirt.  For me, less is more.",2024-05-10T17:28:03.000Z
Love the shirts that I got,Rated 5 out of 5 stars,"Love the shirts that I got. Easy to order, quick shipping and great quality tshirt.",2024-05-10T05:25:32.000Z
Always arrives in timely manner.,Rated 5 out of 5 stars,Always arrives in timely manner.,2024-05-10T02:20:08.000Z
easy and very fast delivery,Rated 5 out of 5 stars,easy and very fast delivery. great quality,2024-05-09T13:05:51.000Z
Great quality,Rated 5 out of 5 stars,Consistently great quality products,2024-05-09T01:42:04.000Z
Great product and fast delivery!,Rated 5 out of 5 stars,Great product and fast delivery!! Thank you,2024-05-08T20:36:04.000Z
Great quality shirts,Rated 5 out of 5 stars,Fast delivery.  Nice quality shirts.,2024-05-08T17:47:34.000Z
Great product and speedy delivery,Rated 5 out of 5 stars,,2024-05-08T17:27:02.000Z
As always the shirts and hoodies,Rated 5 out of 5 stars,As always the shirts and hoodies that I received are of great quality and oh so soft!  My wardrobe is quite full of B-Wear!,2024-05-08T16:19:46.000Z
Great shirts,Rated 5 out of 5 stars,My shirts are well made and fit good.,2024-05-08T00:18:39.000Z
Great quality,Rated 5 out of 5 stars,Great quality!  Wash like a dream!  No shrinking!  Order received quicklu!,2024-05-07T17:53:59.000Z
My favorite,Rated 5 out of 5 stars,Love the baseball tees...wash and wear well...large selection of designs,2024-05-07T17:01:33.000Z
They have such great quality shirts and…,Rated 5 out of 5 stars,They have such great quality shirts and such great designs.  And delivery is super fast!,2024-05-07T15:52:47.000Z
Receive shirts quickly and in good shape,Rated 5 out of 5 stars,,2024-05-07T15:38:13.000Z
the price & selection were very good,Rated 5 out of 5 stars,the price & selection were very good.  I have ordered before and have been very satisfied with the quality.,2024-05-07T15:17:39.000Z
"Excellent quality, both material and graphics.",Rated 5 out of 5 stars,"Great sales, good selection.  Only complaint I have is when items go on sale, with some of them, the only sizes left are S and M.Other than that, no complaints.  I’ve only purchased tops (tanks, tees, sweatshirts and hoodies) and they wash and dry very well.",2024-05-07T14:59:15.000Z
Shirts,Rated 5 out of 5 stars,Love this company and the material their shirts are made of.Always quickly shipping and receiving.,2024-05-07T13:09:05.000Z
Highly recommended,Rated 5 out of 5 stars,Absolutely love my shirts. Well made and so soft. You receive them quickly. Always perfect. I highly recommend.,2024-05-07T12:56:31.000Z
I love the shirts and it is always a…,Rated 5 out of 5 stars,I love the shirts and it is always a fast turn around in getting the product,2024-05-07T11:04:49.000Z
Their fabric is amazingly soft and…,Rated 5 out of 5 stars,"Their fabric is amazingly soft and comfortable, you don't have to put in the work with themTheir sizes are perfect if only all other retailers would use the sizing chart method of B-wear Sportwear",2024-05-06T02:16:22.000Z
Great quality,Rated 5 out of 5 stars,Never disappointed,2024-05-05T16:25:39.000Z
Love your products,Rated 5 out of 5 stars,They are true to size. I like that the sleeves are wide for bigger ladies. I have t-shirts  and sweatshirts. They are good quality and made in usa,2024-05-04T01:16:24.000Z
Always Reliable,Rated 5 out of 5 stars,"You can trust the size charts…that in itself is (apparently) very nearly impossible, so bravo. Please share the magic formula with other online retailers. Perhaps begin with how to read a tape measure. You carry quality products that wear and wash well without shrinkage. V-necks are my staple. Good stuff, thanks!",2024-05-03T07:23:40.000Z
Great service,Rated 5 out of 5 stars,"Great service , love the baseball sleeves",2024-05-03T00:37:51.000Z
My colorful order!!,Rated 5 out of 5 stars,My colorful order!! I ordered  shirts over the phone! Very friendly professional service. Delivery was sooner than I expected.  My shirts look very nice   I love the colors too! 😀 ⭐️ ⭐️⭐️⭐️⭐️,2024-05-02T22:42:50.000Z
Nice tee shirt,Rated 5 out of 5 stars,"My daughter loves these plain tee shirts for her job in a warehouse. The cotton is comfortable and cool. The price is great too, she wouldn't want to spend more for tees that get quite the work out in a warehouse.",2024-05-02T22:18:08.000Z
Love these shirts!…,Rated 5 out of 5 stars,Always ships quickly and the shirts are fantastic !,2024-05-02T20:43:36.000Z
I have ordered many times and have…,Rated 5 out of 5 stars,I have ordered many times and have never had any trouble or a mixup with my orders. The products are made of good quality material and wash up nice. I would recommend these products to anyone!,2024-05-02T09:05:56.000Z
Perfect tees,Rated 5 out of 5 stars,Great tee shirt & baseball tee..fit great at a terrific price too.,2024-05-02T03:14:10.000Z
I love the fabric and the fit!,Rated 5 out of 5 stars,,2024-05-02T02:27:47.000Z
Fast shipping,Rated 5 out of 5 stars,"Fast shipping, quality product, affordable! They’re a win win!!!",2024-05-02T01:48:34.000Z
Product was delivered early and perfect,Rated 5 out of 5 stars,,2024-05-01T21:46:34.000Z
Great product quality,Rated 5 out of 5 stars,Great product quality! Fair price! And great customer service!,2024-05-01T18:31:13.000Z
As always your products are incredible,Rated 5 out of 5 stars,"As always your products are incredible. The quality is exceptional, and your customer service and shipping times are unbeatable. Consider me a customer for life !",2024-05-01T17:05:51.000Z
Wonderful product,Rated 5 out of 5 stars,Wonderful product,2024-05-01T06:37:50.000Z
Quality of shirts was good as well as…,Rated 5 out of 5 stars,Quality of shirts was good as well as size,2024-04-30T17:36:15.000Z
I like how they wear and they wash up…,Rated 5 out of 5 stars,I like how they wear and they wash up good,2024-04-30T17:22:16.000Z
Price and free shipping on quality…,Rated 5 out of 5 stars,Price and free shipping on quality merchandise!,2024-04-30T15:32:34.000Z
I love the tshirts,Rated 5 out of 5 stars,"I love the tshirts, the fit and the response time receiving them.",2024-04-30T10:10:30.000Z
I always love my t shirts,Rated 5 out of 5 stars,I always love my t shirts! Great fit and quality!,2024-04-30T06:52:38.000Z
Happiness,Rated 5 out of 5 stars,Fast delivery and true to fit. Super soft tee shirts..,2024-04-29T23:32:20.000Z
Designs,Rated 5 out of 5 stars,Love all the designs on the shirts,2024-04-29T23:15:20.000Z
The quality of the shirts and cute…,Rated 5 out of 5 stars,The quality of the shirts and cute selection. Love this company and I am returning customer,2024-04-29T22:31:11.000Z
Always receive wonderful products,Rated 5 out of 5 stars,Always receive wonderful products. I have placed many orders with B Wear and have never been disappointed. I will continue to support this company.,2024-04-29T21:35:25.000Z
Quick delivery…good product …Will order…,Rated 5 out of 5 stars,Quick delivery…good product …Will order again in the future,2024-04-29T04:27:26.000Z
I love all my shirts from Bwear,Rated 5 out of 5 stars,I love all my shirts from Bwear. I must have 3 dozen. Hubby likes the plain ones as well.,2024-04-28T20:24:48.000Z
Satisfied,Rated 5 out of 5 stars,Love the t shirts I get from them. They wear nicely.,2024-04-28T18:56:22.000Z
The quality of B Sportswear,Rated 5 out of 5 stars,The quality & fit of the t-shirts along with the wide variety of designs make these a wonderful product.,2024-04-28T13:39:04.000Z
Great product always fits great and…,Rated 5 out of 5 stars,Great product always fits great and great quality,2024-04-28T06:03:46.000Z
Great design,Rated 5 out of 5 stars,Great design. Perfect fit. Soft fabric. I have several tees and love them all.,2024-04-28T04:34:01.000Z
Love my shirts,Rated 5 out of 5 stars,Love my shirts!  Easy to order and arrived quickly.  Will order more!,2024-04-28T02:16:57.000Z
Great products and service.,Rated 5 out of 5 stars,Great products and service.,2024-04-28T01:46:47.000Z
Great shirts,Rated 5 out of 5 stars,Great shirts for reasonable price and shipped fast.,2024-04-27T21:39:56.000Z
Shirts come in big sizes.,Rated 5 out of 5 stars,Shirts come in big sizes.They are so soft and comfortable.You receive them quickly!Great prices!,2024-04-27T19:57:50.000Z
Quality tees,Rated 5 out of 5 stars,Quality tees. Order a few times a year,2024-04-27T18:45:49.000Z
Quality,Rated 5 out of 5 stars,"Quality, price, quickness recieving order",2024-04-27T18:33:05.000Z
True to size,Rated 5 out of 5 stars,True to size. Nice material.,2024-04-27T18:18:19.000Z
I love the quality of the items I…,Rated 4 out of 5 stars,I love the quality of the items I received.  The price points are where i would expect them to be.  My only disappointment is that I wish there were more color choices for the apparel.,2024-04-27T15:00:01.000Z
Every purchase I have made over the…,Rated 5 out of 5 stars,Every purchase I have made over the years has been easy…shipped quickly and exactly what I expected. Thank you B Wear!!!,2024-04-27T04:16:30.000Z
Good quality,Rated 5 out of 5 stars,"Good quality, fast delivery, perfect Everytime shipments",2024-04-26T19:13:35.000Z
I have ordered quite a few items,Rated 5 out of 5 stars,"I have ordered quite a few items, and everything is high quality, great prices, and an awesome selection.   Thank you and I'll be ordering soon again:)).",2024-04-26T18:36:46.000Z
I still have not received my package,Rated 1 out of 5 stars,"I still have not received my package. It says it was shipped through FedEx & was supposed to be delivered on 4/18/24, but wasn't and when I check the tracking it hasn't been updated since 04/15/24, I've tried getting in touch with FedEx & with BSportswear but no one has an answer. I spent a little over $50 and need my items or a refund immediately!",2024-04-26T17:31:26.000Z
As always your tees are spot on…,Rated 5 out of 5 stars,As always your tees are spot on perfect. The all the designs and always getting likes from people when I  wear them wanting to know wear I got them and yes I tell them wear to go.     Thanks satisfied  customer,2024-04-26T17:20:19.000Z
Easy ordering,Rated 5 out of 5 stars,"Easy ordering, fast delivery and great product.",2024-04-26T05:25:12.000Z
Great customer service,Rated 5 out of 5 stars,"Great customer service, no hassle exchange",2024-04-26T04:00:34.000Z
I aways order the baseball tees,Rated 5 out of 5 stars,I aways order the baseball tees.  I wish you would put some prettier prints on them like you do regular tees.  I'd like to see blue sleeves and light gray body.   I like the easy order and the quick turn around time.,2024-04-26T01:18:03.000Z
Great quality and true to size.,Rated 5 out of 5 stars,Great quality and true to size.,2024-04-26T00:57:58.000Z
My husband loved the sweat shirts!,Rated 5 out of 5 stars,,2024-04-25T23:53:34.000Z
My order comes quickly and the items…,Rated 5 out of 5 stars,My order comes quickly and the items are always great quality.,2024-04-25T22:25:37.000Z
I love this company,Rated 5 out of 5 stars,I love this company! I’ve ordered over 10 shirts in the last few years and I haven’t had one issue. I’ve also bought them as gifts and my friends now order from here 🙂,2024-04-25T18:56:10.000Z
The fit of the shirt and the colors and…,Rated 5 out of 5 stars,The fit of the shirt and the colors and graffics are great,2024-04-25T17:41:40.000Z
I ordered 5 shirts and I loved them…,Rated 5 out of 5 stars,I ordered 5 shirts and I loved them all! 2 r for my sisters and I am sure they will love them also!,2024-04-25T12:18:35.000Z
I have always loved Bwear,Rated 5 out of 5 stars,"I have always loved Bwear, especially for my ball Mom gear!  It’s an amazing company, and they always have amazing deals!",2024-04-25T00:47:20.000Z
Suggestions for designs.,Rated 5 out of 5 stars,Love the quality of your shirts. Would love to see some with western & line dancing designs.,2024-04-24T22:55:44.000Z
Had the hats that I wanted,Rated 5 out of 5 stars,Had the hats that I wanted. Great selection and price. They look great!! Will be ordering more shortly. Thanks.,2024-04-24T20:22:41.000Z
Great business.,Rated 5 out of 5 stars,Good customer service and quality products.,2024-04-24T19:43:16.000Z
Fast service,Rated 5 out of 5 stars,Fast service,2024-04-24T15:13:48.000Z
Good job you people help me,Rated 5 out of 5 stars,Good job you people help me,2024-04-24T07:47:57.000Z
Good all-around website,Rated 4 out of 5 stars,"Pros:  I like the product, shipping time is okay, website is much better than it used to be, and sale prices are great! Cons:  Most baseball tees are not hemmed, I would like to see more NON nurse/teacher/faith designs.",2024-04-24T05:50:58.000Z
I always get my order in a timely…,Rated 5 out of 5 stars,I always get my order in a timely manner and always correct..,2024-04-24T05:02:09.000Z
All the t-shirts are made from the same…,Rated 2 out of 5 stars,All the t-shirts are made from the same material but the v necks that I ordered are much smaller.,2024-04-24T03:12:46.000Z
Always happy with my purchase.,Rated 5 out of 5 stars,,2024-04-24T01:41:10.000Z
Great product,Rated 5 out of 5 stars,"Great product, great prices",2024-04-24T01:03:28.000Z
Love the tops!,Rated 5 out of 5 stars,,2024-04-24T00:51:46.000Z
It’s great,Rated 5 out of 5 stars,It’s greatI love the shirts I get from you guys,2024-04-24T00:39:05.000Z
Unhappy customer,Rated 3 out of 5 stars,Have ordered several tshirts from BWear and really like the fact that they are screen prints. Little over a month ordered the baseball shirt with the pink ribbon and pumpkins to wear in October because I am a 14 year breast cancer survivor. All of the ball shirts on your site are hemmed. The one I received was NOT hemmed and the back is longer than the front. Needless to say that was my last order with your company. Don't understand why the items are not what is advertised on the site.,2024-04-23T21:26:53.000Z
Great value and service,Rated 5 out of 5 stars,,2024-04-23T20:20:10.000Z
Great Quality shirts,Rated 5 out of 5 stars,Order came in a timely manner. Fit is great.,2024-04-23T16:41:03.000Z
Always good quality name brand T-shirts…,Rated 5 out of 5 stars,"Always good quality name brand T-shirts and hoodies. Fast service. Would like to see more things for men that are not fishing,hunting ect. Overall a great company.",2024-04-23T14:14:49.000Z
Been getting shirts here couple years…,Rated 5 out of 5 stars,Been getting shirts here couple years quality great seem last love price and true to size and delivery quick,2024-04-23T01:29:42.000Z
Fun designs and comfortable fabric,Rated 5 out of 5 stars,Fun designs and comfortable fabric. All my orders are delivered on time.  Will buy again.,2024-04-23T00:42:53.000Z
Very comfortable and cute!,Rated 5 out of 5 stars,I buy quite a few as gifts and myself.,2024-04-22T18:46:55.000Z
My order shipped quickly and everything…,Rated 5 out of 5 stars,My order shipped quickly and everything was just as pictured,2024-04-22T16:24:07.000Z
Your company always has fast reliable…,Rated 5 out of 5 stars,Your company always has fast reliable service and shipping.  I've never had any problems!Great quality materials and perfect sizing.Repeat customer for sure.,2024-04-22T16:24:05.000Z
Good quality products,Rated 5 out of 5 stars,"Good quality products, a good price and quick shipping",2024-04-22T13:42:21.000Z
Great company,Rated 5 out of 5 stars,Love the quality of your clothes 😍  true to size and always prompt on delivery 👌,2024-04-22T06:25:33.000Z
I absolutely LOVE B-Wear shirts!!  I’ve ordered quite a bit from them and I love the quality of the shirts. I do wish they would have the image and then various shirt options / colors.,Rated 5 out of 5 stars,I absolutely LOVE B,2024-04-21T02:44:14.000Z
Love these t-shirts,Rated 5 out of 5 stars,"Love these t-shirts, made with good quality.",2024-04-21T02:28:23.000Z
This company really delivers!,Rated 5 out of 5 stars,"The shirts are very good quality and price.  They are shipped very quickly, and I wanted to add a shirt and I called and it was added no problem to my existing order. NO PROBLEM!",2024-04-20T23:53:41.000Z
100% Awesome!!,Rated 5 out of 5 stars,"I love the quality of the printed shirts and the softness of them. They also never fade. I absolutely recommend these shirts, joggers, and hoodies to everyone!! I only wish the tank tops came in a 4x but other than that, they're still 100/10!!!",2024-04-20T21:30:38.000Z
Good quality and fast shipping,Rated 5 out of 5 stars,Good quality and fast shipping,2024-04-20T18:03:35.000Z
Great products and speedy delivery,Rated 5 out of 5 stars,Great products and speedy delivery.  I’m a repeat customer and will continue to support this company. Highly recommend!,2024-04-20T14:32:42.000Z
Love these t shirts!,Rated 5 out of 5 stars,I’ve probably bought around 50 or more shirts from B-wear.  They are great quality and I get lots of compliments on them.,2024-04-20T00:43:05.000Z
"Cute designs,consistent sizing.",Rated 5 out of 5 stars,,2024-04-19T15:34:07.000Z
unisex coffee t shirt,Rated 5 out of 5 stars,I love the shirt. Well made and soft material. The shipping was quick also. Will order from you again.,2024-04-19T04:17:19.000Z
I love your shirts!,Rated 5 out of 5 stars,I love your shirts! Quick shipping! Good prices!,2024-04-19T03:45:26.000Z
Love the tshirts fit awesome,Rated 5 out of 5 stars,Love the tshirts fit awesome,2024-04-19T01:05:51.000Z
Love the shirts,Rated 5 out of 5 stars,"Love the shirts. Some materials are too thin , but I love them.Fast shipping and the price is great",2024-04-18T19:26:05.000Z
!! I will always be a repeat customer!!,Rated 5 out of 5 stars,I have ordered from B-wear off and on for about four years.  I have been thoroughly satisfied with every order.  Prices are more than decent especially with the different sales they have all the time.  Good quality. Fast shipping.  Great selection.  Great customer service.,2024-04-18T18:48:22.000Z
I love these shirts so much,Rated 5 out of 5 stars,I love these shirts so much! They have adorable designs with great prices. I love the options that they have for their collections. I've purchased from them many times and will continue to do so.,2024-04-18T16:59:01.000Z
I love the hoodies and t-shirts I get .,Rated 5 out of 5 stars,I love the hoodies and t-shirts I get .They fit me perfectly,2024-04-18T16:38:49.000Z
Order process was easy and delivery fast!,Rated 5 out of 5 stars,"Order process was easy and delivery fast, but, the shirts look super!",2024-04-18T04:47:00.000Z
Love my shirts!,Rated 5 out of 5 stars,These T shirts are well made and generously sized. There’s definitely a theme for everyone. I needed to exchange one of my purchases and the experience went well and in a timely fashion. I’m so pleased. Great gifts.,2024-04-18T03:24:01.000Z
Selection and price are great!,Rated 5 out of 5 stars,,2024-04-18T03:21:08.000Z
Awesome quality and design!,Rated 5 out of 5 stars,I love everything I have ever bought from this store…. Which has been a lot lol!!  Everything is great quality!,2024-04-18T02:35:59.000Z
Great quality shirts,Rated 5 out of 5 stars,Great quality shirts.  Fast delivery.  The only complaint is having to spend $50 to get free shipping.,2024-04-18T00:51:56.000Z
From price to quick delivery,Rated 5 out of 5 stars,"From price to quick delivery, I love bwear.  The quality of my purchased shirts is awesome.  They are so comfy.",2024-04-17T23:29:50.000Z
I love the tee shirts I have gotten…,Rated 4 out of 5 stars,I love the tee shirts I have gotten several,2024-04-17T23:23:32.000Z
I love my B-Wear shirts they are so…,Rated 5 out of 5 stars,I love my B-Wear shirts they are so comfortable and very cute! I get compliments all the time on them!,2024-04-17T21:34:40.000Z
Picked my tops up at Newark store,Rated 5 out of 5 stars,"Picked my tops up at Newark store, They were what I wanted & the two employees were really helpful.",2024-04-17T18:56:52.000Z
I sent back item weeks ago and still…,Rated 1 out of 5 stars,I sent back item weeks ago and still haven't gotten refund,2024-04-17T17:11:10.000Z
Quality merchandise at a reasonable price,Rated 5 out of 5 stars,Quality merchandise at a reasonable price with quick shipping!,2024-04-17T16:01:14.000Z
I like shopping B-Wear sportswear it’s…,Rated 5 out of 5 stars,I like shopping B-Wear sportswear it’s easy to shop online and I like there tops they fit great and their very soft . I will be coming back.,2024-04-17T13:28:44.000Z
I love all your shirts I think I own…,Rated 5 out of 5 stars,I love all your shirts I think I own every long sleeve you have. Wish you had more!,2024-04-17T09:41:13.000Z
Highly recommend,Rated 5 out of 5 stars,"Love the t-shirts, and hoodie. Very well made and they wash well. I have ordered from this company before and their products wear very well. I have one year old t-shirts and sweat shirts that are still in like new condition. I love their camping products. I receive many compliments when I wear them.",2024-04-17T03:24:01.000Z
Excellent quality products,Rated 5 out of 5 stars,"I love the clothing I ordered, excellent quality",2024-04-17T01:20:55.000Z
Great tshirts!!,Rated 5 out of 5 stars,Good quality shirts!!  Quick delivery also,2024-04-16T23:24:55.000Z
Shirts are amazingly comfortable and…,Rated 5 out of 5 stars,Shirts are amazingly comfortable and soft. The graphics are fun and funny. They don't crack and fall off if you take care of the shirt. Great shipping times and wonderful customer service,2024-04-16T17:53:16.000Z
Nice product,Rated 5 out of 5 stars,Nice productFast shipping 5*,2024-04-16T11:46:54.000Z
Always satisfied,Rated 5 out of 5 stars,always good quality and great price! Fast shipping!,2024-04-16T01:58:22.000Z
Never got the order or an email to pick…,Rated 1 out of 5 stars,Never got the order or an email to pick it up,2024-04-15T18:32:09.000Z
Great products,Rated 5 out of 5 stars,"Great products, great price, fast shipping",2024-04-15T05:41:55.000Z
