Title,Star Rating,Main Content,Review Date
A return to my 1966 trip at age 15 to…,Rated 5 out of 5 stars,A return to my 1966 trip at age 15 to Ocho Rios Jamaica where I got my first bottle of Royall Lyme. Love the selection. A great value and superb mini bottles right down to the metal screw caps.,2024-05-23T15:15:42.000Z
First time buying from Fragrancenet…,Rated 5 out of 5 stars,First time buying from Fragrancenet great price real product shipped in timely manner my order was also free shipping large selection of products just put another order in 4 days after I received my first order same great service again look for coupon codes anyway I will continue to order from Fragrancenet,2024-05-23T14:47:10.000Z
Stand behind products,Rated 2 out of 5 stars,Stand behind products. Ordered Mont Blanc stick deodorant received and was melted. Not in stick form. Messaged FragranceNet and was told they couldn't find any order information.,2024-05-23T13:42:20.000Z
The products did not disappoint,Rated 5 out of 5 stars,The products did not disappoint. They were exactly what my daughter and I expected.  Prices were good.,2024-05-23T12:42:43.000Z
Great site,Rated 5 out of 5 stars,"Great prices, fast shipping, easy!",2024-05-23T12:02:28.000Z
"Multiple orders, no complaints.  Great bargains. Great Coupons!",Rated 5 out of 5 stars,"I have purchased $,$$$'s with Fragracenet.com and between the Capital One Shopping cash back and their FANTASTIC coupons, I've always found AMAZING deals.   I have saved at least 80% over retail in the last 6mo.  So happy to have found them.  At least 4 maybe 5 orders now, and never ever had any trouble. Quick ship.  Usually no back orders like some online retailers, so far all batch codes and legit.  Sometimes there's a little age to the bottle, but it's never had any bad juice.  Spread on batch dates is from 3mo to 4yrs.  But again, never a bad batch yet.  So no trouble.",2024-05-23T07:45:12.000Z
Well at First my package was never…,Rated 1 out of 5 stars,Well at First my package was never delivered..Second I asked for a replacement which is taking for ever..It was for my son's birthday unfortunately I was not able to give to him...I was hoping to get it on time ...,2024-05-23T02:26:32.000Z
Happy customer…,Rated 5 out of 5 stars,Always great selection and good prices as well… shipping is typically pretty quick so all around good at all angles.,2024-05-23T00:40:09.000Z
Perfume was as described came fast and…,Rated 5 out of 5 stars,Perfume was as described came fast and in good condition.,2024-05-22T23:30:57.000Z
My package is yet to be delivered and…,Rated 1 out of 5 stars,My package is yet to be delivered and my money still not refunded.,2024-05-22T23:27:34.000Z
Great products great service,Rated 5 out of 5 stars,Great products great service,2024-05-22T21:16:04.000Z
Excellent online retailer with…,Rated 5 out of 5 stars,Excellent online retailer with authentic perfumes that ship out fast and securely. Never had any bottles break and my perfumes always came brand new. Good company.,2024-05-22T19:25:28.000Z
Perfect,Rated 5 out of 5 stars,Quick shipping and great prices,2024-05-22T18:15:32.000Z
My order has never been shipped which I…,Rated 2 out of 5 stars,My order has never been shipped which I could see by the tracking number provided.  It just never left the warehouse.  Customer service kept lying that it's on the way and didn't bother to check their own tracking number.  I requested to speak to the supervisor and provided my cell phone number.  Nobody called me ever.  I gave 2 stars instead of one because I received my money back when I requested it.,2024-05-22T17:49:56.000Z
Everything went well and arrived early 👍,Rated 5 out of 5 stars,,2024-05-22T17:29:13.000Z
Excellent!!!,Rated 5 out of 5 stars,"Order on line was so convenient, and received items before the date of the delivery , I have ordered items before from this company and will do it again and again",2024-05-22T16:28:34.000Z
great selection and prices,Rated 5 out of 5 stars,great selection and pricesquick delivery,2024-05-22T16:20:27.000Z
Best way to acquire favorite fragrances,Rated 5 out of 5 stars,"FragranceNet is the easiest way to order, and the least expensive option to acquire all your favorite fragrances.  Orders are always correct and shipped very promptly.  Great company in every way!!!",2024-05-22T14:53:22.000Z
I recently made a purchase from…,Rated 5 out of 5 stars,"I recently made a purchase from FragranceNet.com, and I couldn't be happier with my experience! The website is easy to navigate, and they have an extensive selection of fragrances at unbeatable prices. I found my favorite perfume at a significant discount compared to retail stores.The ordering process was smooth, and I received my order promptly. The packaging was secure, and the product arrived in perfect condition. I also appreciated the extra samples included in my order – a nice touch!Customer service was excellent. I had a question about my order, and their support team responded quickly and professionally. Overall, I highly recommend FragranceNet.com to anyone looking for great deals on authentic fragrances. I'll definitely be a returning customer!",2024-05-22T14:25:41.000Z
Love the company & especially your…,Rated 5 out of 5 stars,"Love the company & especially your product & pricing, I’ll only buy from your website..!!",2024-05-22T14:21:14.000Z
Arrived when I needed it for mothers…,Rated 5 out of 5 stars,Arrived when I needed it for mothers day!,2024-05-22T13:04:46.000Z
The best place to buy fragrances,Rated 5 out of 5 stars,This is the only place where my family and I buy our fragrances - they are authentic and much cheaper than they are in the department stores.,2024-05-22T13:00:35.000Z
I love your company real purfumes at…,Rated 5 out of 5 stars,I love your company real purfumes at affordable prices,2024-05-22T11:46:37.000Z
Not the truth,Rated 1 out of 5 stars,I have been purchasing TABU from you for years and I have been using TABU since I was 25 yrs old.  These last 3 times I have order TABU it has not been the real things.  The boxes are never in cellophane and the tube inside the bottle is always black and not clear and the scent is definitely not TABU.  I was basically told by the Customer Service people that I was lying because their product is the real thing.  I know my TABU.,2024-05-22T11:40:54.000Z
The products are priced accordingly and…,Rated 5 out of 5 stars,The products are priced accordingly and the selection is good.,2024-05-22T10:33:57.000Z
I'm 100% satisfied till now,Rated 5 out of 5 stars,I'm 100% satisfied till now. Very good products and I receive on time my orders,2024-05-22T10:00:04.000Z
I always receive my order w/in a wk or…,Rated 5 out of 5 stars,I always receive my order w/in a wk or 10 max. U always get samples different things to try.,2024-05-22T09:19:43.000Z
Variety of products,Rated 4 out of 5 stars,"I enjoy the products that are available through Fragrance. Net. Sometimes, shipping is slow and I may request a status.",2024-05-22T07:40:58.000Z
You guys are the best thank you for…,Rated 5 out of 5 stars,You guys are the best thank you for your service.,2024-05-22T07:38:18.000Z
Shipping was delayed multiple…,Rated 1 out of 5 stars,"Shipping was delayed multiple times,fragrance took forever to arrive 🙄",2024-05-22T06:06:43.000Z
Customer service and support is always…,Rated 5 out of 5 stars,"Customer service and support is always great,also great prices and 💯 authentic products.I feel always satisfied with my purchase.",2024-05-22T04:56:55.000Z
Amazing product,Rated 5 out of 5 stars,,2024-05-22T03:56:45.000Z
First I bought the travel size and…,Rated 2 out of 5 stars,First I bought the travel size and smelled delicious then I bought a bigger size but the smell was gone in a few minutes after I sprayed it in me ….. very disappointed,2024-05-22T03:48:01.000Z
Very frustrating,Rated 1 out of 5 stars,Purchased product over 2 weeks ago. Hasn't shipped. No response from support. Very frustrating.,2024-05-22T03:31:57.000Z
Fast and easy!,Rated 5 out of 5 stars,,2024-05-22T03:26:17.000Z
Great for fragrance collectors,Rated 5 out of 5 stars,Fast shipping. Easy returns. Good selection at great prices,2024-05-22T02:57:08.000Z
I 100% recommend FragranceNet,Rated 5 out of 5 stars,"I 100% recommend FragranceNet, amazing quality on anything you buy! Very affordable and amazing prices!!!",2024-05-22T02:47:32.000Z
Packaged well,Rated 5 out of 5 stars,"Packaged well, Great Product,  free samples.  Win, Win!  Thank You!",2024-05-22T01:56:39.000Z
Prices and prompt service are Great,Rated 4 out of 5 stars,Prices and prompt service are Great,2024-05-22T01:49:04.000Z
I always get my product in a timely…,Rated 5 out of 5 stars,I always get my product in a timely fashion which is important as I usually am buying gifts for birthdays or special occasions,2024-05-22T01:44:45.000Z
The Arpege That I ordered does not…,Rated 3 out of 5 stars,The Arpege That I ordered does not smell like the original. I don’t know if it’s watered down or if another company is making it but it’s not the same. I don’t like it. It does not last.,2024-05-22T01:29:13.000Z
Prompt delivery and reasonable price.,Rated 5 out of 5 stars,,2024-05-22T00:52:53.000Z
The only thing I didn’t like is the…,Rated 5 out of 5 stars,The only thing I didn’t like is the eyebrow pencil.,2024-05-22T00:04:51.000Z
Great product & fast delivery,Rated 5 out of 5 stars,Great product & fast delivery,2024-05-21T22:59:52.000Z
Don’t buy,Rated 1 out of 5 stars,I never received my package . And can’t get through to anyone through the 1-800 number .,2024-05-21T22:17:38.000Z
Don’t use a gift card,Rated 1 out of 5 stars,Never delivered my package and gave me a “refund” to a visa credit card I had already thrown away .,2024-05-21T22:10:26.000Z
I ordered N 1 Chanel fond de taint…,Rated 1 out of 5 stars,"I ordered N 1 Chanel fond de taint revitalisant au camelia rouge  number B20  foundation I was sent same name but Number 10 which is not the same color. It is much too light for my skin and I cannot use it. I do not have money to waste on expensive cosmetics such as this and was very disappointed to say that  I was sent incorrect product, but I can’t return it.In this case, would you make an exception and send a refund since it is not the right product I ordered.",2024-05-21T22:09:23.000Z
Always great scents at a great price.,Rated 5 out of 5 stars,Always great scents at a great price.,2024-05-21T21:41:23.000Z
quality of product,Rated 5 out of 5 stars,"quality of product , pricing , prompt delivery",2024-05-21T21:02:51.000Z
Prices not all that !!!!,Rated 2 out of 5 stars,,2024-05-21T21:01:52.000Z
Product was priced right with a quick…,Rated 5 out of 5 stars,Product was priced right with a quick delivery,2024-05-21T20:32:57.000Z
Fair price for a good product,Rated 5 out of 5 stars,Fair price for a good product. I purchased Mac lipstick.,2024-05-21T20:03:58.000Z
Wonderful experience,Rated 5 out of 5 stars,Wonderful experience,2024-05-21T19:08:31.000Z
Very satisfied,Rated 5 out of 5 stars,The selection of fragrances and the ease of shopping,2024-05-21T18:36:49.000Z
There are so many products offered at…,Rated 5 out of 5 stars,There are so many products offered at discount plus the convenience of home delivery. My favorite fragrances are right here so I don't have to go to the mall and stand on checkout lines. Great service too.,2024-05-21T16:30:09.000Z
Update on my previous review,Rated 1 out of 5 stars,Update on my previous review. Nothing has been done I was charged and never received item. I even asked for a substitute replacement because Million was my second choice. They are always out of stock on my first choice Sauvage Mens Elixir! No nothing. Definitely avoid FragranceNet! Save yourself the hassle and just go to the department store! Don't recommend!,2024-05-21T16:14:13.000Z
Unsatisfactory Experience,Rated 1 out of 5 stars,"I encountered an issue with my recent order where the wrong items were sent to me. I promptly returned them, expecting a refund to follow. However, despite the passage of time, I have yet to see any progress on the refund process. Regrettably, I've had to involve my bank to dispute the transaction.",2024-05-21T15:56:01.000Z
Great products and prices,Rated 5 out of 5 stars,Great products and prices; quick delivery of items.,2024-05-21T15:53:30.000Z
First my items didn't ship out or…,Rated 1 out of 5 stars,"First my items didn't ship out or arrive at the time that was implied. Once the items were finally shipped, I never received the merchandise that I purchased. Finally, the customer service was not helpful at all during this issue. This was the very first time that I have ever ordered from this company and is the last.",2024-05-21T14:39:07.000Z
The price is very good and most of the…,Rated 5 out of 5 stars,The price is very good and most of the products I look for are in stockLove this website,2024-05-21T14:32:59.000Z
Quick delivery,Rated 5 out of 5 stars,"Quick delivery, good products and excellent prices",2024-05-21T14:32:09.000Z
Great service,Rated 5 out of 5 stars,Great service. Love free delivery.,2024-05-21T14:02:41.000Z
Trust them,Rated 5 out of 5 stars,Been ordering from this company for a few years now and they never disappoint,2024-05-21T12:54:35.000Z
go-to source for my colognes,Rated 5 out of 5 stars,"This is my go-to source for my colognes. They ship fast and priced very reasonably. If the products aren't real, I sure can't tell.",2024-05-21T12:41:40.000Z
Grandson loves his “Versace”!,Rated 5 out of 5 stars,,2024-05-21T12:36:39.000Z
Horrible service Horrible shipping,Rated 1 out of 5 stars,Horrible service Horrible shipping. Won't buy again.,2024-05-21T06:54:11.000Z
Great price,Rated 5 out of 5 stars,"Great price, easy to order, and perfume arrived within a week.",2024-05-21T04:11:25.000Z
Great Fragrance Website,Rated 5 out of 5 stars,"Big selection and wide variety of products, high quality items and fast shipping, plus a generous amount of samples with each order, highly recommend :)",2024-05-21T03:33:24.000Z
The best quality,Rated 5 out of 5 stars,"The best quality, fast shipping, products packed with care! Just so many options to choose from. I absolutely love ordering from FragranceNet!",2024-05-21T02:24:09.000Z
Bad customer service and bad prodcuts,Rated 1 out of 5 stars,"I had been emailing back and forth with customer service before I even placed my order inquiring about returns since their policy listed online was not very clear. I eventually placed my order and got four different perfumes. Two of them smelled awful so reached out about returning. I was sent a return label to return those items. I did realize after sending those back the two I kept have no stay to them. The scent fades VERY quickly. So, I am not sure if they are legit.  Maybe expired. I had issues with another perfume I ordered in the past from here. I did see the other day once I got refunded that I was shorted on my refund. So I reach back out and then am told I was charged for the return shipping. This was never mentioned in ANY of the emails with customer service. This SHOULD have been disclosed to me before I even placed my order when I was inquiring about the return policy. Or maybe again when I reached out about returning. I could have returned them for free through my work and would have went that route if I would have been told this. Just poor communication and the fragrances don't seem legit!",2024-05-21T01:29:50.000Z
I’m using this company and love it,Rated 5 out of 5 stars,I’m using this company and love it. Delivery is fast and you cannot beat prices.,2024-05-21T00:12:28.000Z
Great service,Rated 5 out of 5 stars,Great website and great service,2024-05-20T23:19:04.000Z
Trustworthy website,Rated 5 out of 5 stars,Easy to use website quick shipping and all scents are the real thing and good savings,2024-05-20T22:50:41.000Z
Great low prices,Rated 5 out of 5 stars,Great low prices,2024-05-20T22:48:12.000Z
My order was promptly sent,Rated 5 out of 5 stars,"My order was promptly sent, and I love the scent.  The only complaint I have is that I tried to use a coupon that was sent to me via mail, and it made the price lower on my product. I couldn't figure out how to get the better price back.  Besides that, all is great,",2024-05-20T22:43:30.000Z
Great service,Rated 5 out of 5 stars,Shipping was faster than I expected. Fragrances came in perfect condition. The sales sound too good to be true.,2024-05-20T22:27:28.000Z
I couldn’t smell the fragrance at all,Rated 3 out of 5 stars,I couldn’t smell the fragrance at all. Other people can’t smell it either. I’ve used this fragrance for years and it was not the same,2024-05-20T22:17:32.000Z
Genuine fragrances,Rated 5 out of 5 stars,"Genuine fragrances. Fast shipping, great discounts, overall a 5star service!",2024-05-20T22:17:13.000Z
Great prices and not knock off…,Rated 5 out of 5 stars,Great prices and not knock off perfumes.  Always a pleasure to shop on the website.,2024-05-20T20:29:27.000Z
The price was good,Rated 4 out of 5 stars,"The price was good , even though I seen it cheaper at Walmart, the delivery was a lil slow. But I stay faithfu.   Thanks again",2024-05-20T19:33:34.000Z
Love my products,Rated 5 out of 5 stars,Love my products. I would love a larger White Shoulders lotion & shake powder of Red Door or white Shoulders or chantilly,2024-05-20T18:44:04.000Z
The fast shipping.,Rated 5 out of 5 stars,The fast shipping.,2024-05-20T18:17:31.000Z
Loyal customer since 2013,Rated 5 out of 5 stars,"I have been trusting Fragrancenet for my perfume needs since 2013--with absolutely NO problems or issues. I am confident that they will continue to deliver top quality, authentic products with great customer service. And I will remain a loyal customer.",2024-05-20T17:44:22.000Z
I have tried twice to return a stinky…,Rated 1 out of 5 stars,"I have tried twice to return a stinky fragrance and not one response as of yet. They are ignoring my request, obviously, so they don't have to give me a refund.",2024-05-20T17:20:21.000Z
Mobile?,Rated 3 out of 5 stars,"Needs to be modified online, website is to fit a computer not mobile!",2024-05-20T17:14:37.000Z
The fragrance is great,Rated 5 out of 5 stars,"The fragrance is great, and shipping was fast too!",2024-05-20T17:08:48.000Z
"Excellent perfume, excellent price",Rated 5 out of 5 stars,Excellent perfume with an excellent price with the coupon. Thank you!!,2024-05-20T16:43:44.000Z
Products ship fast.,Rated 5 out of 5 stars,Products ship fast.,2024-05-20T16:36:32.000Z
I smell like a queen,Rated 5 out of 5 stars,I smell like a queen!  I am getting so many compliments.  I love it!,2024-05-20T15:59:42.000Z
Easy navigation on this site and the…,Rated 5 out of 5 stars,Easy navigation on this site and the best price for the product i bought!! Thank you!!,2024-05-20T13:08:57.000Z
Happy Customer,Rated 5 out of 5 stars,Very impressed with delivery time and the quality. I ordered the full size Creed Love in White for half the price. Will order again from Fragrance.net.,2024-05-20T13:00:43.000Z
SCAM! Lost My Shipment & Refuse to Fix,Rated 3 out of 5 stars,"Update: I’d previously gave Fragrance.net a one star and completely obliterated them for ignoring my emails about my purchase, lost the shipment, etc. However, after this post, they did everything possible to correct their mistake, which is why I upgraded my review. They sent me a new product, and said they refunded my original purchase which I still need to verify but I’m glad I ended up receiving what I’d purchased. In the end, they did make it right and that is ultimately what matters…feeling heard as a customer.",2024-05-20T12:56:14.000Z
Fragrancenet has been my go to for…,Rated 5 out of 5 stars,Fragrancenet has been my go to for deals on perfumes for many years now. They have wide selections of department store and niche perfume. They have great customer service too and that’s very important to me.,2024-05-20T12:40:34.000Z
Shipment always on time and the…,Rated 5 out of 5 stars,Shipment always on time and the products smells the way it supposed to,2024-05-20T12:06:21.000Z
Best prices,Rated 5 out of 5 stars,Best prices,2024-05-20T11:35:57.000Z
I love this site,Rated 5 out of 5 stars,I love this site. I can afford to always have my favorite fragrance at an amazing price! Shipping is quick and checkout is easy! I always tell everyone how great their prices are!,2024-05-20T10:03:06.000Z
Always find the best brands for  great…,Rated 5 out of 5 stars,Always find the best brands for  great prices and the quickest delivery.,2024-05-20T08:52:23.000Z
Great prices!,Rated 5 out of 5 stars,,2024-05-20T06:47:04.000Z
Super fast delivery 👌🏼,Rated 5 out of 5 stars,Super fast delivery 👌🏼,2024-05-20T06:28:33.000Z
Great products at decent prices needs better communication.,Rated 5 out of 5 stars,Great products at decent prices. Shipping can take 2-3 weeks. It that may be due to availability. I do wish they wojof contact me when they are out of stock and waiting for restocked items. They never keep me informed. I wait for a long time not knowing when my items will be shipped or why they aren’t shipped. Updates would be very appreciated.,2024-05-20T06:06:23.000Z
Great fragrances and prices,Rated 5 out of 5 stars,,2024-05-20T05:26:51.000Z
Easy process of ordering and time from…,Rated 5 out of 5 stars,Easy process of ordering and time from of shipment was fast.,2024-05-20T05:17:04.000Z
"Slow delivery, full size samples.",Rated 4 out of 5 stars,"The perfume ""samples"" are true ""samples"" from the manufacturers.  Nice sized, on the typical card created for perfume samples.The negative was the amount of time it took to receive my delivery.  It came from the state of Georgia, in the U.S., and I live in a neighboring state, but it took more than 2 weeks to arrive.  I received samples (decants) from another perfume sample site, sent from overseas, that arrived faster!",2024-05-20T04:58:31.000Z
Best Price on my favorite fragrance.,Rated 5 out of 5 stars,,2024-05-20T04:28:05.000Z
Good pricing but short on packaging,Rated 3 out of 5 stars,"Good pricing and prompt shipment.   Unfortunately, after a minimum order of 60.00 one of the items arrived damaged.   Cap was shattered into pieces; but functionality (spray) still good.",2024-05-20T04:20:37.000Z
Doesn’t seem genuine and feel a bit…,Rated 1 out of 5 stars,Doesn’t seem genuine and feel a bit disappointed. I went to a local store after purchasing and even the sales associate thought the fragrance smelled different from the same product sold at their location.,2024-05-20T04:16:16.000Z
Smelling great doesn't have to break the bank!,Rated 5 out of 5 stars,"Easy to order and arrived quick. Love that! Great, huge selection with amazing prices and deals. Only place to buy my favorite scents!!",2024-05-20T03:45:03.000Z
My order arrived promptly and was…,Rated 5 out of 5 stars,My order arrived promptly and was packed well.  I loved the fragrance I bought and the one item I had to return was easy to deal with and the credit came right away.  5 stars,2024-05-20T03:07:24.000Z
5-star - Fast delivery and great customer service,Rated 5 out of 5 stars,This is a great customer-focused fragrance company. Delivery is prompt and customer service is top-notch. They respond to any concerns within one day and ensure any issues are resloved. I have been ordering from Fragrancenet for years and everything is fabulous.,2024-05-20T02:56:07.000Z
Great product and timely shipping.,Rated 5 out of 5 stars,,2024-05-20T02:04:17.000Z
I like it and I feel safe with this,Rated 5 out of 5 stars,I like it and I feel safe with this. I can see that I’m buying the real item.🫶,2024-05-20T01:53:57.000Z
Fragrance net.com still carries my…,Rated 5 out of 5 stars,"Fragrance net.com still carries my favorite cologne, Coach Signature. Fabulous.They have great prices and quickly ship my order. I have purchased from them over the past 10 years. I will continue to do so for the next 10+ years. Can’t say enough about them!",2024-05-20T00:25:18.000Z
I ordered my Perfume in April and still…,Rated 1 out of 5 stars,I ordered my Perfume in April and still has not received them,2024-05-20T00:11:59.000Z
Prompt delivery and great prices on…,Rated 5 out of 5 stars,Prompt delivery and great prices on hard to find classics,2024-05-19T23:54:57.000Z
Highly Disappointed,Rated 1 out of 5 stars,They shipped my order in a box that was half opened. The delivery man left it in the rain so the entire order was ruined! I reached out and let FragranceNet know they never even responded or tried to rectify the situation. I had been a loyal customer of FragranceNet for about 10 years up to that point. I’ll never order from them again.,2024-05-19T22:36:54.000Z
I spent almost 300 dollars on Gucci…,Rated 1 out of 5 stars,I spent almost 300 dollars on Gucci Bloom and Dolce Gabbana. I received the order after 10 days but I realized that these perfumes are not authentic. I used them but their smell is not last I feel like it is just water. I wasted my money on this site and disappoint with their service.,2024-05-19T21:43:15.000Z
I received a item broken and package…,Rated 2 out of 5 stars,"I received a item broken and package damaged I sent lots of Emails, but nobody answered",2024-05-19T21:09:35.000Z
Great prices and fast shipping,Rated 5 out of 5 stars,Great prices and fast shipping. It’s legit ! No joke ! Been a customer for years and stopped buying my perfume at the department store .,2024-05-19T20:59:55.000Z
Good service,Rated 5 out of 5 stars,"Good service, Fast delivery, Good Customer Service.",2024-05-19T20:56:02.000Z
Paid extra to get my order faster that…,Rated 1 out of 5 stars,Paid extra to get my order faster that didn’t happen. I contacted them and they said it wasn’t guaranteed. So that was that. Then after a week and some later I got a delivered notification but I never got anything it was not left at my house. Sorry mom you couldn’t enjoy your perfume.,2024-05-19T20:33:11.000Z
Great quality,Rated 5 out of 5 stars,"So far I have received all the fragrances, I am a huge fan of perfumes and have in fragrancenet has help me deciding on my next purchases",2024-05-19T20:28:50.000Z
A Great Source for Many Things From Shampoo to Cologne to Makeup and Skin Care.,Rated 5 out of 5 stars,I hVE ORDERED A VARIETY OF PRODUCTS FROM FRAGRANCE.NET and have always been very satisfied.  The prices are very reasonable - often much lower than from any other source.  Never had a problem with receiving the wrong item or an item being delayed,2024-05-19T20:19:14.000Z
Competitive prices,Rated 5 out of 5 stars,"Competitive prices, very fast shipping.",2024-05-19T19:44:21.000Z
FragranceNet for LIFE,Rated 5 out of 5 stars,"I appreciate the ability to purchase my favorite scent at incredible prices even though it may no longer be popular.  Not just perfume but I can find and buy makeup, hair products and skincare products at great prices.",2024-05-19T19:00:16.000Z
They have the best prices and the most…,Rated 5 out of 5 stars,They have the best prices and the most popular perfumes,2024-05-19T18:16:36.000Z
My perfume was leaking and I contacted…,Rated 1 out of 5 stars,My perfume was leaking and I contacted and sent the pictures of it like they asked and never heard anything else from them,2024-05-19T16:37:11.000Z
Will buy from again,Rated 5 out of 5 stars,Simple searching on the website to find the perfume. Ease of ordering and then checkout. Fast delivery.,2024-05-19T16:30:02.000Z
Great fragrance,Rated 5 out of 5 stars,Great fragrance. Calvin CK One.No issues,2024-05-19T16:24:01.000Z
Ease of ordering,Rated 4 out of 5 stars,"Ease of ordering, quality and availability of product.",2024-05-19T16:00:04.000Z
The right product,Rated 5 out of 5 stars,"The right product, for a great price, shipping was quick",2024-05-19T15:51:48.000Z
Selling fake fragrances.,Rated 1 out of 5 stars,Selling fake fragrances.,2024-05-19T15:30:52.000Z
I ordered product from you,Rated 1 out of 5 stars,"I ordered product from you. Waited for a month and still not even one of the 5 products I ordered had shipped still said order processing. Called and emailed a couple times and all I got was we don't know when the product will get to our warehouse, It's taking longer than expected. So I canceled and got them all from another company in 5 days. I'll never order from fragrencenet.com ever again.",2024-05-19T15:12:00.000Z
I’ve purchased from fragrancenet…,Rated 5 out of 5 stars,I’ve purchased from fragrancenet multiple times. I’ve never had an issue and my purchase always arrive quickly,2024-05-19T15:04:28.000Z
A great business model.,Rated 5 out of 5 stars,"I love being able to get exactly what I want, getting it at a great price, and getting it quickly.  A great business model.",2024-05-19T13:28:01.000Z
Fragrancenet.com has proven to be a…,Rated 5 out of 5 stars,Fragrancenet.com has proven to be a trust worthy online retail provider not only by providing quality products but by honoring customers with great prices and excellent shipping and delivery time!,2024-05-19T12:24:10.000Z
My perfume arrived early and was…,Rated 5 out of 5 stars,My perfume arrived early and was exactly what I wanted for only a fraction of the price in stores. Thank you FragranceNet!,2024-05-19T10:56:16.000Z
Excelente very Good,Rated 5 out of 5 stars,Excelente very Good,2024-05-19T10:54:53.000Z
You had the perfume I liked,Rated 5 out of 5 stars,"You had the perfume I liked , nobody else had it",2024-05-19T09:56:08.000Z
Hmmm soooo very nice!,Rated 5 out of 5 stars,"This Clinique elixir perfume is starting to be my trademark I get numerous compliments from everyone, people at stores, everywhere… my 3 rd bottle now.. the smell is very strong and even though I can’t smell it anymore others still do! I Love very strong perfume and I always overdo it I pour it on!.. you can’t go wrong buying this wonderful perfume",2024-05-19T08:47:39.000Z
I did not receive the order I placed…,Rated 1 out of 5 stars,"I did not receive the order I placed instead I received something totally different. Also, the customer service number does not allow anyone to speak to live person.",2024-05-19T05:52:48.000Z
Good cologne,Rated 5 out of 5 stars,"Good cologne, good deals! Thanks, Rocky.",2024-05-19T04:50:09.000Z
Excellent Store,Rated 5 out of 5 stars,You are the best !!!!!,2024-05-19T02:07:47.000Z
Coach,Rated 5 out of 5 stars,Got it quick and a great price,2024-05-19T01:15:27.000Z
Easy to order and great fragrance.,Rated 5 out of 5 stars,,2024-05-19T00:17:34.000Z
Great thank you,Rated 5 out of 5 stars,Great thank you,2024-05-18T23:54:33.000Z
